"","age_group","sex","miles","acc_inv"
"857","(21,80]","M","3","0"
"858","(16,18]","F","3","0"
"859","(18,21]","F","2","0"
"860","(16,18]","M","1","0"
"861","(21,80]","F","3","0"
"862","(16,18]","F","3","0"
"863","(16,18]","M","2","0"
"864","(21,80]","F","3","0"
"865","(16,18]","M","1","0"
"866","(18,21]","M","3","0"
"867","(16,18]","M","3","0"
"868","(16,18]","M","2","0"
"869","(18,21]","F","3","0"
"870","(16,18]","F","3","0"
"871","(16,18]","F","2","0"
"872","(18,21]","F","2","0"
"873","(16,18]","F","1","0"
"874","(16,18]","M","2","0"
"875","(18,21]","F","3","0"
"876","(18,21]","F","2","0"
"877","(18,21]","M","3","0"
"878","(18,21]","M","2","0"
"879","(18,21]","M","1","0"
"880","(16,18]","F",NA,"1+"
"881","(21,80]","F","3","0"
"882","(16,18]","F","3","0"
"883","(18,21]","F","3","0"
"884","(18,21]","F","3","0"
"885","(16,18]","F","3","0"
"886","(16,18]","M","3","0"
"887","(16,18]","F",NA,"0"
"888","(16,18]","F","1","0"
"889","(18,21]","F","3","1+"
"890","(18,21]","F","3","0"
"891","(16,18]","F","3","0"
"892","(18,21]","M","3","0"
"893","(18,21]","F","2","0"
"894","(16,18]","F","2","0"
"895","(21,80]","F","3","0"
"896","(18,21]","M","3","0"
"897","(16,18]","F","3","0"
"898","(21,80]","F",NA,"0"
"899","(16,18]","F","2","0"
"900","(21,80]","M","2","0"
"901","(18,21]","F","3","0"
"902","(21,80]","F","3","0"
"903","(18,21]","F","3","0"
"904","(18,21]","F","3","0"
"905","(18,21]","F","3","0"
"906","(21,80]","F","2","0"
"907","(18,21]","F","3","0"
"908","(21,80]","M","3","0"
"909","(21,80]","F",NA,"0"
"910","(18,21]","M","3","0"
"911","(21,80]","F","3","0"
"912","(18,21]","M","3","0"
"913","(21,80]","F","3","0"
"914","(18,21]","F","2","0"
"915","(16,18]","M","2","0"
"916","(16,18]","F",NA,"0"
"917","(16,18]","F","2","0"
"918","(18,21]","F","3","0"
"919","(16,18]","F",NA,"0"
"920","(16,18]","M","3","0"
"921","(18,21]","F","2","0"
"922","(16,18]","F","2","0"
"923","(16,18]","M","3","0"
"924","(16,18]","F","3","0"
"925","(21,80]","F",NA,"0"
"926","(18,21]","F","3","0"
"927","(18,21]","M","3","0"
"928","(16,18]","M","3","0"
"929","(16,18]","F","3","0"
"930","(16,18]","M","2","0"
"931","(21,80]","F","2","0"
"932","(18,21]","M","1","0"
"933","(21,80]","F","2","0"
"934","(18,21]","F",NA,"0"
"935","(16,18]","F","2","0"
"936","(21,80]","F","3","0"
"937","(16,18]","M","1","0"
"938","(16,18]","M","1","1+"
"939","(21,80]","M","2","0"
"940","(16,18]","M","2","0"
"941","(18,21]","M","3","0"
"942","(21,80]","F","3","0"
"943","(16,18]","F","3","0"
"944","(21,80]","F","3","0"
"945","(16,18]","M","2","0"
"946","(18,21]","F","3","0"
"947","(16,18]","M","3","0"
"948","(18,21]","F","2","0"
"949","(21,80]","F","3","0"
"950","(16,18]","F","3","0"
"951","(21,80]","F","3","0"
"952","(21,80]","M","2","0"
"953","(21,80]","M","2","0"
"954","(18,21]","F","3","0"
"955","(21,80]","F","3","0"
"956","(21,80]","F","3","0"
"957","(16,18]","F","2","0"
"958","(16,18]","F","3","0"
"959","(16,18]","F","2","0"
"960","(18,21]","F","3","1+"
"961","(16,18]","F","3","0"
"962","(21,80]","F","3","0"
"963","(21,80]","F","2","0"
"964","(16,18]","M",NA,"0"
"965","(18,21]","M","3","0"
"966","(16,18]","M","2","0"
"967","(21,80]","M","2","0"
"968","(18,21]","F","3","0"
"969","(21,80]","F","3","0"
"970","(18,21]","F","3","0"
"971","(21,80]","M",NA,"0"
"972","(21,80]","M","1","0"
"973","(18,21]","F","3","0"
"974","(21,80]","F","2","0"
"975","(16,18]","M","3","0"
"976","(21,80]","M","2","0"
"977","(16,18]","M","2","0"
"978","(21,80]","F","3","0"
"979","(16,18]","F","2","0"
"980","(16,18]","M","2","1+"
"981","(21,80]","F","2","0"
"982","(18,21]","F","3","0"
"983","(16,18]","M","1","0"
"984","(16,18]","M","3","0"
"985","(16,18]","M","2","0"
"986","(21,80]","F","2","0"
"987","(16,18]","F",NA,"0"
"988","(21,80]","F","1","0"
"989","(18,21]","M","2","0"
"990","(21,80]","F","3","0"
"991","(21,80]","M","3","0"
"992","(21,80]","F","2","0"
"993","(16,18]","F","3","0"
"994","(21,80]","F",NA,"0"
"995","(16,18]","M","2","0"
"996","(16,18]","F","2","0"
"997","(16,18]","F","3","0"
"998","(16,18]","M","1","0"
"999","(18,21]","F","3","0"
"1000","(21,80]","M","3","0"
"1001","(16,18]","F","3","0"
"1002","(21,80]","F","2","0"
"1003","(18,21]","F","3","0"
"1004","(21,80]","M","2","0"
"1005","(16,18]","M","3","0"
"1006","(18,21]","F","3","0"
"1007","(21,80]","F","3","0"
"1008","(21,80]","F","3","0"
"1009","(16,18]","F","3","0"
"1010","(18,21]","M","2","0"
"1011","(21,80]","M","3","0"
"1012","(16,18]","F","3","0"
"1013","(18,21]","F","2","0"
"1014","(18,21]","F","2","0"
"1015","(18,21]","F","2","0"
"1016","(16,18]","M","2","0"
"1017","(18,21]","F","3","0"
"1018","(21,80]","F","3","0"
"1019","(21,80]","F","3","0"
"1020","(16,18]","M","3","0"
"1021","(21,80]","F","3","0"
"1022","(18,21]","M","2","1+"
"1023","(21,80]","F",NA,"0"
"1024","(16,18]","M","1","0"
"1025","(16,18]","M","2","0"
"1026","(21,80]","M","3","0"
"1027","(18,21]","M","2","0"
"1028","(18,21]","M","3","0"
"1029","(16,18]","F","3","0"
"1030","(21,80]","F","2","0"
"1031","(21,80]","M","2","0"
"1032","(18,21]","F","2","0"
"1033","(16,18]","F","2","0"
"1034","(18,21]","F","3","0"
"1035","(21,80]","M","2","0"
"1036","(16,18]","M","3","0"
"1037","(21,80]","F","3","0"
"1038","(21,80]","F","3","0"
"1039","(21,80]","M","3","0"
"1040","(16,18]","M","3","0"
"1041","(18,21]","F","3","0"
"1042","(16,18]","M","3",NA
"1043","(16,18]","F","3","0"
"1044","(18,21]","F","2","0"
"1045","(16,18]","M","3","0"
"1046","(16,18]","M","2","0"
"1047","(18,21]","F","3","0"
"1048","(16,18]","F",NA,"0"
"1049","(18,21]","M","2","0"
"1050","(21,80]","F","2","0"
"1051","(18,21]","F","2","1+"
"1052","(18,21]","F","1","1+"
"1053","(21,80]","F",NA,"0"
"1054","(21,80]","F","3","0"
"1055","(16,18]","F","3","0"
"1056","(21,80]","M","1","1+"
"1057","(21,80]","M","2","0"
"1058","(16,18]","M","2","1+"
"1059","(21,80]","M","3","0"
"1060","(21,80]","M","2","0"
"1061","(16,18]","M","2","0"
"1062","(16,18]","M","1","1+"
"1063","(16,18]","M","2","0"
"1064","(16,18]","F","2","0"
"1065","(18,21]","F","2","0"
"1066","(16,18]","F","2","0"
"1067","(18,21]","F","2","0"
"1068","(16,18]","F","2","0"
"1069","(21,80]","F","3","0"
"1070","(16,18]","M","3","0"
"1071","(16,18]","M","3","0"
"1072","(16,18]","M","3","0"
"1073","(18,21]","F","2","0"
"1074","(16,18]","M","3","0"
"1075","(21,80]","F","1","0"
"1076","(16,18]","F","3","0"
"1077","(21,80]","M","2","0"
"1078","(16,18]","M","3","0"
"1079","(18,21]","M","3","0"
"1080","(18,21]","F","3","0"
"1081","(16,18]","F",NA,"0"
"1082","(21,80]","F","3","0"
"1083","(16,18]","F","2","0"
"1084","(21,80]","M","3","0"
"1085","(18,21]","M","2","1+"
"1086","(16,18]","F","2","0"
"1087","(18,21]","F","3","0"
"1088","(21,80]","M","3","0"
"1089","(16,18]","M","3","0"
"1090","(16,18]","M",NA,"1+"
"1091","(18,21]","M","3","1+"
"1092","(21,80]","M","3","0"
"1093","(18,21]","F","3","0"
"1094","(18,21]","F","3","0"
"1095","(18,21]","F","3","0"
"1096","(16,18]","F","3","0"
"1097","(21,80]","F","3","0"
"1098","(18,21]","F","3","0"
"1099","(18,21]","F","2","0"
"1100","(18,21]","F","3","0"
"1101","(18,21]","F","2","0"
"1102","(21,80]","F","2","0"
"1103","(16,18]","F","3","0"
"1104","(18,21]","F","2","0"
"1105","(18,21]","F","3","0"
"1106","(16,18]","F","1","0"
"1107","(18,21]","F","3","0"
"1108","(18,21]","M",NA,"1+"
"1109","(16,18]","F","3","0"
"1110","(16,18]","F","3","0"
"1111","(16,18]","M","1","1+"
"1112","(18,21]","F","3","0"
"1113","(18,21]","M","3","0"
"1114","(18,21]","F","3","0"
"1115","(16,18]","M","3","0"
"1116","(16,18]","M","3","0"
"1117","(21,80]","F","2","0"
"1118","(21,80]","F","2","0"
"1119","(16,18]","F","2","0"
"1120","(16,18]","F",NA,"0"
"1121","(18,21]","F","3","0"
"1122","(16,18]","F","3","0"
"1123","(21,80]","F","3","0"
"1124","(16,18]","M","3","0"
"1125","(21,80]","M","3","0"
"1126","(16,18]","M","2","0"
"1127","(18,21]","F","2","0"
"1128","(21,80]","F","2","0"
"1129","(16,18]","M","3","0"
"1130","(21,80]","F","2","0"
"1131","(21,80]","F",NA,"0"
"1132","(18,21]","F","3","0"
"1133","(18,21]","F","3","0"
"1134","(21,80]","F","2","0"
"1135","(21,80]","M","3","0"
"1136","(21,80]","M","2","0"
"1137","(21,80]","M","2","0"
"1138","(16,18]","F","3","0"
"1139","(18,21]","F","2","0"
"1140","(21,80]","F","2","1+"
"1141","(16,18]","M","1","0"
"1142","(16,18]","M","2","0"
"1143","(18,21]","M","2","0"
"1144","(16,18]","M","3","0"
"1145","(16,18]","M","3","0"
"1146","(18,21]","M","2","0"
"1147","(18,21]","M","3","0"
"1148","(21,80]","F","2","0"
"1149","(18,21]","M","2","0"
"1150","(18,21]","M","2","0"
"1151","(16,18]","F","3","0"
"1152","(18,21]","F","3","0"
"1153","(18,21]","F","3","0"
"1154","(16,18]","M","3","0"
"1155","(21,80]","F","3","0"
"1156","(18,21]","F","3","0"
"1157","(16,18]","F","3","0"
"1158","(18,21]","M","2","0"
"1159","(21,80]","F","3","0"
"1160","(16,18]","M","3","0"
"1161","(16,18]","F","3","0"
"1162","(16,18]","M","3","0"
"1163","(18,21]","M","2","0"
"1164","(21,80]","F","3","0"
"1165","(16,18]","M","2","0"
"1166","(18,21]","M","2","1+"
"1167","(21,80]","M","2","0"
"1168","(16,18]","M","1","0"
"1169","(16,18]","F","3","0"
"1170","(16,18]","F",NA,"0"
"1171","(18,21]","M","3","0"
"1172","(16,18]","F","3","0"
"1173","(18,21]","F","3","0"
"1174","(21,80]","F","3","0"
"1175","(16,18]","M","3","0"
"1176","(18,21]","M","1","0"
"1177","(21,80]","F","3","0"
"1178","(18,21]","F","3","0"
"1179","(18,21]","M","2","0"
"1180","(21,80]","F","3","0"
"1181","(21,80]","F","2","0"
"1182","(21,80]","F","3","0"
"1183","(21,80]","M","2","0"
"1184","(18,21]","F","3","0"
"1185","(16,18]","F","3","0"
"1186","(16,18]","M","1","0"
"1187","(18,21]","F",NA,"0"
"1188","(16,18]","F","3","0"
"1189","(21,80]","F","3","0"
"1190","(16,18]","M","2","0"
"1191","(18,21]","F",NA,"0"
"1192","(21,80]","F","3","0"
"1193","(18,21]","F","2","0"
"1194","(18,21]","F","2","0"
"1195","(21,80]","F","3","0"
"1196","(18,21]","F","2","0"
"1197","(16,18]","F","2","0"
"1198","(16,18]","M","2","0"
"1199","(16,18]","M","1","0"
"1200","(18,21]","M","3","0"
"1201","(16,18]","M","2","0"
"1202","(21,80]","F","3","0"
"1203","(18,21]","M","1","0"
"1204","(18,21]","F","2","0"
"1205","(21,80]","M","3","0"
"1206","(16,18]","F",NA,"0"
"1207","(21,80]","M","3","1+"
"1208","(18,21]","M","2","0"
"1209","(16,18]","F","1","0"
"1210","(21,80]","M","3","0"
"1211","(16,18]","F","2","0"
"1212","(16,18]","M","3","0"
"1213","(21,80]","F","3","0"
"1214","(18,21]","F","3","0"
"1215","(18,21]","F","3","0"
"1216","(21,80]","F","3","0"
"1217","(16,18]","M","2","1+"
"1218","(18,21]","F","3","0"
"1219","(16,18]","F","3","0"
"1220","(16,18]","M","2","0"
"1221","(16,18]","M","2","0"
"1222","(18,21]","F","3","0"
"1223","(18,21]","F","3","0"
"1224","(18,21]","F","2","0"
"1225","(16,18]","F","3","0"
"1226","(21,80]","F","2","0"
"1227","(18,21]","F","3","0"
"1228","(16,18]","F","2","0"
"1229","(18,21]","M","2","0"
"1230","(18,21]","M","3","0"
"1231","(18,21]","F","2","0"
"1232","(16,18]","F","3","0"
"1233","(21,80]","F","3","1+"
"1234","(21,80]","F","2","0"
"1235","(18,21]","M","2","1+"
"1236","(18,21]","F",NA,"1+"
"1237","(18,21]","F","1","1+"
"1238","(16,18]","F","3","0"
"1239","(16,18]","M",NA,"0"
"1240","(18,21]","M","2","0"
"1241","(21,80]","F","3","0"
"1242","(16,18]","M","2","1+"
"1243","(16,18]","M","2","0"
"1244","(21,80]","M","2","0"
"1245","(21,80]","F",NA,"0"
"1246","(16,18]","M","2","0"
"1247","(18,21]","M","3","1+"
"1248","(21,80]","F","3","0"
"1249","(18,21]","M","3","0"
"1250","(18,21]","F","2","0"
"1251","(21,80]","M","3","0"
"1252","(16,18]","M","3","1+"
"1253","(21,80]","F","2","0"
"1254","(21,80]","M","1","1+"
"1255","(21,80]","F","2","0"
"1256","(21,80]","F","2","0"
"1257","(18,21]","F","3","0"
"1258","(16,18]","F",NA,"0"
"1259","(16,18]","F",NA,"0"
"1260","(21,80]","F",NA,"0"
"1261","(18,21]","F","3","0"
"1262","(18,21]","F","3","0"
"1263","(21,80]","F",NA,"0"
"1264","(18,21]","F","3","1+"
"1265","(18,21]","F","3","0"
"1266","(16,18]","F","3","0"
"1267","(18,21]","M","3","0"
"1268","(18,21]","M","3","0"
"1269","(16,18]","F","3","0"
"1270","(18,21]","F","3","0"
"1271","(21,80]","F","3","0"
"1272","(21,80]","M","3","0"
"1273","(21,80]","F","3","0"
"1274","(18,21]","F","3","0"
"1275","(16,18]","M","2","0"
"1276","(18,21]","F","3","0"
"1277","(18,21]","F","3","0"
"1278","(21,80]","F","3","0"
"1279","(18,21]","F","3","0"
"1280","(18,21]","F",NA,"0"
"1281","(18,21]","F",NA,"0"
"1282","(18,21]","F","3","0"
"1283","(18,21]","M","2","0"
"1284","(18,21]","F",NA,"0"
"1285","(16,18]","M","3","0"
"1286","(16,18]","M","1","1+"
"1287","(18,21]","F","3","0"
"1288","(21,80]","F","2","0"
"1289","(21,80]","F","3","0"
"1290","(18,21]","M","3","0"
"1291","(16,18]","M","2","0"
"1292","(21,80]","M","3","0"
"1293","(16,18]","F","3","0"
"1294","(16,18]","M","3","0"
"1295","(18,21]","F","3","0"
"1296","(18,21]","F",NA,"0"
"1297","(18,21]","M","3","0"
"1298","(21,80]","F","3","0"
"1299","(21,80]","F","1","0"
"1300","(16,18]","M","3","0"
"1301","(16,18]","F","2","0"
"1302","(21,80]","F","3","0"
"1303","(16,18]","M","2","0"
"1304","(16,18]","F","2","0"
"1305","(21,80]","F","3","0"
"1306","(16,18]","F","2","0"
"1307","(21,80]","M","3","0"
"1308","(21,80]","F","2","0"
"1309","(16,18]","F","2","0"
"1310","(21,80]","M","3","0"
"1311","(16,18]","M","3","0"
"1312","(18,21]","F","3","0"
"1313","(21,80]","F","2","0"
"1314","(18,21]","F","3","0"
"1315","(18,21]","F",NA,"0"
"1316","(18,21]","F","3","0"
"1317","(16,18]","F","3","0"
"1318","(21,80]","F","3","0"
"1319","(16,18]","F","2","0"
"1320","(16,18]","F","2","0"
"1321","(16,18]","M","3","0"
"1322","(16,18]","F","3","0"
"1323","(21,80]","F","3","0"
"1324","(18,21]","F","3","0"
"1325","(16,18]","F","2","1+"
"1326","(16,18]","M","3","0"
"1327","(21,80]","F","2","0"
"1328","(21,80]","M","2","0"
"1329","(16,18]","M","3","0"
"1330","(16,18]","F","1","0"
"1331","(21,80]","F","3","0"
"1332","(21,80]","F",NA,"0"
"1333","(16,18]","M","1","0"
"1334","(16,18]","F","3","1+"
"1335","(21,80]","M","2","0"
"1336","(16,18]","F","3","0"
"1337","(16,18]","F","1","0"
"1338","(18,21]","M","3","0"
"1339","(16,18]","F",NA,"0"
"1340","(21,80]","F","3","0"
"1341","(16,18]","F","2","0"
"1342","(16,18]","F","3","0"
"1343","(18,21]","F","3","0"
"1344","(16,18]","F","2","0"
"1345","(16,18]","M","2","0"
"1346","(18,21]","F","1","0"
"1347","(18,21]","F","2","1+"
"1348","(18,21]","M","2","0"
"1349","(18,21]","M",NA,"0"
"1350","(16,18]","M","1","0"
"1351","(21,80]","M","2","0"
"1352","(21,80]","F","3","0"
"1353","(21,80]","M","3","0"
"1354","(16,18]","F","3","0"
"1355","(18,21]","M","3","0"
"1356","(21,80]","F","3","0"
"1357","(16,18]","F","3","0"
"1358","(18,21]","M","3","0"
"1359","(18,21]","F","3","0"
"1360","(21,80]","M","3","0"
"1361","(16,18]","M","3","0"
"1362","(18,21]","M","3","0"
"1363","(21,80]","M","1","0"
"1364","(18,21]","F","3","0"
"1365","(18,21]","F","3","0"
"1366","(16,18]","F","3","0"
"1367","(16,18]","F","3","0"
"1368","(21,80]","F","3","0"
"1369","(21,80]","F","2","0"
"1370","(16,18]","F","3","0"
"1371","(16,18]","F","2","0"
"1372","(16,18]","F","3","0"
"1373","(21,80]","F","1","0"
"1374","(21,80]","F","2","0"
"1375","(18,21]","F",NA,"1+"
"1376","(21,80]","F","3","0"
"1377","(21,80]","M","2","0"
"1378","(21,80]","F","2","0"
"1379","(21,80]","F","2","0"
"1380","(21,80]","F","3","0"
"1381","(18,21]","F","3","0"
"1382","(21,80]","M","3","0"
"1383","(18,21]","F","2","1+"
"1384","(21,80]","F","3","0"
"1385","(21,80]","F","3","0"
"1386","(18,21]","F",NA,"0"
"1387","(16,18]","M","3","0"
"1388","(21,80]","F","3","0"
"1389","(21,80]","M","3","0"
"1390","(18,21]","F",NA,"0"
"1391","(21,80]","F","3","0"
"1392","(18,21]","F","3","0"
"1393","(21,80]","M","3","0"
"1394","(16,18]","F","3","0"
"1395","(16,18]","M",NA,"0"
"1396","(21,80]","F","3","0"
"1397","(18,21]","F","3","0"
"1398","(21,80]","F","3","0"
"1399","(21,80]","F",NA,"0"
"1400","(21,80]","M","2","0"
"1401","(21,80]","F","3","0"
"1402","(16,18]","F","2","1+"
"1403","(21,80]","M",NA,"1+"
"1404","(21,80]","F","3","0"
"1405","(18,21]","M","3","0"
"1406","(21,80]","M","3","0"
"1407","(18,21]","M","3","1+"
"1408","(18,21]","M","2","0"
"1409","(18,21]","F","3","0"
"1410","(16,18]","F",NA,"0"
"1411","(16,18]","M","2","1+"
"1412","(21,80]","M","2","0"
"1413","(21,80]","F","3","0"
"1414","(18,21]","F","1","0"
"1415","(16,18]","F","3","0"
"1416","(21,80]","F","3","0"
"1417","(21,80]","F","3","0"
"1418","(21,80]","M","2","0"
"1419","(21,80]","F","3","0"
"1420","(21,80]","M",NA,"0"
"1421","(21,80]","M","2","0"
"1422","(21,80]","F","3","0"
"1423","(21,80]","F","3","0"
"1424","(18,21]","F","3","0"
"1425","(21,80]","F","1","1+"
"1426","(21,80]","F","3","0"
"1427","(21,80]","F","3","0"
"1428","(16,18]","F",NA,"0"
"1429","(21,80]","M","3","0"
"1430","(18,21]","F",NA,"0"
"1431","(16,18]","F","2","0"
"1432","(18,21]","M","1","0"
"1433","(16,18]","M","3","0"
"1434","(21,80]","F","3","0"
"1435","(18,21]","F","1","0"
"1436","(16,18]","F","2","0"
"1437","(21,80]","M","2","0"
"1438","(21,80]","F",NA,"0"
"1439","(21,80]","F","3","0"
"1440","(21,80]","F","2","0"
"1441","(18,21]","F","3","0"
"1442","(18,21]","F","2","0"
"1443","(18,21]","F","3","0"
"1444","(18,21]","F","2","0"
"1445","(21,80]","F","3",NA
"1446","(16,18]","M","3","0"
"1447","(18,21]","M",NA,"0"
"1448","(16,18]","M","3","0"
"1449","(18,21]","F","2","0"
"1450","(21,80]","M","3","0"
"1451","(18,21]","F",NA,"0"
"1452","(16,18]","F","2","0"
"1453","(16,18]","F","3","0"
"1454","(16,18]","F","3","0"
"1455","(16,18]","F","3","0"
"1456","(21,80]","M","2",NA
"1457","(16,18]","F","3","0"
"1458","(21,80]","M","2","0"
"1459","(16,18]","M","2","0"
"1460","(21,80]","F","2","0"
"1461","(16,18]","M","3","0"
"1462","(21,80]","F","2","0"
"1463","(21,80]","F","3","0"
"1464","(21,80]","M","2","0"
"1465","(21,80]","F",NA,"0"
"1466","(18,21]","F","3","0"
"1467","(18,21]","F","2","0"
"1468","(18,21]","M","2","0"
"1469","(18,21]","M","3","0"
"1470","(21,80]","F","3","0"
"1471","(18,21]","F","3","0"
"1472","(16,18]","M","3","0"
"1473","(16,18]","M","2","0"
"1474","(21,80]","F",NA,"0"
"1475","(16,18]","M","3","0"
"1476","(21,80]","M","3","0"
"1477","(18,21]","F","3","0"
"1478","(16,18]","M","2","0"
"1479","(18,21]","M","2","0"
"1480","(21,80]","F","2","0"
"1481","(21,80]","F","2","0"
"1482","(18,21]","F","2","0"
"1483","(21,80]","F","3","0"
"1484","(18,21]","M","3","0"
"1485","(16,18]","F","3","0"
"1486","(16,18]","F","3","0"
"1487","(18,21]","M","3","0"
"1488","(21,80]","M","3","0"
"1489","(16,18]","M","2","0"
"1490","(16,18]","F","3","0"
"1491","(16,18]","M","3","0"
"1492","(16,18]","M","2","0"
"1493","(18,21]","M","1","0"
"1494","(18,21]","F","3","1+"
"1495","(16,18]","F","2","0"
"1496","(21,80]","F","3","0"
"1497","(18,21]","F","2","0"
"1498","(21,80]","F","2","0"
"1499","(16,18]","F","2","0"
"1500","(16,18]","M","2","0"
"1501","(21,80]","M","2","0"
"1502","(18,21]","F","3","0"
"1503","(21,80]","F","2","0"
"1504","(21,80]","F","3","0"
"1505","(18,21]","M","3","0"
"1506","(16,18]","M","2","0"
"1507","(16,18]","M","3","0"
"1508","(18,21]","M","3","0"
"1509","(18,21]","F","2","0"
"1510","(18,21]","F","3","0"
"1511","(16,18]","F","1","0"
"1512","(18,21]","M",NA,"0"
"1513","(16,18]","M","2","0"
"1514","(21,80]","F","2","0"
"1515","(21,80]","F","3","0"
"1516","(18,21]","F","2","0"
"1517","(21,80]","F","3","0"
"1518","(21,80]","F","3","0"
"1519","(16,18]","M","2","0"
"1520","(21,80]","F",NA,"0"
"1521","(21,80]","F","3","0"
"1522","(18,21]","F","2","0"
"1523","(18,21]","F","3","0"
"1524","(21,80]","F","3","0"
"1525","(21,80]","M","3","0"
"1526","(21,80]","F","3","0"
"1527","(16,18]","F","3","1+"
"1528","(21,80]","F","2","0"
"1529","(16,18]","M","2","0"
"1530","(21,80]","F","3","0"
"1531","(21,80]","M","2","0"
"1532","(21,80]","F","3","0"
"1533","(16,18]","M","2","0"
"1534","(21,80]","F","2","0"
"1535","(21,80]","M","3","0"
"1536","(18,21]","F","3","1+"
"1537","(18,21]","F","3","0"
"1538","(18,21]","F","3","0"
"1539","(18,21]","F","2","0"
"1540","(21,80]","M","3","0"
"1541","(18,21]","F","3","0"
"1542","(18,21]","F","3","0"
"1543","(18,21]","M","3","0"
"1544","(21,80]","M","3","0"
"1545","(21,80]","F","2","0"
"1546","(21,80]","M","2","0"
"1547","(18,21]","F","3","0"
"1548","(16,18]","M","3","0"
"1549","(21,80]","F","3","0"
"1550","(18,21]","M","2","0"
"1551","(16,18]","M","3","0"
"1552","(18,21]","F","2","0"
"1553","(18,21]","M","1","0"
"1554","(21,80]","F","3","0"
"1555","(21,80]","F","2","0"
"1556","(16,18]","M","2","0"
"1557","(18,21]","M","3","0"
"1558","(18,21]","M","3","0"
"1559","(21,80]","F","2","0"
"1560","(16,18]","F","2","0"
"1561","(18,21]","M","2","0"
"1562","(16,18]","F","2","0"
"1563","(16,18]","M",NA,"1+"
"1564","(16,18]","F",NA,"0"
"1565","(18,21]","M","3","0"
"1566","(21,80]","F",NA,"0"
"1567","(21,80]","F",NA,"0"
"1568","(21,80]","F","3","0"
"1569","(16,18]","F","1","0"
"1570","(21,80]","M","3","0"
"1571","(18,21]","F","3","0"
"1572","(21,80]","F","3","0"
"1573","(16,18]","M","1","1+"
"1574","(18,21]","M","2","0"
"1575","(16,18]","M",NA,"0"
"1576","(18,21]","F","3","0"
"1577","(21,80]","F","2","0"
"1578","(21,80]","F","3","0"
"1579","(16,18]","F","3","0"
"1580","(18,21]","F","2","0"
"1581","(21,80]","M","2","0"
"1582","(21,80]","F","3","0"
"1583","(21,80]","F","1","0"
"1584","(16,18]","M","3","0"
"1585","(18,21]","F","1","0"
"1586","(18,21]","F","3","0"
"1587","(21,80]","F","3","0"
"1588","(16,18]","M","1","0"
"1589","(18,21]","F","3","0"
"1590","(21,80]","F","3","0"
