"","sex","cohort","sent","wave1","wave2","wave3","wave4"
"7707","M",7,1,1,0,0,1
"7708","F",15,1,1,0,NA,NA
"7709","F",3,0,0,0,0,0
"7710","F",15,0,0,0,NA,NA
"7711","M",2,0,0,0,0,0
"7712","M",5,1,0,0,0,0
"7713","M",5,1,1,1,1,1
"7714","M",9,0,0,0,0,NA
"7715","F",10,1,1,0,1,NA
"7716","M",4,1,1,1,1,1
"7717","M",6,1,1,1,0,0
"7718","F",7,0,0,0,0,0
"7719","M",5,1,0,0,0,0
"7720","F",8,0,0,0,0,0
"7721","M",11,1,1,0,0,NA
"7722","M",5,0,0,0,0,0
"7723","F",2,1,1,0,0,0
"7724","M",3,1,1,1,0,0
"7725","M",8,1,0,0,0,0
"7726","M",7,0,0,0,0,0
"7727","M",15,1,1,1,NA,NA
"7728","F",8,0,0,0,0,0
"7729","M",12,1,0,0,0,NA
"7730","M",10,1,0,0,0,NA
"7731","F",5,0,0,0,0,0
"7732","F",11,0,0,0,0,NA
"7733","M",14,1,1,1,NA,NA
"7734","M",3,0,0,0,0,0
"7735","M",1,1,1,0,0,0
"7736","M",7,1,0,0,0,0
"7737","M",8,1,0,0,0,0
"7738","M",10,1,1,0,0,NA
"7739","M",7,0,0,0,0,0
"7740","M",11,1,1,0,1,NA
"7741","M",4,1,0,0,0,0
"7742","M",16,0,0,0,NA,NA
"7743","M",5,0,0,0,0,0
"7744","F",6,0,0,0,0,0
"7745","M",7,1,1,0,0,0
"7746","M",8,0,0,0,0,0
"7747","M",11,1,0,0,0,NA
"7748","F",16,1,1,1,NA,NA
"7749","M",10,0,0,0,0,NA
"7750","F",2,1,0,1,1,1
"7751","M",11,1,1,0,0,NA
"7752","M",14,0,0,0,NA,NA
"7753","F",16,1,0,0,NA,NA
"7754","F",11,1,1,1,1,NA
"7755","M",13,0,0,0,NA,NA
"7756","M",13,1,1,0,NA,NA
"7757","M",2,1,1,1,0,0
"7758","F",7,1,1,0,0,0
"7759","F",13,1,1,0,NA,NA
"7760","F",8,0,0,0,0,0
"7761","M",13,1,0,1,NA,NA
"7762","F",13,1,1,0,NA,NA
"7763","F",14,0,0,0,NA,NA
"7764","F",10,0,0,0,0,NA
"7765","M",12,1,0,1,0,NA
"7766","F",12,1,1,0,0,NA
"7767","F",3,1,1,0,1,1
"7768","M",4,1,0,0,0,0
"7769","M",6,1,1,1,1,1
"7770","F",11,1,1,1,0,NA
"7771","F",5,1,1,1,1,1
"7772","M",10,1,0,0,0,NA
"7773","F",2,1,1,1,0,0
"7774","M",9,1,1,1,0,NA
"7775","M",9,0,0,0,0,NA
"7776","F",4,0,0,0,0,0
"7777","M",4,0,0,0,0,0
"7778","F",4,1,1,0,0,0
"7779","F",13,1,1,0,NA,NA
"7780","M",2,1,0,0,0,0
"7781","M",4,1,0,1,0,0
"7782","F",14,1,1,1,NA,NA
"7783","F",2,1,0,1,1,0
"7784","M",4,1,1,0,1,0
"7785","F",5,1,0,0,0,0
"7786","M",1,1,0,0,0,0
"7787","M",5,1,1,0,0,1
"7788","F",8,0,0,0,0,0
"7789","F",11,0,0,0,0,NA
"7790","F",10,1,1,0,0,NA
"7791","M",10,0,0,0,0,NA
"7792","F",1,1,1,1,0,0
"7793","M",3,0,0,0,0,0
"7794","M",5,1,1,1,1,1
"7795","F",1,1,1,0,0,0
"7796","M",2,0,0,0,0,0
"7797","M",3,1,1,1,1,1
"7798","M",5,0,0,0,0,0
"7799","F",6,1,1,1,0,0
"7800","F",8,1,1,1,0,0
"7801","M",1,0,0,0,0,0
"7802","M",1,1,1,0,0,0
"7803","F",7,1,1,0,0,0
"7804","M",9,1,1,1,0,NA
"7805","F",12,0,0,0,0,NA
"7806","M",14,0,0,0,NA,NA
"7807","M",3,1,1,0,0,1
"7808","M",5,1,0,1,0,0
"7809","F",5,1,1,1,1,1
"7810","F",7,1,1,0,1,1
"7811","M",8,1,1,1,0,0
"7812","F",10,1,0,0,0,NA
"7813","F",9,0,0,0,0,NA
"7814","M",11,1,0,1,0,NA
"7815","M",1,1,0,0,0,0
"7816","M",6,0,0,0,0,0
"7817","F",11,1,0,0,0,NA
"7818","M",3,0,0,0,0,0
"7819","F",3,0,0,0,0,0
"7820","F",10,0,0,0,0,NA
"7821","M",1,1,1,1,1,1
"7822","M",8,0,0,0,0,0
"7823","F",15,0,0,0,NA,NA
"7824","M",3,1,0,0,0,0
"7825","M",7,0,0,0,0,0
"7826","M",9,1,1,0,1,NA
"7827","M",13,0,0,0,NA,NA
"7828","F",14,1,1,1,NA,NA
"7829","M",13,1,1,0,NA,NA
"7830","M",2,1,1,0,0,0
"7831","M",6,0,0,0,0,0
"7832","F",11,1,0,1,0,NA
"7833","F",1,1,1,1,1,1
"7834","M",12,0,0,0,0,NA
"7835","M",12,1,1,1,1,NA
"7836","M",15,0,0,0,NA,NA
"7837","F",2,0,0,0,0,0
"7838","M",2,1,1,0,0,0
"7839","M",3,1,1,1,0,1
"7840","M",7,1,1,1,1,1
"7841","F",15,0,0,0,NA,NA
"7842","M",4,1,0,0,0,0
"7843","M",13,0,0,0,NA,NA
"7844","M",14,1,0,0,NA,NA
"7845","M",2,0,0,0,0,0
"7846","M",7,1,1,0,0,0
"7847","M",3,0,0,0,0,0
"7848","F",11,1,1,1,1,NA
"7849","M",1,1,1,1,0,1
"7850","M",13,1,0,0,NA,NA
"7851","M",13,0,0,0,NA,NA
"7852","M",14,1,1,1,NA,NA
"7853","F",3,1,0,0,0,0
"7854","M",15,0,0,0,NA,NA
"7855","F",15,1,1,1,NA,NA
"7856","M",10,1,0,0,0,NA
"7857","M",10,1,1,1,1,NA
"7858","M",3,0,0,0,0,0
"7859","M",2,0,0,0,0,0
"7860","F",10,1,0,1,0,NA
"7861","M",6,0,0,0,0,0
"7862","M",12,1,0,0,1,NA
"7863","F",13,0,0,0,NA,NA
"7864","M",13,1,1,0,NA,NA
"7865","M",16,1,0,1,NA,NA
"7866","F",10,1,1,0,0,NA
"7867","F",10,1,1,1,0,NA
"7868","F",2,0,0,0,0,0
"7869","M",16,1,0,0,NA,NA
"7870","F",3,1,1,0,0,0
"7871","F",5,1,1,1,1,1
"7872","F",8,1,0,0,0,1
"7873","M",6,0,0,0,0,0
"7874","F",9,1,0,0,0,NA
"7875","M",12,0,0,0,0,NA
"7876","M",4,0,0,0,0,0
"7877","F",9,1,1,0,0,NA
"7878","F",15,0,0,0,NA,NA
"7879","M",15,0,0,0,NA,NA
"7880","F",16,0,0,0,NA,NA
"7881","M",2,0,0,0,0,0
"7882","M",6,1,0,0,0,0
"7883","F",2,1,1,0,0,0
"7884","M",8,1,0,0,0,0
"7885","M",13,1,0,0,NA,NA
"7886","M",2,1,0,0,0,0
"7887","M",3,0,0,0,0,0
"7888","F",7,0,0,0,0,0
"7889","M",1,1,1,1,1,1
"7890","F",11,1,1,1,1,NA
"7891","M",13,1,1,0,NA,NA
"7892","M",14,1,0,0,NA,NA
"7893","M",1,1,0,0,0,0
"7894","M",1,0,0,0,0,0
"7895","F",9,1,1,0,0,NA
"7896","M",2,1,1,0,0,0
"7897","M",6,0,0,0,0,0
"7898","M",15,1,1,1,NA,NA
"7899","M",10,1,0,0,0,NA
"7900","F",11,0,0,0,0,NA
"7901","M",15,1,0,0,NA,NA
"7902","F",4,0,0,0,0,0
"7903","F",6,0,0,0,0,0
"7904","M",9,1,0,0,0,NA
"7905","M",11,1,0,0,0,NA
"7906","M",7,0,0,0,0,0
"7907","M",11,0,0,0,0,NA
"7908","F",16,0,0,0,NA,NA
"7909","F",10,0,0,0,0,NA
"7910","F",5,0,0,0,0,0
"7911","M",1,0,0,0,0,0
"7912","M",6,1,1,0,0,0
"7913","M",14,1,1,0,NA,NA
"7914","F",2,0,0,0,0,0
"7915","F",3,0,0,0,0,0
"7916","M",4,1,1,0,0,1
"7917","F",1,1,0,0,0,0
"7918","F",14,1,1,1,NA,NA
"7919","M",16,1,0,0,NA,NA
"7920","F",4,1,1,0,0,0
"7921","M",7,0,0,0,0,0
"7922","M",9,1,0,0,0,NA
"7923","M",15,0,0,0,NA,NA
"7924","M",1,0,0,0,0,0
"7925","M",2,0,0,0,0,0
"7926","M",14,1,1,1,NA,NA
"7927","F",9,0,0,0,0,NA
"7928","F",13,1,1,1,NA,NA
"7929","M",2,1,0,0,0,0
"7930","M",8,0,0,0,0,0
"7931","F",8,1,0,0,0,0
"7932","F",2,1,1,0,0,1
"7933","M",6,0,0,0,0,0
"7934","M",5,1,1,1,1,1
"7935","M",7,1,0,0,0,0
"7936","M",8,0,0,0,0,0
"7937","F",3,0,0,0,0,0
"7938","M",13,0,0,0,NA,NA
"7939","M",13,0,0,0,NA,NA
"7940","F",9,1,1,1,1,NA
"7941","F",6,1,1,0,0,0
"7942","F",15,0,0,0,NA,NA
"7943","M",1,1,1,0,0,0
"7944","F",5,0,0,0,0,0
"7945","M",7,1,1,1,0,0
"7946","F",8,1,1,0,0,0
"7947","F",16,0,0,0,NA,NA
"7948","F",3,1,1,1,0,0
"7949","M",2,1,0,0,0,1
"7950","M",3,0,0,0,0,0
"7951","M",14,1,0,0,NA,NA
"7952","M",14,1,0,0,NA,NA
"7953","M",14,0,0,0,NA,NA
"7954","F",16,1,1,1,NA,NA
"7955","M",3,1,1,0,0,0
"7956","M",5,1,0,0,0,0
"7957","M",9,1,0,0,0,NA
"7958","F",15,1,0,1,NA,NA
"7959","M",10,1,1,0,1,NA
"7960","F",13,0,0,0,NA,NA
"7961","M",4,1,0,0,0,0
"7962","M",13,1,0,0,NA,NA
"7963","F",13,0,0,0,NA,NA
"7964","M",16,0,0,0,NA,NA
"7965","F",2,1,0,1,0,0
"7966","M",5,1,0,0,0,0
"7967","F",5,0,0,0,0,0
"7968","M",6,0,0,0,0,0
"7969","M",7,1,1,0,0,0
"7970","M",6,1,1,1,1,1
"7971","M",6,1,0,0,0,0
"7972","F",13,0,0,0,NA,NA
"7973","F",13,0,0,0,NA,NA
"7974","F",14,0,0,0,NA,NA
"7975","F",10,1,0,0,0,NA
"7976","F",14,1,1,1,NA,NA
"7977","F",8,0,0,0,0,0
"7978","M",14,0,0,0,NA,NA
"7979","M",14,0,0,0,NA,NA
"7980","M",15,1,1,1,NA,NA
"7981","M",6,1,0,0,0,0
"7982","F",7,0,0,0,0,0
"7983","M",11,1,0,1,0,NA
"7984","F",10,1,1,1,1,NA
"7985","M",5,0,0,0,0,0
"7986","M",7,1,0,1,0,0
"7987","F",14,1,0,1,NA,NA
"7988","M",7,1,1,1,1,1
"7989","F",9,0,0,0,0,NA
"7990","M",15,1,0,0,NA,NA
"7991","M",13,0,0,0,NA,NA
"7992","F",1,1,1,0,0,0
"7993","M",6,1,0,0,1,0
"7994","M",7,1,0,0,0,0
"7995","M",11,1,1,1,0,NA
"7996","M",14,1,1,0,NA,NA
"7997","M",10,1,0,1,0,NA
"7998","M",7,0,0,0,0,0
"7999","F",1,1,1,1,1,0
"8000","M",7,1,0,0,0,0
"8001","F",12,0,0,0,0,NA
"8002","M",12,1,0,0,0,NA
"8003","F",2,1,1,1,1,1
"8004","F",13,1,1,0,NA,NA
"8005","M",2,0,0,0,0,0
"8006","F",11,1,1,0,1,NA
"8007","M",16,1,0,0,NA,NA
"8008","M",7,1,1,1,1,1
"8009","F",11,1,1,1,1,NA
"8010","M",6,1,1,1,0,0
"8011","M",8,1,0,0,0,0
"8012","F",13,1,1,0,NA,NA
"8013","M",13,1,1,1,NA,NA
"8014","F",3,0,0,0,0,0
"8015","M",9,0,0,0,0,NA
"8016","M",4,0,0,0,0,0
"8017","F",10,0,0,0,0,NA
"8018","M",10,1,0,0,0,NA
"8019","M",10,1,1,0,0,NA
"8020","M",6,0,0,0,0,0
"8021","M",8,0,0,0,0,0
"8022","M",3,1,0,0,0,0
"8023","M",7,0,0,0,0,0
"8024","M",7,1,1,0,0,0
"8025","M",9,0,0,0,0,NA
"8026","M",11,0,0,0,0,NA
"8027","M",2,1,1,1,1,1
"8028","M",2,1,1,0,0,1
"8029","M",10,1,1,0,0,NA
"8030","M",10,1,1,1,0,NA
"8031","M",1,1,0,0,0,0
"8032","M",2,1,0,0,0,0
"8033","M",2,0,0,0,0,0
"8034","M",7,1,1,1,0,0
"8035","F",13,1,1,1,NA,NA
"8036","M",9,1,0,0,0,NA
"8037","M",4,0,0,0,0,0
"8038","M",12,1,0,0,0,NA
"8039","F",13,0,0,0,NA,NA
"8040","F",2,0,0,0,0,0
"8041","M",5,0,0,0,0,0
"8042","F",5,1,1,1,0,0
"8043","F",13,1,0,0,NA,NA
"8044","M",9,1,1,0,1,NA
"8045","M",2,1,0,0,0,0
"8046","F",3,0,0,0,0,0
"8047","M",3,1,1,1,0,0
"8048","M",11,0,0,0,0,NA
"8049","M",15,0,0,0,NA,NA
"8050","F",1,1,0,0,0,0
"8051","M",1,1,1,1,0,0
"8052","M",2,1,0,1,1,1
"8053","M",8,0,0,0,0,0
"8054","M",12,1,1,0,0,NA
"8055","M",12,1,0,1,0,NA
"8056","M",15,0,0,0,NA,NA
"8057","M",16,1,1,1,NA,NA
"8058","F",1,0,0,0,0,0
"8059","M",5,1,0,0,0,0
"8060","M",1,1,1,0,0,0
"8061","F",8,0,0,0,0,0
"8062","M",9,0,0,0,0,NA
"8063","M",14,0,0,0,NA,NA
"8064","M",15,0,0,0,NA,NA
"8065","M",10,1,0,1,0,NA
"8066","F",2,1,0,0,0,0
"8067","F",3,0,0,0,0,0
"8068","F",12,1,1,1,1,NA
"8069","F",11,1,1,1,0,NA
"8070","M",1,1,1,0,0,0
"8071","M",2,0,0,0,0,0
"8072","M",3,1,0,0,0,0
"8073","M",3,1,1,0,0,0
"8074","M",12,1,0,0,0,NA
"8075","F",2,1,0,0,0,0
"8076","M",3,0,0,0,0,0
"8077","F",4,0,0,0,0,0
"8078","F",11,0,0,0,0,NA
"8079","F",14,1,1,1,NA,NA
"8080","F",10,1,1,1,1,NA
"8081","F",10,0,0,0,0,NA
"8082","M",1,1,0,0,0,0
"8083","M",5,1,1,0,0,0
"8084","M",9,1,1,0,1,NA
"8085","M",11,1,0,0,0,NA
"8086","M",13,1,0,0,NA,NA
"8087","F",14,0,0,0,NA,NA
"8088","M",4,1,0,0,0,0
"8089","F",11,1,0,1,1,NA
"8090","M",15,0,0,0,NA,NA
"8091","M",6,1,1,0,0,0
"8092","M",12,0,0,0,0,NA
"8093","F",13,1,1,0,NA,NA
"8094","F",14,1,1,0,NA,NA
"8095","M",13,1,1,0,NA,NA
"8096","F",15,1,0,0,NA,NA
"8097","M",3,1,0,0,0,0
"8098","F",3,0,0,0,0,0
"8099","F",4,0,0,0,0,0
"8100","F",6,0,0,0,0,0
"8101","M",6,0,0,0,0,0
"8102","M",15,0,0,0,NA,NA
"8103","M",1,1,0,0,0,0
"8104","M",6,1,1,0,0,0
"8105","M",9,1,0,0,0,NA
"8106","M",13,1,1,0,NA,NA
"8107","F",9,1,1,1,0,NA
"8108","F",6,1,1,1,1,0
"8109","M",15,1,0,1,NA,NA
"8110","M",1,0,0,0,0,0
"8111","F",3,1,0,1,0,0
"8112","M",7,0,0,0,0,0
"8113","M",16,1,0,0,NA,NA
"8114","M",5,0,0,0,0,0
"8115","F",16,1,0,0,NA,NA
"8116","M",1,1,1,1,0,1
"8117","M",15,1,0,0,NA,NA
"8118","M",10,1,0,0,0,NA
"8119","M",1,0,0,0,0,0
"8120","M",5,1,1,1,0,1
"8121","M",5,1,0,1,1,0
"8122","M",1,1,0,0,0,0
"8123","M",3,1,0,0,0,0
"8124","M",4,1,1,1,1,1
"8125","F",4,0,0,0,0,0
"8126","M",4,1,1,0,0,0
"8127","M",7,1,0,1,0,0
"8128","M",7,1,0,1,1,1
"8129","M",11,1,1,0,0,NA
"8130","M",13,0,0,0,NA,NA
"8131","M",5,0,0,0,0,0
"8132","F",6,1,1,0,0,0
"8133","F",6,1,0,0,0,0
"8134","M",7,0,0,0,0,0
"8135","M",1,0,0,0,0,0
"8136","M",2,1,1,1,1,1
"8137","M",12,1,1,0,0,NA
"8138","M",10,1,1,1,0,NA
"8139","M",5,1,1,0,0,0
"8140","M",5,0,0,0,0,0
"8141","F",15,1,1,1,NA,NA
"8142","F",5,0,0,0,0,0
"8143","F",5,0,0,0,0,0
"8144","F",9,0,0,0,0,NA
"8145","M",9,1,1,0,0,NA
"8146","M",2,0,0,0,0,0
"8147","M",7,1,0,0,0,0
"8148","M",10,1,1,0,0,NA
"8149","M",4,1,1,1,0,0
"8150","M",5,1,1,1,1,1
"8151","M",7,1,0,0,0,0
"8152","F",11,0,0,0,0,NA
"8153","M",7,1,0,1,0,1
"8154","F",6,0,0,0,0,0
"8155","M",16,1,1,0,NA,NA
"8156","F",4,1,0,0,0,0
"8157","F",15,0,0,0,NA,NA
"8158","M",10,1,0,1,0,NA
"8159","F",7,1,1,1,1,1
"8160","M",14,1,1,1,NA,NA
"8161","F",3,0,0,0,0,0
"8162","M",11,1,1,1,0,NA
"8163","F",12,0,0,0,0,NA
"8164","M",8,1,0,0,0,0
"8165","M",4,1,1,1,1,0
"8166","M",10,1,1,1,0,NA
"8167","F",11,1,1,1,0,NA
"8168","M",11,1,1,0,0,NA
"8169","F",3,0,0,0,0,0
"8170","M",13,1,0,1,NA,NA
"8171","M",15,0,0,0,NA,NA
"8172","F",10,1,1,0,0,NA
"8173","M",1,1,0,0,0,0
"8174","F",9,0,0,0,0,NA
"8175","M",12,1,1,1,1,NA
"8176","F",16,1,1,0,NA,NA
"8177","M",4,1,1,1,1,1
"8178","M",6,1,1,0,1,1
"8179","F",13,0,0,0,NA,NA
"8180","M",15,0,0,0,NA,NA
"8181","F",3,1,0,0,0,0
"8182","M",9,1,0,0,1,NA
"8183","M",2,1,0,1,0,1
"8184","M",6,0,0,0,0,0
"8185","M",3,1,1,1,0,0
"8186","F",16,1,1,1,NA,NA
"8187","M",1,1,1,0,0,0
"8188","M",15,1,0,1,NA,NA
"8189","F",3,0,0,0,0,0
"8190","F",3,1,1,1,1,1
"8191","M",4,1,0,0,0,0
"8192","F",13,0,0,0,NA,NA
"8193","M",15,0,0,0,NA,NA
"8194","F",5,1,1,1,1,0
"8195","M",5,1,0,0,1,0
"8196","M",16,1,1,0,NA,NA
"8197","F",8,1,0,0,0,0
"8198","F",3,1,1,0,0,0
"8199","M",8,0,0,0,0,0
"8200","M",14,1,0,0,NA,NA
"8201","M",1,1,0,0,0,0
"8202","M",3,0,0,0,0,0
"8203","M",11,1,1,1,1,NA
"8204","M",14,1,0,0,NA,NA
"8205","M",15,1,0,0,NA,NA
"8206","F",8,0,0,0,0,0
"8207","M",13,1,1,1,NA,NA
"8208","M",3,1,0,0,0,0
"8209","M",4,0,0,0,0,0
"8210","M",9,1,1,1,1,NA
"8211","M",11,1,1,1,0,NA
"8212","F",11,0,0,0,0,NA
"8213","F",11,0,0,0,0,NA
"8214","F",15,0,0,0,NA,NA
"8215","F",4,1,0,0,0,0
"8216","F",10,1,0,0,0,NA
"8217","F",4,1,1,1,1,1
"8218","M",8,1,0,1,1,1
"8219","M",15,0,0,0,NA,NA
"8220","F",7,0,0,0,0,0
"8221","F",12,0,0,0,0,NA
"8222","M",14,0,0,0,NA,NA
"8223","F",10,0,0,0,0,NA
"8224","M",16,0,0,0,NA,NA
"8225","F",9,0,0,0,0,NA
"8226","F",8,0,0,0,0,0
"8227","F",3,0,0,0,0,0
"8228","M",7,1,0,0,0,0
"8229","F",11,0,0,0,0,NA
"8230","F",10,0,0,0,0,NA
"8231","M",15,1,0,0,NA,NA
"8232","F",10,1,1,1,1,NA
"8233","M",8,0,0,0,0,0
"8234","F",15,1,0,0,NA,NA
"8235","M",13,1,1,1,NA,NA
"8236","M",5,0,0,0,0,0
"8237","F",14,1,1,1,NA,NA
"8238","M",1,1,0,0,0,0
"8239","F",11,0,0,0,0,NA
"8240","F",9,1,1,1,0,NA
"8241","F",2,0,0,0,0,0
"8242","F",6,1,1,1,1,1
"8243","F",4,1,0,0,0,0
"8244","F",8,0,0,0,0,0
"8245","M",5,1,0,0,0,0
"8246","M",10,1,1,0,1,NA
"8247","M",15,1,1,0,NA,NA
"8248","F",11,1,0,0,0,NA
"8249","F",9,0,0,0,0,NA
"8250","M",11,1,1,1,1,NA
"8251","M",15,0,0,0,NA,NA
"8252","M",2,1,1,1,1,1
"8253","M",11,0,0,0,0,NA
"8254","F",13,0,0,0,NA,NA
"8255","M",9,1,0,0,0,NA
"8256","M",5,1,0,0,0,0
"8257","M",9,0,0,0,0,NA
"8258","F",3,1,0,1,1,0
"8259","F",11,1,0,0,0,NA
"8260","M",8,1,1,1,1,0
"8261","M",7,1,1,1,0,0
"8262","M",16,1,0,0,NA,NA
"8263","F",2,0,0,0,0,0
"8264","F",9,0,0,0,0,NA
"8265","M",15,1,0,0,NA,NA
"8266","M",16,0,0,0,NA,NA
"8267","F",9,0,0,0,0,NA
"8268","F",10,0,0,0,0,NA
"8269","F",2,0,0,0,0,0
"8270","M",16,0,0,0,NA,NA
"8271","F",5,0,0,0,0,0
"8272","M",4,1,0,0,0,0
"8273","M",8,0,0,0,0,0
"8274","F",7,0,0,0,0,0
"8275","F",7,1,1,1,1,1
"8276","F",2,1,0,0,0,0
"8277","M",8,0,0,0,0,0
"8278","F",2,0,0,0,0,0
"8279","F",6,0,0,0,0,0
"8280","M",14,1,0,0,NA,NA
"8281","M",7,0,0,0,0,0
"8282","F",14,1,1,1,NA,NA
"8283","M",3,1,0,0,1,0
"8284","M",5,1,1,1,0,0
"8285","M",12,1,1,0,0,NA
"8286","M",6,0,0,0,0,0
"8287","F",9,0,0,0,0,NA
"8288","F",16,0,0,0,NA,NA
"8289","F",14,1,0,0,NA,NA
"8290","F",1,0,0,0,0,0
"8291","M",10,0,0,0,0,NA
"8292","F",10,0,0,0,0,NA
"8293","F",16,1,1,1,NA,NA
"8294","F",6,0,0,0,0,0
"8295","F",7,1,0,0,0,0
"8296","F",14,0,0,0,NA,NA
"8297","M",8,1,0,0,0,0
"8298","M",15,0,0,0,NA,NA
"8299","M",13,0,0,0,NA,NA
"8300","F",14,0,0,0,NA,NA
"8301","F",15,1,1,1,NA,NA
"8302","F",16,1,1,1,NA,NA
"8303","F",16,1,1,0,NA,NA
"8304","M",9,1,0,0,0,NA
"8305","F",15,1,1,0,NA,NA
"8306","F",1,1,0,0,0,0
"8307","M",15,1,1,1,NA,NA
"8308","F",3,0,0,0,0,0
"8309","F",12,0,0,0,0,NA
"8310","F",11,0,0,0,0,NA
"8311","M",12,1,1,0,0,NA
"8312","M",10,0,0,0,0,NA
"8313","M",13,1,0,0,NA,NA
"8314","F",10,0,0,0,0,NA
"8315","F",10,1,1,1,1,NA
"8316","M",2,1,0,0,0,0
"8317","F",11,1,0,0,0,NA
"8318","M",16,0,0,0,NA,NA
"8319","F",2,0,0,0,0,0
"8320","F",15,1,1,1,NA,NA
"8321","F",1,1,1,1,1,0
"8322","F",1,1,1,1,1,1
"8323","M",2,1,0,1,0,1
"8324","F",4,1,0,0,0,0
"8325","M",10,1,0,0,0,NA
"8326","F",4,0,0,0,0,0
"8327","F",13,1,1,1,NA,NA
"8328","M",14,0,0,0,NA,NA
"8329","F",15,1,1,1,NA,NA
"8330","F",11,1,0,1,0,NA
"8331","F",15,1,0,0,NA,NA
"8332","F",8,0,0,0,0,0
"8333","M",13,1,1,0,NA,NA
"8334","F",10,1,1,1,0,NA
"8335","F",7,0,0,0,0,0
"8336","F",8,0,0,0,0,0
"8337","F",13,1,0,0,NA,NA
"8338","M",6,1,1,0,0,0
"8339","M",8,1,1,1,1,1
"8340","M",2,0,0,0,0,0
"8341","M",10,1,0,1,1,NA
"8342","M",2,1,0,0,1,1
"8343","F",8,1,1,0,0,0
"8344","F",16,0,0,0,NA,NA
"8345","M",5,0,0,0,0,0
"8346","F",11,0,0,0,0,NA
"8347","F",12,0,0,0,0,NA
"8348","F",7,0,0,0,0,0
"8349","M",7,0,0,0,0,0
"8350","F",2,1,0,0,0,0
"8351","F",16,1,0,0,NA,NA
"8352","F",14,0,0,0,NA,NA
"8353","F",8,1,0,0,0,0
"8354","F",13,0,0,0,NA,NA
"8355","F",8,1,0,0,0,0
"8356","M",16,1,1,1,NA,NA
"8357","F",13,1,1,0,NA,NA
"8358","F",13,0,0,0,NA,NA
"8359","M",10,0,0,0,0,NA
"8360","F",3,1,1,0,0,0
"8361","M",2,1,1,0,0,0
"8362","F",14,1,0,0,NA,NA
"8363","M",3,1,0,0,0,0
"8364","F",15,1,0,0,NA,NA
"8365","M",13,0,0,0,NA,NA
"8366","F",14,1,1,0,NA,NA
"8367","M",3,0,0,0,0,0
"8368","F",2,1,1,1,1,1
"8369","F",1,1,1,1,1,1
"8370","F",16,1,0,0,NA,NA
"8371","F",9,0,0,0,0,NA
"8372","F",16,0,0,0,NA,NA
"8373","M",11,0,0,0,0,NA
"8374","F",15,0,0,0,NA,NA
"8375","F",5,0,0,0,0,0
"8376","M",10,1,0,1,0,NA
"8377","M",16,1,0,0,NA,NA
"8378","F",13,1,0,0,NA,NA
"8379","M",9,1,0,0,0,NA
"8380","M",15,0,0,0,NA,NA
"8381","F",14,1,1,1,NA,NA
"8382","F",8,0,0,0,0,0
"8383","F",14,0,0,0,NA,NA
"8384","M",3,0,0,0,0,0
"8385","M",3,1,0,0,0,0
"8386","F",7,0,0,0,0,0
"8387","F",2,0,0,0,0,0
"8388","M",14,1,1,0,NA,NA
"8389","F",10,1,1,0,1,NA
"8390","F",16,1,1,1,NA,NA
"8391","F",13,0,0,0,NA,NA
"8392","F",5,1,1,0,1,1
"8393","M",12,0,0,0,0,NA
"8394","F",14,1,1,1,NA,NA
"8395","M",10,0,0,0,0,NA
"8396","F",12,1,1,1,0,NA
"8397","M",11,1,1,0,0,NA
"8398","M",5,1,0,0,0,0
"8399","M",8,1,0,0,0,0
"8400","F",6,0,0,0,0,0
"8401","M",14,0,0,0,NA,NA
"8402","F",1,0,0,0,0,0
"8403","F",1,0,0,0,0,0
"8404","M",11,0,0,0,0,NA
"8405","F",9,0,0,0,0,NA
"8406","F",10,1,1,0,0,NA
"8407","F",13,0,0,0,NA,NA
"8408","F",8,1,1,0,0,1
"8409","M",3,1,0,0,0,0
"8410","F",14,1,0,0,NA,NA
"8411","M",10,0,0,0,0,NA
"8412","M",8,1,1,1,0,0
"8413","M",15,1,0,0,NA,NA
"8414","F",1,0,0,0,0,0
"8415","F",10,0,0,0,0,NA
"8416","F",15,0,0,0,NA,NA
"8417","M",2,1,0,0,0,0
"8418","M",10,1,0,0,0,NA
"8419","M",2,1,0,0,0,0
"8420","M",7,0,0,0,0,0
"8421","F",11,0,0,0,0,NA
"8422","F",12,0,0,0,0,NA
"8423","F",11,1,1,0,0,NA
"8424","F",7,1,0,0,0,0
"8425","F",15,1,1,0,NA,NA
"8426","F",8,0,0,0,0,0
"8427","M",5,1,0,0,0,0
"8428","F",4,1,1,1,0,0
"8429","M",10,1,1,1,0,NA
"8430","F",13,1,0,0,NA,NA
"8431","F",13,1,0,0,NA,NA
"8432","M",16,1,0,0,NA,NA
"8433","M",10,0,0,0,0,NA
"8434","F",10,1,1,0,0,NA
"8435","F",10,1,0,1,1,NA
"8436","F",12,0,0,0,0,NA
"8437","F",7,1,0,0,1,0
"8438","M",9,1,1,0,0,NA
"8439","M",16,0,0,0,NA,NA
"8440","F",11,0,0,0,0,NA
"8441","F",2,0,0,0,0,0
"8442","F",5,0,0,0,0,0
"8443","M",6,1,1,1,0,1
"8444","M",4,0,0,0,0,0
"8445","M",6,1,1,0,0,0
"8446","F",14,0,0,0,NA,NA
"8447","F",16,1,0,0,NA,NA
"8448","F",5,1,1,1,1,1
"8449","F",7,1,1,1,0,0
"8450","F",11,1,0,0,0,NA
