"","sex","ef_age","new_age","acc_inv"
"7833","F","[16,18]","[16,19]","0"
"7834","M","[16,18]","[16,19]","0"
"7835","F","[16,18]","[16,19]","0"
"7836","F","[16,18]","[16,19]","0"
"7837","F","(18,22]","[16,19]","0"
"7838","F","[16,18]","[16,19]","0"
"7839","F","(22,80]","(19,33]","0"
"7840","F","(22,80]","(33,80]","0"
"7841","M","[16,18]","[16,19]","0"
"7842","F","(22,80]","(33,80]","0"
"7843","F","[16,18]","[16,19]","0"
"7844","F","(18,22]","[16,19]","0"
"7845","M","[16,18]","[16,19]","0"
"7846","M","[16,18]","[16,19]","0"
"7847","F","[16,18]","[16,19]","0"
"7848","F","[16,18]","[16,19]","0"
"7849","M","[16,18]","[16,19]","0"
"7850","F","[16,18]","[16,19]","0"
"7851","M","[16,18]","[16,19]","1+"
"7852","F","(22,80]","(33,80]","0"
"7853","F","(18,22]","(19,33]","0"
"7854","F","(18,22]","(19,33]","0"
"7855","F","(18,22]","[16,19]","0"
"7856","F","(22,80]","(33,80]","0"
"7857","M","[16,18]","[16,19]","0"
"7858","F","(18,22]","[16,19]","0"
"7859","F","(22,80]","(19,33]","1+"
"7860","F","[16,18]","[16,19]","0"
"7861","F","[16,18]","[16,19]","0"
"7862","M","(22,80]","(33,80]","0"
"7863","F","(18,22]","(19,33]","0"
"7864","F","[16,18]","[16,19]","0"
"7865","F","(18,22]","(19,33]","0"
"7866","M","(22,80]","(19,33]","0"
"7867","F","[16,18]","[16,19]","0"
"7868","F","[16,18]","[16,19]","0"
"7869","F","(22,80]","(19,33]","0"
"7870","F","[16,18]","[16,19]","0"
"7871","F","[16,18]","[16,19]","0"
"7872","F","(22,80]","(33,80]","0"
"7873","F","(18,22]","(19,33]","1+"
"7874","F","[16,18]","[16,19]","0"
"7875","F","(22,80]","(19,33]","0"
"7876","F","(22,80]","(33,80]","0"
"7877","F","(22,80]","(33,80]","0"
"7878","F","(22,80]","(19,33]","0"
"7879","F","[16,18]","[16,19]","0"
"7880","F","(22,80]","(19,33]","0"
"7881","F","(22,80]","(19,33]","0"
"7882","F","(22,80]","(19,33]","0"
"7883","M","[16,18]","[16,19]","0"
"7884","F","(22,80]","(33,80]","0"
"7885","M","[16,18]","[16,19]","1+"
"7886","F","[16,18]","[16,19]","0"
"7887","F","(18,22]","(19,33]","0"
"7888","F","(22,80]","(19,33]","0"
"7889","F","[16,18]","[16,19]","0"
"7890","F","[16,18]","[16,19]","0"
"7891","F","[16,18]","[16,19]","0"
"7892","F","[16,18]","[16,19]","0"
"7893","M","[16,18]","[16,19]","0"
"7894","M","[16,18]","[16,19]","1+"
"7895","F","[16,18]","[16,19]","1+"
"7896","M","[16,18]","[16,19]","0"
"7897","M","[16,18]","[16,19]","0"
"7898","F","(22,80]","(19,33]","0"
"7899","F","(22,80]","(19,33]","0"
"7900","M","[16,18]","[16,19]","0"
"7901","M","(18,22]","(19,33]","0"
"7902","F","[16,18]","[16,19]","0"
"7903","M","[16,18]","[16,19]","0"
"7904","F","(22,80]","(33,80]","0"
"7905","F","(18,22]","(19,33]","0"
"7906","F","(22,80]","(19,33]","0"
"7907","F","[16,18]","[16,19]","0"
"7908","M","(18,22]","(19,33]","0"
"7909","F","(18,22]","[16,19]","0"
"7910","F","[16,18]","[16,19]","0"
"7911","F","(18,22]","[16,19]","0"
"7912","F","(22,80]","(19,33]","0"
"7913","M","(18,22]","(19,33]","0"
"7914","M","[16,18]","[16,19]","0"
"7915","M","(22,80]","(33,80]","0"
"7916","F","[16,18]","[16,19]","0"
"7917","M","[16,18]","[16,19]","0"
"7918","F","(22,80]","(33,80]","0"
"7919","F","[16,18]","[16,19]","0"
"7920","M","[16,18]","[16,19]","0"
"7921","F","(18,22]","(19,33]","0"
"7922","F","[16,18]","[16,19]","0"
"7923","M","[16,18]","[16,19]","0"
"7924","F","(18,22]","[16,19]","0"
"7925","F","(18,22]","(19,33]","0"
"7926","F","(22,80]","(33,80]","0"
"7927","M","[16,18]","[16,19]","0"
"7928","M","(22,80]","(33,80]","0"
"7929","F","[16,18]","[16,19]","0"
"7930","M","[16,18]","[16,19]","0"
"7931","F","(18,22]","[16,19]","0"
"7932","M","[16,18]","[16,19]","1+"
"7933","F","[16,18]","[16,19]","0"
"7934","F","[16,18]","[16,19]","0"
"7935","M","[16,18]","[16,19]","0"
"7936","F","[16,18]","[16,19]","1+"
"7937","M","[16,18]","[16,19]","0"
"7938","M","[16,18]","[16,19]","1+"
"7939","F","(22,80]","(33,80]","0"
"7940","F","(22,80]","(19,33]","0"
"7941","F","(22,80]","(19,33]","0"
"7942","F","[16,18]","[16,19]","0"
"7943","M","[16,18]","[16,19]","0"
"7944","F","(18,22]","(19,33]","0"
"7945","M","[16,18]","[16,19]","0"
"7946","F","[16,18]","[16,19]","0"
"7947","F","[16,18]","[16,19]","0"
"7948","F","(22,80]","(33,80]","0"
"7949","F","[16,18]","[16,19]","0"
"7950","M","(22,80]","(33,80]","0"
"7951","F","(22,80]","(33,80]","0"
"7952","F","(18,22]","[16,19]","0"
"7953","F","(22,80]","(33,80]","0"
"7954","M","(22,80]","(19,33]","0"
"7955","M","[16,18]","[16,19]","0"
"7956","F","[16,18]","[16,19]","0"
"7957","M","(22,80]","(33,80]","0"
"7958","F","(22,80]","(33,80]","0"
"7959","F","(22,80]","(33,80]","0"
"7960","F","(22,80]","(19,33]","0"
"7961","F","(22,80]","(33,80]","0"
"7962","F","(22,80]","(33,80]","0"
"7963","F","[16,18]","[16,19]","0"
"7964","F","(18,22]","(19,33]","0"
"7965","F","[16,18]","[16,19]","0"
"7966","F","(18,22]","[16,19]","0"
"7967","F","(22,80]","(19,33]","0"
"7968","M","[16,18]","[16,19]","0"
"7969","M","(22,80]","(19,33]","0"
"7970","M","[16,18]","[16,19]","0"
"7971","F","(22,80]","(19,33]","0"
"7972","M","[16,18]","[16,19]","0"
"7973","M","(22,80]","(33,80]","1+"
"7974","M","(18,22]","(19,33]","0"
"7975","F","[16,18]","[16,19]","0"
"7976","F","[16,18]","[16,19]","0"
"7977","M","[16,18]","[16,19]","0"
"7978","F","(22,80]","(19,33]","1+"
"7979","M","(22,80]","(19,33]","0"
"7980","F","[16,18]","[16,19]","0"
"7981","F","[16,18]","[16,19]","0"
"7982","M","[16,18]","[16,19]","0"
"7983","M","(22,80]","(33,80]","0"
"7984","M","[16,18]","[16,19]","0"
"7985","F","(18,22]","[16,19]","0"
"7986","M","(22,80]","(33,80]","0"
"7987","F","[16,18]","[16,19]","0"
"7988","F","[16,18]","[16,19]","0"
"7989","M","(22,80]","(19,33]","0"
"7990","F","(22,80]","(19,33]","0"
"7991","F","[16,18]","[16,19]","1+"
"7992","M","(22,80]","(33,80]","0"
"7993","F","(22,80]","(19,33]","0"
"7994","F","(22,80]","(33,80]","0"
"7995","M","[16,18]","[16,19]","0"
"7996","M","[16,18]","[16,19]","0"
"7997","F","[16,18]","[16,19]","0"
"7998","M","[16,18]","[16,19]","0"
"7999","F","[16,18]","[16,19]","0"
"8000","F","[16,18]","[16,19]","0"
"8001","M","[16,18]","[16,19]","0"
"8002","M","[16,18]","[16,19]","0"
"8003","F","(22,80]","(19,33]","0"
"8004","M","(18,22]","[16,19]","0"
"8005","M","[16,18]","[16,19]","0"
"8006","M","(22,80]","(19,33]","0"
"8007","M","[16,18]","[16,19]","0"
"8008","F","[16,18]","[16,19]","0"
"8009","F","(18,22]","(19,33]","0"
"8010","F","(18,22]","(19,33]","0"
"8011","F","[16,18]","[16,19]","0"
"8012","M","[16,18]","[16,19]","0"
"8013","M","[16,18]","[16,19]","0"
"8014","F","(22,80]","(19,33]","0"
"8015","M","[16,18]","[16,19]","0"
"8016","M","(22,80]","(19,33]","0"
"8017","M","(18,22]","(19,33]","0"
"8018","F","[16,18]","[16,19]","0"
"8019","F","(22,80]","(19,33]","0"
"8020","F","(22,80]","(19,33]","0"
"8021","M","[16,18]","[16,19]","0"
"8022","F","(18,22]","(19,33]","0"
"8023","M","(22,80]","(33,80]","0"
"8024","M","(22,80]","(33,80]","0"
"8025","F","(18,22]","(19,33]","0"
"8026","F","(22,80]","(19,33]","0"
"8027","F","[16,18]","[16,19]","0"
"8028","F","(22,80]","(33,80]","0"
"8029","F","[16,18]","[16,19]","0"
"8030","F","(22,80]","(33,80]","0"
"8031","F","[16,18]","[16,19]","0"
"8032","F","[16,18]","[16,19]","0"
"8033","M","[16,18]","[16,19]","0"
"8034","F","(22,80]","(19,33]","0"
"8035","M","[16,18]","[16,19]","0"
"8036","M","[16,18]","[16,19]","1+"
"8037","M","[16,18]","[16,19]","1+"
"8038","F","[16,18]","[16,19]","0"
"8039","M","[16,18]","[16,19]","0"
"8040","F","(22,80]","(33,80]","0"
"8041","F","[16,18]","[16,19]","0"
"8042","F","(22,80]","(33,80]","0"
"8043","M","[16,18]","[16,19]","0"
"8044","F","[16,18]","[16,19]","0"
"8045","M","(18,22]","(19,33]","0"
"8046","F","(18,22]","[16,19]","0"
"8047","F","(18,22]","(19,33]","0"
"8048","M","[16,18]","[16,19]","0"
"8049","F","[16,18]","[16,19]","0"
"8050","M","(22,80]","(19,33]","0"
"8051","F","[16,18]","[16,19]","1+"
"8052","F","[16,18]","[16,19]","0"
"8053","M","(22,80]","(19,33]","0"
"8054","M","(18,22]","(19,33]","0"
"8055","F","(18,22]","[16,19]","0"
"8056","M","(22,80]","(33,80]","0"
"8057","F","(22,80]","(33,80]","0"
"8058","M","[16,18]","[16,19]","0"
"8059","F","[16,18]","[16,19]","0"
"8060","F","[16,18]","[16,19]","0"
"8061","F","[16,18]","[16,19]","0"
"8062","F","(22,80]","(19,33]","0"
"8063","F","(22,80]","(19,33]","0"
"8064","F","(22,80]","(19,33]","0"
"8065","M","(18,22]","[16,19]","0"
"8066","M","[16,18]","[16,19]","0"
"8067","M","[16,18]","[16,19]","1+"
"8068","F","(22,80]","(19,33]","0"
"8069","F","(22,80]","(19,33]","0"
"8070","M","(18,22]","[16,19]","1+"
"8071","F","(22,80]","(19,33]","0"
"8072","M","[16,18]","[16,19]","1+"
"8073","F","[16,18]","[16,19]","0"
"8074","M","(22,80]","(19,33]","0"
"8075","F","(22,80]","(19,33]","0"
"8076","M","[16,18]","[16,19]","0"
"8077","M","[16,18]","[16,19]","0"
"8078","F","(18,22]","(19,33]","0"
"8079","F","[16,18]","[16,19]","0"
"8080","F","[16,18]","[16,19]","0"
"8081","F","(22,80]","(19,33]","0"
"8082","F","[16,18]","[16,19]","0"
"8083","M","(22,80]","(19,33]","0"
"8084","M","[16,18]","[16,19]","0"
"8085","F","[16,18]","[16,19]","0"
"8086","M","[16,18]","[16,19]","0"
"8087","F","[16,18]","[16,19]","0"
"8088","F","(22,80]","(19,33]","0"
"8089","M","(18,22]","(19,33]","0"
"8090","F","[16,18]","[16,19]","0"
"8091","F","(18,22]","(19,33]","0"
"8092","F","(22,80]","(33,80]","0"
"8093","F","[16,18]","[16,19]","0"
"8094","F","[16,18]","[16,19]","0"
"8095","F","[16,18]","[16,19]","0"
"8096","F","(22,80]","(33,80]","0"
"8097","F","(22,80]","(19,33]","0"
"8098","M","(18,22]","[16,19]","0"
"8099","F","[16,18]","[16,19]","0"
"8100","F","(18,22]","(19,33]","0"
"8101","M","(22,80]","(19,33]","0"
"8102","F","(22,80]","(33,80]","0"
"8103","F","(18,22]","[16,19]","0"
"8104","F","(22,80]","(19,33]","0"
"8105","M","[16,18]","[16,19]","0"
"8106","M","(18,22]","[16,19]","0"
"8107","M","[16,18]","[16,19]","0"
"8108","F","(18,22]","(19,33]","0"
"8109","F","[16,18]","[16,19]","0"
"8110","F","(22,80]","(33,80]","0"
"8111","F","(18,22]","[16,19]","0"
"8112","F","(22,80]","(33,80]","0"
"8113","F","[16,18]","[16,19]","0"
"8114","F","[16,18]","[16,19]","0"
"8115","F","(18,22]","(19,33]","0"
"8116","M","(22,80]","(19,33]","0"
"8117","F","[16,18]","[16,19]","0"
"8118","M","(22,80]","(19,33]","0"
"8119","M","[16,18]","[16,19]","0"
"8120","F","(18,22]","(19,33]","0"
"8121","M","[16,18]","[16,19]","0"
"8122","M","[16,18]","[16,19]","0"
"8123","F","(22,80]","(19,33]","0"
"8124","M","(22,80]","(33,80]","0"
"8125","F","(18,22]","[16,19]","0"
"8126","F","[16,18]","[16,19]","0"
"8127","F","(22,80]","(33,80]","0"
"8128","M","[16,18]","[16,19]","0"
"8129","F","(18,22]","(19,33]","0"
"8130","M","[16,18]","[16,19]","0"
"8131","M","(18,22]","[16,19]","0"
"8132","M","(18,22]","(19,33]","0"
"8133","M","[16,18]","[16,19]","0"
"8134","F","(18,22]","(19,33]","0"
"8135","F","(18,22]","[16,19]","0"
"8136","F","[16,18]","[16,19]","0"
"8137","F","[16,18]","[16,19]","0"
"8138","F","[16,18]","[16,19]","0"
"8139","F","(22,80]","(33,80]","0"
"8140","F","(18,22]","(19,33]","1+"
"8141","F","[16,18]","[16,19]","0"
"8142","M","[16,18]","[16,19]","0"
"8143","F","(18,22]","[16,19]","0"
"8144","F","(22,80]","(19,33]","0"
"8145","F","(18,22]","[16,19]","0"
"8146","M","[16,18]","[16,19]","0"
"8147","M","[16,18]","[16,19]","0"
"8148","M","[16,18]","[16,19]","0"
"8149","F","(22,80]","(33,80]","0"
"8150","F","[16,18]","[16,19]","0"
"8151","F","[16,18]","[16,19]","0"
"8152","F","(22,80]","(19,33]","0"
"8153","F","(22,80]","(19,33]","0"
"8154","M","(22,80]","(33,80]","0"
"8155","M","(18,22]","[16,19]","0"
"8156","F","(22,80]","(19,33]","1+"
"8157","M","(22,80]","(33,80]","0"
"8158","M","[16,18]","[16,19]","0"
"8159","F","(22,80]","(33,80]","0"
"8160","M","[16,18]","[16,19]","0"
"8161","F","[16,18]","[16,19]","0"
"8162","M","(18,22]","[16,19]","0"
"8163","M","[16,18]","[16,19]","0"
"8164","F","(22,80]","(19,33]","0"
"8165","F","(22,80]","(19,33]","0"
"8166","F","[16,18]","[16,19]","0"
"8167","M","[16,18]","[16,19]","1+"
"8168","F","(22,80]","(33,80]","0"
"8169","F","[16,18]","[16,19]","0"
"8170","F","(22,80]","(33,80]","0"
"8171","F","(22,80]","(19,33]","0"
"8172","F","[16,18]","[16,19]","0"
"8173","M","[16,18]","[16,19]","0"
"8174","M","[16,18]","[16,19]","0"
"8175","F","(18,22]","(19,33]","0"
"8176","M","(22,80]","(19,33]","1+"
"8177","M","[16,18]","[16,19]","0"
"8178","F","(22,80]","(33,80]","0"
"8179","F","(22,80]","(19,33]","0"
"8180","F","(22,80]","(19,33]","0"
"8181","F","[16,18]","[16,19]","0"
"8182","M","[16,18]","[16,19]","0"
"8183","F","[16,18]","[16,19]","0"
"8184","M","(18,22]","[16,19]","0"
"8185","F","(18,22]","[16,19]","0"
"8186","M","[16,18]","[16,19]","0"
"8187","F","(18,22]","[16,19]","0"
"8188","F","(18,22]","(19,33]","0"
"8189","M","(18,22]","(19,33]","0"
"8190","F","[16,18]","[16,19]","0"
"8191","M","(18,22]","(19,33]","1+"
"8192","M","(22,80]","(33,80]","0"
"8193","F","(22,80]","(33,80]","0"
"8194","F","[16,18]","[16,19]","0"
"8195","F","(22,80]","(19,33]","0"
"8196","F","[16,18]","[16,19]","0"
"8197","F","[16,18]","[16,19]","0"
"8198","F","[16,18]","[16,19]","0"
"8199","M","(22,80]","(19,33]","0"
"8200","F","[16,18]","[16,19]","0"
"8201","F","(18,22]","[16,19]","0"
"8202","M","[16,18]","[16,19]","0"
"8203","F","[16,18]","[16,19]","0"
"8204","F","(18,22]","[16,19]","0"
"8205","M","[16,18]","[16,19]","0"
"8206","M","[16,18]","[16,19]","1+"
"8207","F","[16,18]","[16,19]","1+"
"8208","F","[16,18]","[16,19]","0"
"8209","M","[16,18]","[16,19]","0"
"8210","M","(18,22]","[16,19]","0"
"8211","M","(22,80]","(19,33]","0"
"8212","F","[16,18]","[16,19]","0"
"8213","F","(18,22]","[16,19]","0"
"8214","M","(18,22]","[16,19]","0"
"8215","M","[16,18]","[16,19]","0"
"8216","F","(22,80]","(33,80]","0"
"8217","F","[16,18]","[16,19]","0"
"8218","F","[16,18]","[16,19]","0"
"8219","F","[16,18]","[16,19]","0"
"8220","M","(18,22]","(19,33]","0"
"8221","F","[16,18]","[16,19]","0"
"8222","F","[16,18]","[16,19]","0"
"8223","F","[16,18]","[16,19]","0"
"8224","M","(18,22]","(19,33]","0"
"8225","F","(22,80]","(33,80]","0"
"8226","M","(18,22]","(19,33]","0"
"8227","F","(22,80]","(33,80]","0"
"8228","F","[16,18]","[16,19]","0"
"8229","M","[16,18]","[16,19]","0"
"8230","F","(22,80]","(19,33]","0"
"8231","M","[16,18]","[16,19]","0"
"8232","M","(22,80]","(33,80]","1+"
"8233","F","(22,80]","(19,33]","0"
"8234","M","[16,18]","[16,19]","0"
"8235","F","(18,22]","[16,19]","0"
"8236","F","(22,80]","(19,33]","0"
"8237","F","(18,22]","(19,33]","0"
"8238","M","[16,18]","[16,19]","0"
"8239","F","[16,18]","[16,19]","0"
"8240","F","[16,18]","[16,19]","0"
"8241","F","[16,18]","[16,19]","0"
"8242","F","(22,80]","(33,80]","0"
"8243","F","[16,18]","[16,19]","0"
"8244","F","[16,18]","[16,19]","0"
"8245","F","[16,18]","[16,19]","0"
"8246","F","(22,80]","(19,33]","0"
"8247","M","(18,22]","(19,33]","0"
"8248","M","(18,22]","(19,33]","0"
"8249","F","(22,80]","(33,80]","0"
"8250","M","(18,22]","[16,19]","0"
"8251","F","[16,18]","[16,19]","0"
"8252","F","[16,18]","[16,19]","0"
"8253","F","(18,22]","[16,19]","0"
"8254","F","(18,22]","[16,19]","0"
"8255","F","[16,18]","[16,19]","0"
"8256","F","[16,18]","[16,19]","0"
"8257","F","(18,22]","(19,33]","0"
"8258","F","[16,18]","[16,19]","0"
"8259","F","(18,22]","[16,19]","0"
"8260","F","(22,80]","(33,80]","0"
"8261","M","[16,18]","[16,19]","0"
"8262","F","(22,80]","(19,33]","0"
"8263","F","[16,18]","[16,19]","0"
"8264","M","[16,18]","[16,19]","0"
"8265","M","[16,18]","[16,19]","0"
"8266","M","(22,80]","(19,33]","0"
"8267","F","[16,18]","[16,19]","0"
"8268","F","(22,80]","(19,33]","0"
"8269","M","(22,80]","(19,33]","0"
"8270","F","[16,18]","[16,19]","0"
"8271","F","[16,18]","[16,19]","0"
"8272","F","(22,80]","(19,33]","0"
"8273","F","(18,22]","(19,33]","0"
"8274","M","[16,18]","[16,19]","0"
"8275","F","[16,18]","[16,19]","0"
"8276","F","(22,80]","(33,80]","0"
"8277","F","(18,22]","[16,19]","0"
"8278","F","(22,80]","(19,33]","0"
"8279","F","(22,80]","(19,33]","1+"
"8280","F","(22,80]","(19,33]","0"
"8281","M","[16,18]","[16,19]","0"
"8282","F","(18,22]","(19,33]","0"
"8283","F","(22,80]","(19,33]","0"
"8284","F","(18,22]","[16,19]","0"
"8285","F","(22,80]","(19,33]","0"
"8286","M","[16,18]","[16,19]","0"
"8287","M","[16,18]","[16,19]","0"
"8288","F","[16,18]","[16,19]","0"
"8289","F","[16,18]","[16,19]","0"
"8290","M","(22,80]","(19,33]","0"
"8291","F","(18,22]","(19,33]","0"
"8292","F","[16,18]","[16,19]","0"
"8293","F","(22,80]","(33,80]","0"
"8294","M","(22,80]","(19,33]","0"
"8295","F","(22,80]","(19,33]","0"
"8296","M","(18,22]","(19,33]","0"
"8297","F","[16,18]","[16,19]","0"
"8298","M","[16,18]","[16,19]","1+"
"8299","F","(22,80]","(19,33]","0"
"8300","F","[16,18]","[16,19]","0"
"8301","F","(18,22]","[16,19]","0"
"8302","F","[16,18]","[16,19]","0"
"8303","F","[16,18]","[16,19]","1+"
"8304","F","(22,80]","(33,80]","0"
"8305","F","(18,22]","[16,19]","0"
"8306","M","[16,18]","[16,19]","0"
"8307","F","(18,22]","(19,33]","0"
"8308","F","[16,18]","[16,19]","0"
"8309","M","(18,22]","[16,19]","0"
"8310","M","(22,80]","(19,33]","0"
"8311","M","(22,80]","(19,33]","0"
"8312","M","(22,80]","(19,33]","0"
"8313","F","(22,80]","(19,33]","0"
"8314","M","[16,18]","[16,19]","1+"
"8315","M","[16,18]","[16,19]","1+"
"8316","F","(22,80]","(19,33]","0"
"8317","F","[16,18]","[16,19]","0"
"8318","F","[16,18]","[16,19]","0"
"8319","F","[16,18]","[16,19]","0"
"8320","M","[16,18]","[16,19]","0"
"8321","M","(22,80]","(33,80]","0"
"8322","F","(22,80]","(33,80]","0"
"8323","F","(22,80]","(19,33]","0"
"8324","M","[16,18]","[16,19]","0"
"8325","M","(22,80]","(19,33]","1+"
"8326","F","(22,80]","(33,80]","0"
"8327","M","[16,18]","[16,19]","0"
"8328","F","[16,18]","[16,19]","0"
"8329","M","(22,80]","(19,33]","0"
"8330","F","[16,18]","[16,19]","0"
"8331","F","[16,18]","[16,19]","1+"
"8332","M","[16,18]","[16,19]","0"
"8333","F","[16,18]","[16,19]","0"
"8334","F","[16,18]","[16,19]","0"
"8335","F","[16,18]","[16,19]","0"
"8336","M","[16,18]","[16,19]","0"
"8337","F","(18,22]","(19,33]","0"
"8338","M","(22,80]","(33,80]","0"
"8339","F","[16,18]","[16,19]","0"
"8340","F","(22,80]","(33,80]","0"
"8341","F","[16,18]","[16,19]","0"
"8342","M","[16,18]","[16,19]","0"
"8343","M","(22,80]","(19,33]","0"
"8344","F","(22,80]","(19,33]","0"
"8345","F","(22,80]","(19,33]","0"
"8346","F","[16,18]","[16,19]","0"
"8347","F","[16,18]","[16,19]","0"
"8348","M","[16,18]","[16,19]","0"
"8349","F","(18,22]","(19,33]","0"
"8350","F","[16,18]","[16,19]","0"
"8351","M","[16,18]","[16,19]","0"
"8352","F","(22,80]","(19,33]","0"
"8353","M","[16,18]","[16,19]","0"
"8354","M","(22,80]","(19,33]","1+"
"8355","F","[16,18]","[16,19]","0"
"8356","F","[16,18]","[16,19]","0"
"8357","M","(22,80]","(33,80]","0"
"8358","M","[16,18]","[16,19]","0"
"8359","M","(18,22]","[16,19]","0"
"8360","M","[16,18]","[16,19]","0"
"8361","F","[16,18]","[16,19]","0"
"8362","F","[16,18]","[16,19]","0"
"8363","M","(18,22]","[16,19]","0"
"8364","M","(18,22]","[16,19]","0"
"8365","M","[16,18]","[16,19]","0"
"8366","F","(22,80]","(19,33]","0"
"8367","M","[16,18]","[16,19]","1+"
"8368","F","[16,18]","[16,19]","0"
"8369","M","[16,18]","[16,19]","1+"
"8370","F","(22,80]","(33,80]","0"
"8371","M","[16,18]","[16,19]","0"
"8372","F","(22,80]","(33,80]","0"
"8373","M","(22,80]","(19,33]","0"
"8374","M","(22,80]","(19,33]","0"
"8375","F","[16,18]","[16,19]","0"
"8376","F","[16,18]","[16,19]","0"
"8377","F","(22,80]","(19,33]","0"
"8378","F","(18,22]","(19,33]","0"
"8379","F","[16,18]","[16,19]","0"
"8380","M","[16,18]","[16,19]","0"
"8381","M","(18,22]","(19,33]","0"
"8382","M","[16,18]","[16,19]","0"
"8383","F","(18,22]","(19,33]","0"
"8384","F","(18,22]","(19,33]","0"
"8385","F","[16,18]","[16,19]","0"
"8386","M","[16,18]","[16,19]","0"
"8387","F","[16,18]","[16,19]","0"
"8388","F","[16,18]","[16,19]","0"
"8389","F","(22,80]","(33,80]","0"
"8390","F","(22,80]","(19,33]","0"
"8391","F","[16,18]","[16,19]","0"
"8392","F","(22,80]","(19,33]","0"
"8393","F","(18,22]","(19,33]","0"
"8394","F","[16,18]","[16,19]","0"
"8395","M","[16,18]","[16,19]","1+"
"8396","F","(22,80]","(19,33]","0"
"8397","M","(18,22]","[16,19]","0"
"8398","M","(22,80]","(19,33]","0"
"8399","F","[16,18]","[16,19]","0"
"8400","F","(22,80]","(33,80]","0"
"8401","F","(22,80]","(19,33]","0"
"8402","F","(18,22]","(19,33]","0"
"8403","F","[16,18]","[16,19]","0"
"8404","M","[16,18]","[16,19]","0"
"8405","F","(22,80]","(19,33]","0"
"8406","F","[16,18]","[16,19]","0"
"8407","M","[16,18]","[16,19]","0"
"8408","M","[16,18]","[16,19]","0"
"8409","F","(22,80]","(19,33]","0"
"8410","F","(18,22]","(19,33]","0"
"8411","F","[16,18]","[16,19]","0"
"8412","M","(18,22]","[16,19]","0"
"8413","F","(22,80]","(19,33]","0"
"8414","M","[16,18]","[16,19]","0"
"8415","M","[16,18]","[16,19]","0"
"8416","F","[16,18]","[16,19]","0"
"8417","M","[16,18]","[16,19]","0"
"8418","F","[16,18]","[16,19]","0"
"8419","M","(22,80]","(33,80]","0"
"8420","F","(22,80]","(33,80]","0"
"8421","F","(22,80]","(19,33]","0"
"8422","F","(22,80]","(33,80]","0"
"8423","F","(18,22]","[16,19]","0"
"8424","M","(18,22]","[16,19]","0"
"8425","F","[16,18]","[16,19]","0"
"8426","F","(18,22]","(19,33]","0"
"8427","F","[16,18]","[16,19]","0"
"8428","M","[16,18]","[16,19]","0"
"8429","M","[16,18]","[16,19]","1+"
"8430","F","(18,22]","[16,19]","0"
"8431","F","[16,18]","[16,19]","0"
"8432","M","[16,18]","[16,19]","0"
"8433","M","[16,18]","[16,19]","0"
"8434","F","(22,80]","(33,80]","0"
"8435","F","(22,80]","(19,33]","0"
"8436","F","(22,80]","(19,33]","0"
"8437","F","[16,18]","[16,19]","0"
"8438","F","[16,18]","[16,19]","0"
"8439","F","(22,80]","(19,33]","0"
"8440","F","[16,18]","[16,19]","0"
"8441","M","[16,18]","[16,19]","0"
"8442","M","[16,18]","[16,19]","0"
"8443","M","(22,80]","(19,33]","0"
"8444","F","(18,22]","[16,19]","0"
"8445","F","[16,18]","[16,19]","0"
"8446","M","[16,18]","[16,19]","0"
"8447","M","(22,80]","(19,33]","0"
"8448","M","[16,18]","[16,19]","0"
"8449","M","[16,18]","[16,19]","0"
"8450","F","(18,22]","[16,19]","0"
"8451","M","[16,18]","[16,19]","0"
"8452","F","(18,22]","[16,19]","0"
"8453","F","(18,22]","[16,19]","1+"
"8454","F","(18,22]","[16,19]","0"
"8455","F","(22,80]","(33,80]","0"
"8456","F","(18,22]","(19,33]","0"
"8457","F","(18,22]","(19,33]","0"
"8458","F","(22,80]","(19,33]","0"
"8459","M","[16,18]","[16,19]","0"
"8460","M","[16,18]","[16,19]","0"
"8461","M","(22,80]","(33,80]","0"
"8462","M","(22,80]","(19,33]","0"
"8463","F","[16,18]","[16,19]","0"
"8464","M","[16,18]","[16,19]","0"
"8465","F","(22,80]","(19,33]","0"
"8466","F","[16,18]","[16,19]","0"
"8467","F","[16,18]","[16,19]","0"
"8468","M","[16,18]","[16,19]","0"
"8469","F","(22,80]","(19,33]","0"
"8470","F","[16,18]","[16,19]","0"
"8471","F","(22,80]","(19,33]","0"
"8472","F","(22,80]","(19,33]","0"
"8473","M","(22,80]","(19,33]","0"
"8474","F","[16,18]","[16,19]","0"
"8475","M","(22,80]","(33,80]","0"
"8476","F","[16,18]","[16,19]","0"
"8477","F","(22,80]","(33,80]","0"
"8478","F","(18,22]","[16,19]","0"
"8479","F","(18,22]","[16,19]","0"
"8480","F","(22,80]","(19,33]","0"
"8481","F","[16,18]","[16,19]","0"
"8482","F","[16,18]","[16,19]","0"
"8483","M","[16,18]","[16,19]","0"
"8484","F","[16,18]","[16,19]","0"
"8485","F","[16,18]","[16,19]","0"
"8486","F","(22,80]","(19,33]","0"
"8487","M","(22,80]","(19,33]","0"
"8488","F","[16,18]","[16,19]","0"
"8489","F","(22,80]","(33,80]","0"
"8490","F","(18,22]","(19,33]","0"
"8491","M","(22,80]","(33,80]","0"
"8492","F","(18,22]","(19,33]","0"
"8493","F","[16,18]","[16,19]","0"
"8494","F","(18,22]","[16,19]","0"
"8495","F","(22,80]","(19,33]","0"
