"","sex","ef_age","new_age","acc_inv"
"1717","M","[16,18]","[16,19]","0"
"1718","F","(18,22]","(19,33]","0"
"1719","F","(22,80]","(19,33]","0"
"1720","F","[16,18]","[16,19]","0"
"1721","F","[16,18]","[16,19]","1+"
"1722","F","(22,80]","(19,33]","0"
"1723","F","(22,80]","(33,80]","0"
"1724","F","[16,18]","[16,19]","0"
"1725","M","[16,18]","[16,19]","0"
"1726","M","[16,18]","[16,19]","0"
"1727","F","[16,18]","[16,19]","1+"
"1728","M","(22,80]","(19,33]","0"
"1729","M","[16,18]","[16,19]","0"
"1730","F","[16,18]","[16,19]","0"
"1731","F","[16,18]","[16,19]","0"
"1732","M","[16,18]","[16,19]","0"
"1733","F","(22,80]","(19,33]","0"
"1734","M","[16,18]","[16,19]","0"
"1735","F","(18,22]","(19,33]","0"
"1736","M","(18,22]","(19,33]","0"
"1737","M","[16,18]","[16,19]","0"
"1738","F","[16,18]","[16,19]","0"
"1739","M","[16,18]","[16,19]","0"
"1740","F","(22,80]","(33,80]","0"
"1741","F","(18,22]","(19,33]","0"
"1742","F","(18,22]","(19,33]","0"
"1743","M","(22,80]","(33,80]","0"
"1744","F","(22,80]","(33,80]","0"
"1745","F","[16,18]","[16,19]","0"
"1746","F","(18,22]","[16,19]","0"
"1747","F","[16,18]","[16,19]","0"
"1748","F","(18,22]","[16,19]","0"
"1749","M","[16,18]","[16,19]","0"
"1750","F","[16,18]","[16,19]","0"
"1751","F","[16,18]","[16,19]","0"
"1752","M","[16,18]","[16,19]","0"
"1753","F","(18,22]","[16,19]","0"
"1754","F","[16,18]","[16,19]","0"
"1755","F","[16,18]","[16,19]","0"
"1756","M","[16,18]","[16,19]","0"
"1757","F","[16,18]","[16,19]","0"
"1758","F","[16,18]","[16,19]","0"
"1759","F","[16,18]","[16,19]","0"
"1760","M","[16,18]","[16,19]","0"
"1761","M","[16,18]","[16,19]","0"
"1762","F","(22,80]","(19,33]","0"
"1763","M","(22,80]","(19,33]","0"
"1764","F","[16,18]","[16,19]","0"
"1765","M","[16,18]","[16,19]","0"
"1766","F","(22,80]","(19,33]","0"
"1767","F","[16,18]","[16,19]","0"
"1768","M","(18,22]","[16,19]","0"
"1769","F","(18,22]","(19,33]","0"
"1770","M","[16,18]","[16,19]","0"
"1771","M","[16,18]","[16,19]","0"
"1772","F","[16,18]","[16,19]","1+"
"1773","F","(22,80]","(19,33]","0"
"1774","F","(22,80]","(19,33]","0"
"1775","F","[16,18]","[16,19]","0"
"1776","F","[16,18]","[16,19]","0"
"1777","F","[16,18]","[16,19]","0"
"1778","M","(18,22]","[16,19]","0"
"1779","F","(18,22]","(19,33]","0"
"1780","M","[16,18]","[16,19]","0"
"1781","M","[16,18]","[16,19]","1+"
"1782","F","[16,18]","[16,19]","0"
"1783","F","(22,80]","(19,33]","0"
"1784","F","(18,22]","(19,33]","0"
"1785","F","[16,18]","[16,19]","0"
"1786","F","[16,18]","[16,19]","1+"
"1787","F","[16,18]","[16,19]","0"
"1788","M","[16,18]","[16,19]","0"
"1789","F","[16,18]","[16,19]","0"
"1790","F","(22,80]","(19,33]","0"
"1791","F","(18,22]","[16,19]","0"
"1792","M","(18,22]","[16,19]","0"
"1793","F","[16,18]","[16,19]","0"
"1794","F","[16,18]","[16,19]","0"
"1795","F","[16,18]","[16,19]","0"
"1796","F","[16,18]","[16,19]","0"
"1797","F","(18,22]","(19,33]","0"
"1798","F","(22,80]","(19,33]","0"
"1799","F","(22,80]","(19,33]","0"
"1800","F","[16,18]","[16,19]","0"
"1801","F","(22,80]","(19,33]","0"
"1802","M","(22,80]","(33,80]","0"
"1803","F","[16,18]","[16,19]","0"
"1804","M","[16,18]","[16,19]","0"
"1805","M","[16,18]","[16,19]","0"
"1806","F","[16,18]","[16,19]","0"
"1807","M","(18,22]","[16,19]","0"
"1808","M","(18,22]","(19,33]","1+"
"1809","F","[16,18]","[16,19]","0"
"1810","F","[16,18]","[16,19]","1+"
"1811","F","(18,22]","(19,33]","0"
"1812","F","(18,22]","[16,19]","0"
"1813","F","(22,80]","(33,80]","0"
"1814","M","[16,18]","[16,19]","0"
"1815","F","[16,18]","[16,19]","0"
"1816","M","(18,22]","[16,19]","0"
"1817","M","[16,18]","[16,19]","0"
"1818","F","(22,80]","(33,80]","0"
"1819","F","[16,18]","[16,19]","0"
"1820","M","[16,18]","[16,19]","0"
"1821","M","[16,18]","[16,19]","1+"
"1822","F","(22,80]","(19,33]","0"
"1823","F","(22,80]","(19,33]","0"
"1824","M","[16,18]","[16,19]","0"
"1825","F","(22,80]","(19,33]","0"
"1826","F","(22,80]","(19,33]","0"
"1827","F","(22,80]","(33,80]","0"
"1828","F","(18,22]","[16,19]","0"
"1829","M","[16,18]","[16,19]","0"
"1830","F","[16,18]","[16,19]","0"
"1831","F","[16,18]","[16,19]","0"
"1832","M","(18,22]","[16,19]","0"
"1833","F","(22,80]","(19,33]","0"
"1834","M","[16,18]","[16,19]","0"
"1835","F","(18,22]","(19,33]","0"
"1836","F","(22,80]","(19,33]","0"
"1837","F","(22,80]","(33,80]","0"
"1838","F","[16,18]","[16,19]","0"
"1839","F","(18,22]","(19,33]","0"
"1840","F","(18,22]","(19,33]","0"
"1841","F","(18,22]","[16,19]","0"
"1842","F","(18,22]","(19,33]","0"
"1843","F","(22,80]","(19,33]","0"
"1844","F","(18,22]","(19,33]","0"
"1845","F","[16,18]","[16,19]","0"
"1846","M","[16,18]","[16,19]","0"
"1847","F","[16,18]","[16,19]","0"
"1848","F","(22,80]","(33,80]","0"
"1849","M","[16,18]","[16,19]","0"
"1850","F","[16,18]","[16,19]","0"
"1851","F","[16,18]","[16,19]","0"
"1852","M","[16,18]","[16,19]","0"
"1853","M","[16,18]","[16,19]","1+"
"1854","F","[16,18]","[16,19]","0"
"1855","M","[16,18]","[16,19]","0"
"1856","F","(22,80]","(33,80]","0"
"1857","F","[16,18]","[16,19]","0"
"1858","M","[16,18]","[16,19]","0"
"1859","F","[16,18]","[16,19]","0"
"1860","F","(18,22]","(19,33]","0"
"1861","F","(22,80]","(19,33]","0"
"1862","F","[16,18]","[16,19]","0"
"1863","M","(18,22]","[16,19]","0"
"1864","M","(22,80]","(33,80]","0"
"1865","M","[16,18]","[16,19]","0"
"1866","F","(22,80]","(33,80]","1+"
"1867","F","[16,18]","[16,19]","0"
"1868","F","(18,22]","[16,19]","0"
"1869","F","(18,22]","[16,19]","0"
"1870","F","(18,22]","[16,19]","0"
"1871","F","(22,80]","(19,33]","0"
"1872","F","(22,80]","(19,33]","0"
"1873","M","[16,18]","[16,19]","0"
"1874","M","[16,18]","[16,19]","0"
"1875","F","(22,80]","(19,33]","0"
"1876","M","[16,18]","[16,19]","0"
"1877","F","(22,80]","(19,33]","0"
"1878","M","[16,18]","[16,19]","0"
"1879","M","[16,18]","[16,19]","1+"
"1880","F","(22,80]","(19,33]","0"
"1881","F","(22,80]","(33,80]","0"
"1882","F","(18,22]","[16,19]","0"
"1883","F","(22,80]","(33,80]","0"
"1884","F","[16,18]","[16,19]","0"
"1885","M","[16,18]","[16,19]","0"
"1886","F","(22,80]","(33,80]","0"
"1887","F","[16,18]","[16,19]","0"
"1888","F","(18,22]","(19,33]","0"
"1889","M","[16,18]","[16,19]","0"
"1890","F","[16,18]","[16,19]","0"
"1891","F","[16,18]","[16,19]","0"
"1892","F","[16,18]","[16,19]","0"
"1893","F","[16,18]","[16,19]","0"
"1894","F","[16,18]","[16,19]","0"
"1895","M","(18,22]","(19,33]","0"
"1896","F","[16,18]","[16,19]","0"
"1897","M","[16,18]","[16,19]","0"
"1898","F","[16,18]","[16,19]","0"
"1899","M","(22,80]","(33,80]","0"
"1900","M","[16,18]","[16,19]","0"
"1901","F","[16,18]","[16,19]","0"
"1902","M","[16,18]","[16,19]","0"
"1903","M","(18,22]","(19,33]","1+"
"1904","F","[16,18]","[16,19]","1+"
"1905","F","[16,18]","[16,19]","0"
"1906","F","(22,80]","(19,33]","0"
"1907","F","(22,80]","(33,80]","0"
"1908","F","(18,22]","(19,33]","0"
"1909","F","(22,80]","(33,80]","0"
"1910","F","[16,18]","[16,19]","0"
"1911","M","(18,22]","[16,19]","0"
"1912","F","(22,80]","(19,33]","0"
"1913","M","(18,22]","[16,19]","0"
"1914","F","(22,80]","(19,33]","0"
"1915","M","[16,18]","[16,19]","0"
"1916","M","(18,22]","[16,19]","0"
"1917","F","[16,18]","[16,19]","0"
"1918","F","[16,18]","[16,19]","0"
"1919","M","(18,22]","[16,19]","1+"
"1920","M","(22,80]","(19,33]","0"
"1921","M","[16,18]","[16,19]","0"
"1922","F","[16,18]","[16,19]","1+"
"1923","M","(18,22]","(19,33]","0"
"1924","M","(18,22]","[16,19]","0"
"1925","M","[16,18]","[16,19]","0"
"1926","M","[16,18]","[16,19]","0"
"1927","M","[16,18]","[16,19]","0"
"1928","M","(22,80]","(19,33]","0"
"1929","M","(22,80]","(33,80]","0"
"1930","M","[16,18]","[16,19]","0"
"1931","M","[16,18]","[16,19]","0"
"1932","M","[16,18]","[16,19]","0"
"1933","M","[16,18]","[16,19]","0"
"1934","F","(18,22]","[16,19]","1+"
"1935","F","(18,22]","[16,19]","1+"
"1936","M","[16,18]","[16,19]","1+"
"1937","M","[16,18]","[16,19]","0"
"1938","M","[16,18]","[16,19]","0"
"1939","F","[16,18]","[16,19]","0"
"1940","M","(18,22]","(19,33]","0"
"1941","F","(22,80]","(33,80]","0"
"1942","M","(22,80]","(33,80]","0"
"1943","M","[16,18]","[16,19]","0"
"1944","F","[16,18]","[16,19]","0"
"1945","F","(22,80]","(19,33]","0"
"1946","F","[16,18]","[16,19]","0"
"1947","F","(22,80]","(19,33]","0"
"1948","F","[16,18]","[16,19]","0"
"1949","F","[16,18]","[16,19]","0"
"1950","F","(22,80]","(19,33]","0"
"1951","M","[16,18]","[16,19]","0"
"1952","M","(22,80]","(19,33]","0"
"1953","M","[16,18]","[16,19]","1+"
"1954","F","(22,80]","(19,33]","0"
"1955","F","[16,18]","[16,19]","0"
"1956","F","(18,22]","[16,19]","0"
"1957","F","(18,22]","(19,33]","0"
"1958","M","(18,22]","[16,19]","0"
"1959","F","[16,18]","[16,19]","0"
"1960","M","(18,22]","(19,33]","0"
"1961","F","[16,18]","[16,19]","0"
"1962","F","(18,22]","[16,19]","0"
"1963","F","(22,80]","(33,80]","0"
"1964","M","[16,18]","[16,19]","0"
"1965","F","[16,18]","[16,19]","0"
"1966","F","(22,80]","(33,80]","0"
"1967","F","(18,22]","(19,33]","0"
"1968","F","[16,18]","[16,19]","0"
"1969","F","[16,18]","[16,19]","0"
"1970","F","(18,22]","(19,33]","0"
"1971","M","(18,22]","[16,19]","0"
"1972","F","(18,22]","[16,19]","0"
"1973","F","[16,18]","[16,19]","0"
"1974","F","(22,80]","(19,33]","1+"
"1975","M","[16,18]","[16,19]","0"
"1976","F","[16,18]","[16,19]","0"
"1977","F","(22,80]","(19,33]","0"
"1978","M","[16,18]","[16,19]","0"
"1979","F","[16,18]","[16,19]","0"
"1980","M","[16,18]","[16,19]","0"
"1981","F","[16,18]","[16,19]","0"
"1982","F","(22,80]","(19,33]","0"
"1983","F","[16,18]","[16,19]","0"
"1984","F","[16,18]","[16,19]","0"
"1985","M","[16,18]","[16,19]","0"
"1986","F","(22,80]","(33,80]","0"
"1987","F","(22,80]","(19,33]","0"
"1988","M","[16,18]","[16,19]","0"
"1989","F","(18,22]","[16,19]","0"
"1990","F","(18,22]","[16,19]","0"
"1991","F","(22,80]","(19,33]","0"
"1992","F","[16,18]","[16,19]","0"
"1993","M","[16,18]","[16,19]","0"
"1994","M","(18,22]","[16,19]","0"
"1995","F","[16,18]","[16,19]","0"
"1996","F","[16,18]","[16,19]","1+"
"1997","F","[16,18]","[16,19]","0"
"1998","F","(18,22]","(19,33]","0"
"1999","F","(18,22]","(19,33]","0"
"2000","M","[16,18]","[16,19]","0"
"2001","F","(18,22]","(19,33]","0"
"2002","M","(18,22]","[16,19]","0"
"2003","M","(18,22]","(19,33]","0"
"2004","F","[16,18]","[16,19]","0"
"2005","M","(18,22]","[16,19]","0"
"2006","M","[16,18]","[16,19]","1+"
"2007","F","[16,18]","[16,19]","0"
"2008","M","[16,18]","[16,19]","0"
"2009","F","[16,18]","[16,19]","0"
"2010","M","(18,22]","[16,19]","0"
"2011","F","(18,22]","[16,19]","0"
"2012","F","(18,22]","[16,19]","0"
"2013","F","(22,80]","(19,33]","0"
"2014","F","(22,80]","(19,33]","0"
"2015","M","[16,18]","[16,19]","0"
"2016","M","[16,18]","[16,19]","0"
"2017","M","[16,18]","[16,19]","0"
"2018","F","(22,80]","(19,33]","0"
"2019","F","[16,18]","[16,19]","0"
"2020","M","(18,22]","(19,33]","0"
"2021","F","[16,18]","[16,19]","0"
"2022","F","(18,22]","(19,33]","0"
"2023","M","(22,80]","(33,80]","0"
"2024","M","(18,22]","(19,33]","0"
"2025","M","(18,22]","(19,33]","0"
"2026","F","[16,18]","[16,19]","0"
"2027","M","[16,18]","[16,19]","0"
"2028","F","[16,18]","[16,19]","0"
"2029","F","(22,80]","(19,33]","0"
"2030","F","(22,80]","(19,33]","1+"
"2031","F","[16,18]","[16,19]","0"
"2032","F","(22,80]","(33,80]","0"
"2033","F","(22,80]","(19,33]","0"
"2034","F","(18,22]","(19,33]","0"
"2035","M","(22,80]","(19,33]","0"
"2036","M","(22,80]","(19,33]","0"
"2037","F","(22,80]","(33,80]","0"
"2038","F","(22,80]","(19,33]","0"
"2039","F","(18,22]","(19,33]","0"
"2040","M","[16,18]","[16,19]","1+"
"2041","M","[16,18]","[16,19]","0"
"2042","F","[16,18]","[16,19]","0"
"2043","F","(22,80]","(19,33]","0"
"2044","F","(18,22]","[16,19]","0"
"2045","F","[16,18]","[16,19]","0"
"2046","M","(22,80]","(33,80]","0"
"2047","F","[16,18]","[16,19]","1+"
"2048","M","(18,22]","(19,33]","0"
"2049","M","[16,18]","[16,19]","0"
"2050","F","(22,80]","(19,33]","0"
"2051","F","[16,18]","[16,19]","0"
"2052","M","[16,18]","[16,19]","0"
"2053","F","(22,80]","(19,33]","0"
"2054","F","[16,18]","[16,19]","0"
"2055","F","[16,18]","[16,19]","0"
"2056","F","[16,18]","[16,19]","0"
"2057","M","[16,18]","[16,19]","0"
"2058","F","[16,18]","[16,19]","0"
"2059","F","[16,18]","[16,19]","0"
"2060","M","[16,18]","[16,19]","0"
"2061","F","[16,18]","[16,19]","0"
"2062","F","(22,80]","(19,33]","0"
"2063","F","[16,18]","[16,19]","0"
"2064","M","[16,18]","[16,19]","0"
"2065","F","[16,18]","[16,19]","0"
"2066","F","[16,18]","[16,19]","0"
"2067","F","(22,80]","(19,33]","1+"
"2068","F","[16,18]","[16,19]","0"
"2069","M","[16,18]","[16,19]","0"
"2070","M","[16,18]","[16,19]","0"
"2071","F","[16,18]","[16,19]","0"
"2072","F","(22,80]","(19,33]","0"
"2073","F","[16,18]","[16,19]","0"
"2074","M","[16,18]","[16,19]","0"
"2075","M","(22,80]","(33,80]","0"
"2076","M","(18,22]","[16,19]","0"
"2077","M","[16,18]","[16,19]","0"
"2078","F","(22,80]","(19,33]","0"
"2079","M","[16,18]","[16,19]","0"
"2080","F","(22,80]","(19,33]","0"
"2081","F","(18,22]","(19,33]","0"
"2082","F","(22,80]","(33,80]","0"
"2083","F","(22,80]","(33,80]","0"
"2084","F","(22,80]","(19,33]","0"
"2085","F","(22,80]","(19,33]","0"
"2086","F","[16,18]","[16,19]","0"
"2087","F","[16,18]","[16,19]","0"
"2088","M","[16,18]","[16,19]","0"
"2089","F","[16,18]","[16,19]","0"
"2090","F","(18,22]","(19,33]","0"
"2091","F","(22,80]","(33,80]","0"
"2092","M","(18,22]","(19,33]","0"
"2093","F","[16,18]","[16,19]","0"
"2094","F","(18,22]","(19,33]","0"
"2095","F","(22,80]","(33,80]","0"
"2096","F","(18,22]","[16,19]","0"
"2097","M","[16,18]","[16,19]","0"
"2098","M","(18,22]","[16,19]","0"
"2099","F","(22,80]","(33,80]","0"
"2100","M","(22,80]","(33,80]","0"
"2101","F","(22,80]","(19,33]","0"
"2102","F","(18,22]","[16,19]","0"
"2103","F","(22,80]","(33,80]","0"
"2104","M","(18,22]","(19,33]","0"
"2105","F","(22,80]","(19,33]","0"
"2106","F","[16,18]","[16,19]","0"
"2107","F","(18,22]","[16,19]","0"
"2108","M","(22,80]","(19,33]","0"
"2109","F","[16,18]","[16,19]","0"
"2110","M","(22,80]","(19,33]","0"
"2111","F","(22,80]","(33,80]","0"
"2112","M","[16,18]","[16,19]","0"
"2113","F","[16,18]","[16,19]","0"
"2114","F","(18,22]","[16,19]","0"
"2115","F","(18,22]","[16,19]","1+"
"2116","F","[16,18]","[16,19]","1+"
"2117","F","(22,80]","(19,33]","0"
"2118","F","[16,18]","[16,19]","1+"
"2119","F","[16,18]","[16,19]","0"
"2120","F","(18,22]","[16,19]","0"
"2121","M","[16,18]","[16,19]","0"
"2122","F","(18,22]","[16,19]","0"
"2123","F","[16,18]","[16,19]","0"
"2124","M","(22,80]","(33,80]","0"
"2125","F","(22,80]","(33,80]","0"
"2126","F","(22,80]","(33,80]","0"
"2127","M","(18,22]","(19,33]","0"
"2128","M","[16,18]","[16,19]","0"
"2129","M","[16,18]","[16,19]","0"
"2130","F","(22,80]","(33,80]","0"
"2131","F","(18,22]","(19,33]","0"
"2132","F","[16,18]","[16,19]","0"
"2133","M","(22,80]","(33,80]","0"
"2134","F","(18,22]","(19,33]","0"
"2135","M","(18,22]","[16,19]","0"
"2136","F","[16,18]","[16,19]","0"
"2137","M","[16,18]","[16,19]","0"
"2138","F","[16,18]","[16,19]","1+"
"2139","M","[16,18]","[16,19]","0"
"2140","M","[16,18]","[16,19]","0"
"2141","F","(22,80]","(19,33]","0"
"2142","M","[16,18]","[16,19]","0"
"2143","F","[16,18]","[16,19]","0"
"2144","F","(18,22]","(19,33]","1+"
"2145","F","(18,22]","[16,19]","0"
"2146","F","(18,22]","[16,19]","0"
"2147","F","[16,18]","[16,19]","0"
"2148","M","[16,18]","[16,19]","0"
"2149","F","[16,18]","[16,19]","0"
"2150","M","(18,22]","(19,33]","0"
"2151","F","[16,18]","[16,19]","0"
"2152","F","[16,18]","[16,19]","0"
"2153","F","(22,80]","(19,33]","0"
"2154","M","[16,18]","[16,19]","1+"
"2155","F","(22,80]","(19,33]","0"
"2156","F","(18,22]","(19,33]","0"
"2157","F","[16,18]","[16,19]","0"
"2158","M","(18,22]","(19,33]","0"
"2159","F","(22,80]","(19,33]","0"
"2160","M","[16,18]","[16,19]","0"
"2161","F","[16,18]","[16,19]","0"
"2162","F","[16,18]","[16,19]","0"
"2163","M","[16,18]","[16,19]","0"
"2164","F","(22,80]","(19,33]","0"
"2165","F","[16,18]","[16,19]","0"
"2166","F","[16,18]","[16,19]","0"
"2167","F","(18,22]","(19,33]","0"
"2168","F","(18,22]","(19,33]","0"
"2169","F","(22,80]","(19,33]","0"
"2170","F","[16,18]","[16,19]","0"
"2171","F","[16,18]","[16,19]","0"
"2172","F","[16,18]","[16,19]","0"
"2173","M","(18,22]","(19,33]","0"
"2174","M","[16,18]","[16,19]","0"
"2175","M","[16,18]","[16,19]","0"
"2176","F","[16,18]","[16,19]","0"
"2177","F","[16,18]","[16,19]","0"
"2178","F","[16,18]","[16,19]","0"
"2179","M","[16,18]","[16,19]","0"
"2180","F","(22,80]","(33,80]","0"
"2181","F","(22,80]","(19,33]","0"
"2182","M","[16,18]","[16,19]","0"
"2183","M","(18,22]","(19,33]","0"
"2184","M","[16,18]","[16,19]","0"
"2185","F","(18,22]","(19,33]","0"
"2186","F","[16,18]","[16,19]","0"
"2187","F","[16,18]","[16,19]","0"
"2188","F","(22,80]","(33,80]","0"
"2189","F","[16,18]","[16,19]","0"
"2190","F","[16,18]","[16,19]","0"
"2191","F","[16,18]","[16,19]","0"
"2192","F","(22,80]","(19,33]","0"
"2193","F","(18,22]","(19,33]","0"
"2194","M","[16,18]","[16,19]","0"
"2195","M","[16,18]","[16,19]","0"
"2196","F","(22,80]","(33,80]","0"
"2197","F","(22,80]","(33,80]","0"
"2198","F","(22,80]","(19,33]","0"
"2199","F","(18,22]","(19,33]","0"
"2200","M","(22,80]","(19,33]","0"
"2201","F","(18,22]","[16,19]","0"
"2202","F","(18,22]","[16,19]","0"
"2203","M","(22,80]","(33,80]","0"
"2204","M","(22,80]","(33,80]","0"
"2205","F","(18,22]","(19,33]","1+"
"2206","F","(22,80]","(33,80]","0"
"2207","M","(18,22]","(19,33]","0"
"2208","M","(22,80]","(19,33]","0"
"2209","F","[16,18]","[16,19]","0"
"2210","F","[16,18]","[16,19]","0"
"2211","F","(18,22]","(19,33]","0"
"2212","M","(18,22]","(19,33]","0"
"2213","F","(22,80]","(19,33]","0"
"2214","M","[16,18]","[16,19]","0"
"2215","F","(18,22]","(19,33]","0"
"2216","F","(18,22]","[16,19]","0"
"2217","F","(22,80]","(19,33]","0"
"2218","M","(22,80]","(19,33]","0"
"2219","F","[16,18]","[16,19]","0"
"2220","F","(18,22]","[16,19]","0"
"2221","M","(22,80]","(33,80]","0"
"2222","F","(18,22]","(19,33]","1+"
"2223","F","[16,18]","[16,19]","0"
"2224","M","[16,18]","[16,19]","0"
"2225","M","(22,80]","(19,33]","0"
"2226","F","(22,80]","(33,80]","0"
"2227","F","[16,18]","[16,19]","0"
"2228","M","[16,18]","[16,19]","0"
"2229","M","[16,18]","[16,19]","0"
"2230","M","[16,18]","[16,19]","0"
"2231","F","(22,80]","(19,33]","0"
"2232","F","[16,18]","[16,19]","0"
"2233","M","(22,80]","(19,33]","0"
"2234","F","(18,22]","[16,19]","0"
"2235","F","(22,80]","(19,33]","0"
"2236","F","(22,80]","(19,33]","0"
"2237","M","(22,80]","(19,33]","0"
"2238","M","(22,80]","(33,80]","0"
"2239","F","(22,80]","(19,33]","0"
"2240","M","(18,22]","(19,33]","1+"
"2241","F","(22,80]","(19,33]","0"
"2242","M","[16,18]","[16,19]","0"
"2243","F","[16,18]","[16,19]","1+"
"2244","F","(22,80]","(19,33]","0"
"2245","F","(18,22]","(19,33]","0"
"2246","M","(22,80]","(19,33]","0"
"2247","F","[16,18]","[16,19]","0"
"2248","F","(22,80]","(33,80]","0"
"2249","F","(18,22]","[16,19]","0"
"2250","F","(22,80]","(19,33]","0"
"2251","M","(22,80]","(19,33]","0"
"2252","F","(18,22]","(19,33]","0"
"2253","F","(18,22]","[16,19]","1+"
"2254","F","[16,18]","[16,19]","0"
"2255","F","[16,18]","[16,19]","0"
"2256","F","[16,18]","[16,19]","0"
"2257","F","(22,80]","(19,33]","0"
"2258","M","[16,18]","[16,19]","0"
"2259","F","[16,18]","[16,19]","0"
"2260","M","[16,18]","[16,19]","0"
"2261","M","(22,80]","(19,33]","0"
"2262","F","(22,80]","(19,33]","0"
"2263","F","[16,18]","[16,19]","0"
"2264","F","(18,22]","(19,33]","0"
"2265","F","(18,22]","(19,33]","0"
"2266","M","(18,22]","[16,19]","1+"
"2267","F","(22,80]","(33,80]","0"
"2268","M","(22,80]","(19,33]","0"
"2269","F","[16,18]","[16,19]","1+"
"2270","F","(18,22]","(19,33]","0"
"2271","F","(22,80]","(19,33]","0"
"2272","F","[16,18]","[16,19]","0"
"2273","M","[16,18]","[16,19]","0"
"2274","M","(18,22]","(19,33]","0"
"2275","F","(22,80]","(33,80]","0"
"2276","M","[16,18]","[16,19]","0"
"2277","F","(18,22]","[16,19]","0"
"2278","M","(18,22]","[16,19]","0"
"2279","M","[16,18]","[16,19]","0"
"2280","M","[16,18]","[16,19]","1+"
"2281","F","(22,80]","(19,33]","0"
"2282","F","(22,80]","(19,33]","0"
"2283","M","[16,18]","[16,19]","0"
"2284","F","(18,22]","[16,19]","0"
"2285","M","(22,80]","(33,80]","0"
"2286","F","(22,80]","(33,80]","0"
"2287","M","[16,18]","[16,19]","0"
"2288","M","[16,18]","[16,19]","0"
"2289","F","[16,18]","[16,19]","0"
"2290","F","(18,22]","(19,33]","0"
"2291","M","[16,18]","[16,19]","0"
"2292","F","(22,80]","(33,80]","0"
"2293","M","[16,18]","[16,19]","0"
"2294","M","[16,18]","[16,19]","0"
"2295","M","(18,22]","[16,19]","1+"
"2296","F","[16,18]","[16,19]","0"
"2297","F","(22,80]","(33,80]","0"
"2298","M","(22,80]","(19,33]","0"
"2299","F","(18,22]","[16,19]","0"
"2300","M","(22,80]","(33,80]","0"
"2301","F","[16,18]","[16,19]","0"
"2302","M","[16,18]","[16,19]","0"
"2303","F","[16,18]","[16,19]","0"
"2304","F","(18,22]","[16,19]","0"
"2305","F","(22,80]","(19,33]","1+"
"2306","F","(18,22]","(19,33]","0"
"2307","F","(22,80]","(33,80]","0"
"2308","M","[16,18]","[16,19]","0"
"2309","F","[16,18]","[16,19]","0"
"2310","F","[16,18]","[16,19]","0"
"2311","F","(22,80]","(19,33]","0"
"2312","F","(22,80]","(33,80]","0"
"2313","F","[16,18]","[16,19]","0"
"2314","M","[16,18]","[16,19]","0"
"2315","F","[16,18]","[16,19]","0"
"2316","M","(22,80]","(19,33]","0"
"2317","F","[16,18]","[16,19]","0"
"2318","F","(18,22]","(19,33]","0"
"2319","F","[16,18]","[16,19]","1+"
"2320","M","(22,80]","(19,33]","1+"
"2321","M","(22,80]","(19,33]","1+"
"2322","F","(22,80]","(19,33]","0"
"2323","F","(18,22]","[16,19]","0"
"2324","M","(22,80]","(33,80]","0"
"2325","M","(18,22]","(19,33]","0"
"2326","F","[16,18]","[16,19]","0"
"2327","M","[16,18]","[16,19]","1+"
"2328","F","(22,80]","(19,33]","0"
"2329","M","(18,22]","(19,33]","0"
"2330","F","[16,18]","[16,19]","1+"
"2331","M","(22,80]","(33,80]","0"
"2332","F","(18,22]","[16,19]","0"
"2333","F","[16,18]","[16,19]","0"
"2334","M","[16,18]","[16,19]","0"
"2335","M","(18,22]","(19,33]","0"
"2336","M","(18,22]","(19,33]","0"
"2337","F","(18,22]","[16,19]","0"
"2338","F","(22,80]","(19,33]","0"
"2339","F","(18,22]","[16,19]","0"
"2340","M","[16,18]","[16,19]","0"
"2341","F","(22,80]","(19,33]","0"
"2342","F","(22,80]","(19,33]","0"
"2343","F","(22,80]","(19,33]","0"
"2344","F","(18,22]","[16,19]","0"
"2345","F","(22,80]","(19,33]","0"
"2346","F","(22,80]","(33,80]","0"
"2347","F","(18,22]","(19,33]","0"
"2348","F","(22,80]","(33,80]","0"
"2349","M","(22,80]","(19,33]","0"
"2350","F","[16,18]","[16,19]","0"
"2351","M","[16,18]","[16,19]","1+"
"2352","F","[16,18]","[16,19]","0"
"2353","F","[16,18]","[16,19]","0"
"2354","F","(22,80]","(33,80]","0"
"2355","M","(22,80]","(19,33]","0"
"2356","F","[16,18]","[16,19]","0"
"2357","M","[16,18]","[16,19]","0"
"2358","F","(18,22]","(19,33]","0"
"2359","M","(18,22]","[16,19]","1+"
"2360","M","[16,18]","[16,19]","0"
"2361","M","[16,18]","[16,19]","1+"
"2362","F","[16,18]","[16,19]","0"
"2363","F","(22,80]","(33,80]","0"
"2364","F","[16,18]","[16,19]","0"
"2365","M","(22,80]","(19,33]","0"
"2366","F","(22,80]","(33,80]","0"
"2367","F","(22,80]","(19,33]","0"
"2368","F","(18,22]","[16,19]","1+"
"2369","M","(22,80]","(33,80]","0"
"2370","F","(18,22]","[16,19]","0"
"2371","M","(22,80]","(19,33]","0"
"2372","F","(22,80]","(33,80]","0"
"2373","M","[16,18]","[16,19]","0"
"2374","M","(22,80]","(19,33]","0"
"2375","F","[16,18]","[16,19]","1+"
"2376","F","[16,18]","[16,19]","1+"
"2377","F","(22,80]","(19,33]","0"
"2378","M","(22,80]","(19,33]","0"
"2379","F","(18,22]","[16,19]","0"
