"","int_age","sex","freq","acc_inv"
"4751",18,"F","1","1+"
"4752",19,"F","3","0"
"4753",26,"M","2","0"
"4754",31,"M","1","0"
"4755",18,"F","2","0"
"4756",34,"F","2","0"
"4757",17,"F","3","0"
"4758",18,"F","2","0"
"4759",17,"F","3","0"
"4760",19,"M","1","0"
"4761",39,"F","1","0"
"4762",35,"M","2","0"
"4763",18,"F","1","0"
"4764",18,"F","2","0"
"4765",18,"M","2","0"
"4766",24,"M","1","1+"
"4767",20,"F","2","0"
"4768",22,"F","1","0"
"4769",19,"F","1","0"
"4770",18,"M","1","1+"
"4771",19,"F","1","0"
"4772",18,"M","2","0"
"4773",18,"F","1","0"
"4774",30,"M","3","0"
"4775",32,"F","1","0"
"4776",18,"F","2","0"
"4777",23,"F","1","0"
"4778",18,"F","1","1+"
"4779",18,"M","1","0"
"4780",18,"F","2","1+"
"4781",18,"M","3","0"
"4782",28,"M","3","0"
"4783",21,"M","2","0"
"4784",19,"F","3","0"
"4785",18,"F","1","0"
"4786",18,"F","3","0"
"4787",30,"M","3","0"
"4788",18,"M","2","0"
"4789",19,"F","1","0"
"4790",33,"F","3","0"
"4791",20,"F","2","0"
"4792",20,"M","1","0"
"4793",21,"F","3","0"
"4794",18,"M","2","0"
"4795",19,"M","1","0"
"4796",17,"F","2","0"
"4797",33,"F","1","0"
"4798",17,"M","1","0"
"4799",28,"M","3","0"
"4800",26,"M","1","0"
"4801",26,"F","3","0"
"4802",18,"F","1","0"
"4803",41,"M","2","0"
"4804",18,"F","1","0"
"4805",23,"F","2","0"
"4806",18,"M","1","0"
"4807",18,"M","1","0"
"4808",26,"F","2","0"
"4809",41,"F","2","0"
"4810",31,"F","1","0"
"4811",34,"F","1","1+"
"4812",18,"M","1","1+"
"4813",19,"F","1","0"
"4814",36,"F","2","0"
"4815",23,"F","3","0"
"4816",34,"M","2","0"
"4817",29,"F","2","0"
"4818",18,"F","1","0"
"4819",37,"F","1","0"
"4820",18,"M","1","0"
"4821",18,"M","1","0"
"4822",25,"F","1","0"
"4823",29,"F","3","0"
"4824",41,"F","3","0"
"4825",33,"F","2","0"
"4826",19,"F","2","0"
"4827",18,"F","1","0"
"4828",19,"F","2","0"
"4829",22,"F","1","0"
"4830",19,"M","1","1+"
"4831",17,"M","1","0"
"4832",24,"F","1","0"
"4833",18,"M","1","0"
"4834",23,"F","1","1+"
"4835",21,"F","1","0"
"4836",19,"F","2","0"
"4837",31,"M","2","0"
"4838",18,"F","3","0"
"4839",35,"M","1","0"
"4840",17,"M","1","0"
"4841",44,"F","2","0"
"4842",17,"F","2","0"
"4843",40,"F","2","0"
"4844",18,"M","1","0"
"4845",17,"F","1","0"
"4846",18,"F","2","0"
"4847",18,"F","2","0"
"4848",17,"M","1","1+"
"4849",18,"M","1","0"
"4850",29,"F","1","0"
"4851",24,"F","3","0"
"4852",21,"F","1","0"
"4853",26,"F","3","0"
"4854",25,"F","1","0"
"4855",23,"F","1","0"
"4856",18,"F","2","0"
"4857",18,"M","1","0"
"4858",23,"M","3","1+"
"4859",20,"F","1","0"
"4860",18,"M","3","0"
"4861",21,"F","3","0"
"4862",22,"F","1","0"
"4863",28,"F","1","0"
"4864",20,"F","2","1+"
"4865",24,"F","2","0"
"4866",22,"F","1","0"
"4867",40,"F","2","0"
"4868",19,"M","3","0"
"4869",17,"F","1","0"
"4870",35,"M","3","0"
"4871",18,"F","1","0"
"4872",25,"F","1","0"
"4873",19,"F","1","0"
"4874",19,"M","3","0"
"4875",19,"F","3","0"
"4876",18,"M","2","0"
"4877",18,"M","3","0"
"4878",20,"F","1","0"
"4879",18,"F","3","0"
"4880",18,"F","3","0"
"4881",24,"F","1","0"
"4882",18,"F","2","0"
"4883",37,"M","1","0"
"4884",37,"M","2","0"
"4885",22,"F","2","0"
"4886",18,"F","3","1+"
"4887",23,"F","1","0"
"4888",18,"F","2","0"
"4889",18,"F","2","0"
"4890",21,"F","2","0"
"4891",38,"F","1","0"
"4892",18,"F","1","0"
"4893",20,"F","3","0"
"4894",38,"F","1","0"
"4895",18,"F","1","0"
"4896",32,"F","1","0"
"4897",22,"F","1","0"
"4898",37,"F","3","0"
"4899",19,"F","1","0"
"4900",25,"F","2","0"
"4901",18,"F","3","0"
"4902",27,"F","2","0"
"4903",18,"M","1","0"
"4904",22,"M","3","0"
"4905",18,"F","1","0"
"4906",18,"F","1","0"
"4907",19,"F","2","0"
"4908",41,"F","2","0"
"4909",27,"F","1","0"
"4910",31,"F","1","0"
"4911",21,"F","1","0"
"4912",18,"F","1","1+"
"4913",17,"M","1","0"
"4914",23,"F","1","0"
"4915",28,"M","2","0"
"4916",29,"M","2","0"
"4917",30,"F","3","0"
"4918",26,"F","2","0"
"4919",20,"M","3","0"
"4920",18,"F","2","0"
"4921",48,"M","1","0"
"4922",23,"F","1","0"
"4923",26,"M","2","0"
"4924",18,"F","1","0"
"4925",19,"F","2","0"
"4926",18,"M","1","0"
"4927",33,"F","1","0"
"4928",19,"M","3","0"
"4929",21,"F","3","0"
"4930",20,"F","1","0"
"4931",23,"M","2","0"
"4932",19,"F","2","0"
"4933",31,"M","1","0"
"4934",35,"F","2","0"
"4935",18,"M","1","0"
"4936",25,"F","2","0"
"4937",17,"M","1","0"
"4938",18,"F","1","1+"
"4939",18,"F","1","0"
"4940",20,"M","1","0"
"4941",18,"F","1","0"
"4942",44,"F","1","0"
"4943",38,"F","1","0"
"4944",24,"F","1","0"
"4945",23,"F","2","0"
"4946",18,"M","1","0"
"4947",53,"F","2","0"
"4948",17,"M","1","0"
"4949",20,"F","1","0"
"4950",26,"F","2","0"
"4951",18,"F","1","0"
"4952",20,"F","1","0"
"4953",18,"F","3","0"
"4954",20,"F","2","0"
"4955",29,"M","3","0"
"4956",21,"M","2","0"
"4957",36,"F","3","0"
"4958",21,"M","3","0"
"4959",18,"M","1","0"
"4960",19,"F","3","0"
"4961",23,"F","2","0"
"4962",19,"F","1","0"
"4963",17,"M","1","1+"
"4964",19,"M","1","0"
"4965",18,"F","1","0"
"4966",18,"M","1","0"
"4967",18,"F","2","0"
"4968",17,"M","2","0"
"4969",32,"M","1","0"
"4970",22,"F","1","0"
"4971",23,"F","1","0"
"4972",19,"F","1","1+"
"4973",27,"F","1","0"
"4974",21,"M","2","0"
"4975",33,"F","2","0"
"4976",25,"M","1","0"
"4977",18,"F","1","0"
"4978",17,"F","2","0"
"4979",20,"F","1","0"
"4980",18,"M","1","0"
"4981",17,"M","1","0"
"4982",37,"F","3","0"
"4983",34,"F","1","0"
"4984",19,"M","1","0"
"4985",17,"F","2","0"
"4986",18,"F","2","0"
"4987",18,"F","1","0"
"4988",27,"F","1","0"
"4989",21,"F","1","0"
"4990",18,"M","1","0"
"4991",22,"F","1","0"
"4992",18,"F","1","1+"
"4993",18,"F","1","0"
"4994",42,"F","1","0"
"4995",30,"F","1","0"
"4996",18,"F","1","0"
"4997",17,"F","1","1+"
"4998",19,"F","3","0"
"4999",21,"F","1","0"
"5000",24,"F","1","0"
"5001",21,"F","2","0"
"5002",19,"F","2","0"
"5003",25,"F","2","0"
"5004",23,"F","1","0"
"5005",34,"M","2","0"
"5006",19,"F","1","0"
"5007",19,"M","1","1+"
"5008",23,"M","1","0"
"5009",24,"F","1","0"
"5010",18,"F","1","0"
"5011",18,"M","2","0"
"5012",18,"M","3","0"
"5013",52,"F","3","0"
"5014",18,"M","1","1+"
"5015",21,"M","3","0"
"5016",27,"M","3","0"
"5017",18,"M","2","0"
"5018",19,"F","3","0"
"5019",20,"F","2","0"
"5020",22,"F","3","0"
"5021",19,"F","1","0"
"5022",29,"F","1","0"
"5023",20,"F","2","0"
"5024",22,"M","2","0"
"5025",28,"M","3","0"
"5026",21,"M","3","0"
"5027",32,"F","1","0"
"5028",18,"M","1","0"
"5029",18,"F","2","0"
"5030",32,"F","1","0"
"5031",25,"F","1","0"
"5032",18,"F","1","0"
"5033",22,"F","2","0"
"5034",19,"F","1","0"
"5035",18,"F","2","0"
"5036",20,"F","1","0"
"5037",20,"M","1","0"
"5038",34,"F","1","0"
"5039",52,"M","2","0"
"5040",18,"M","2","0"
"5041",21,"F","2","0"
"5042",18,"F","3","0"
"5043",49,"F","2","0"
"5044",19,"F","1","0"
"5045",24,"F","1","0"
"5046",18,"M","1","0"
"5047",19,"F","1","0"
"5048",20,"F","1","0"
"5049",17,"F","2","0"
"5050",24,"F","1","0"
"5051",18,"F","2","0"
"5052",34,"F","1","0"
"5053",18,"F","1","0"
"5054",18,"F","1","0"
"5055",18,"F","1","0"
"5056",18,"F","3","0"
"5057",17,"F","1","0"
"5058",21,"M","3","0"
"5059",19,"F","2","0"
"5060",22,"F","3","0"
"5061",21,"F","2","0"
"5062",18,"F","2","1+"
"5063",24,"M","1","0"
"5064",30,"F","2","0"
"5065",18,"F","2","1+"
"5066",20,"F","1","0"
"5067",18,"F","1","0"
"5068",33,"F","2","0"
"5069",20,"F","2","0"
"5070",18,"F","1","0"
"5071",18,"F","2","0"
"5072",53,"F","2","0"
"5073",18,"F","1","0"
"5074",22,"F","1","0"
"5075",19,"M","3","0"
"5076",18,"F","1","0"
"5077",22,"F","1","1+"
"5078",33,"F","1","0"
"5079",20,"F","1","0"
"5080",18,"F","1","0"
"5081",19,"F","2","0"
"5082",19,"F","2","0"
"5083",18,"M","1","0"
"5084",17,"F","3","0"
"5085",18,"F","1","0"
"5086",20,"F","3","0"
"5087",22,"F","2","0"
"5088",27,"F","1","0"
"5089",18,"F","2","0"
"5090",26,"M","1","0"
"5091",18,"F","1","0"
"5092",18,"M","1","0"
"5093",19,"M","1","0"
"5094",19,"F","1","0"
"5095",17,"F","1","1+"
"5096",23,"F","1","0"
"5097",21,"M","3","0"
"5098",20,"M","1","0"
"5099",19,"F","1","0"
"5100",29,"M","2","0"
"5101",58,"F","1","0"
"5102",18,"F","1","0"
"5103",20,"M","1","0"
"5104",28,"M","2","0"
"5105",23,"F","2","0"
"5106",24,"F","1","0"
"5107",19,"M","2","0"
"5108",21,"F","1","0"
"5109",18,"M","1","0"
"5110",17,"M","1","0"
"5111",18,"M","1","0"
"5112",18,"F","2","0"
"5113",22,"F","2","0"
"5114",18,"M","1","1+"
"5115",26,"M","1","1+"
"5116",18,"M","1","0"
"5117",21,"M","1","0"
"5118",18,"F","1","0"
"5119",18,"F","3","0"
"5120",28,"F","1","0"
"5121",22,"F","1","0"
"5122",19,"F","1","0"
"5123",17,"M","1","0"
"5124",21,"F","1","0"
"5125",18,"F","3","0"
"5126",19,"F","1","0"
"5127",18,"M","1","0"
"5128",18,"M","1","0"
"5129",19,"F","3","0"
"5130",17,"F","1","0"
"5131",33,"F","1","0"
"5132",17,"M","2","0"
"5133",17,"F","1","1+"
"5134",18,"F","2","0"
"5135",22,"F","1","0"
"5136",21,"F","1","0"
"5137",20,"F","2","0"
"5138",21,"M","1","0"
"5139",19,"M","1","0"
"5140",18,"F","1","0"
"5141",18,"F","1","0"
"5142",43,"M","3","0"
"5143",17,"M","3","1+"
"5144",20,"F","1","0"
"5145",18,"M","1","0"
"5146",25,"F","3","0"
"5147",36,"F","1","0"
"5148",19,"F","3","0"
"5149",19,"F","1","0"
"5150",20,"M","1","0"
"5151",18,"M","1","0"
"5152",26,"F","2","0"
"5153",21,"M","1","0"
"5154",19,"F","2","0"
"5155",18,"F","1","0"
"5156",23,"F","2","0"
"5157",22,"F","1","0"
"5158",29,"F","2","0"
"5159",20,"M","2","0"
"5160",18,"M","3","0"
"5161",18,"F","3","0"
"5162",55,"F","1","0"
"5163",39,"M","1","0"
"5164",18,"F","3","0"
"5165",36,"M","1","0"
"5166",18,"M","1","0"
"5167",19,"F","2","0"
"5168",17,"M","1","0"
"5169",21,"F","1","1+"
"5170",26,"M","3","0"
"5171",49,"F","2","0"
"5172",18,"F","1","0"
"5173",73,"F","3","0"
"5174",19,"M","1","0"
"5175",19,"M","1","0"
"5176",24,"F","2","0"
"5177",23,"F","1","0"
"5178",25,"M","1","0"
"5179",18,"F","1","0"
"5180",18,"M","3","0"
"5181",28,"F","2","0"
"5182",18,"M","3","0"
"5183",18,"M","1","0"
"5184",23,"F","1","0"
"5185",18,"F","3","0"
"5186",23,"F","1","0"
"5187",36,"M","1","0"
"5188",23,"M","1","0"
"5189",18,"F","1","0"
"5190",33,"F","1","0"
"5191",18,"F","1","0"
"5192",17,"F","1","0"
"5193",29,"F","2","0"
"5194",18,"M","2","1+"
"5195",25,"F","1","0"
"5196",34,"M","3","0"
"5197",18,"M","2","0"
"5198",18,"F","1","0"
"5199",18,"F","1","0"
"5200",17,"M","1","1+"
"5201",18,"F","1","0"
"5202",32,"F","3","0"
"5203",19,"M","3","0"
"5204",44,"F","1","0"
"5205",18,"F","1","0"
"5206",25,"M","1","0"
"5207",18,"M","1","1+"
"5208",27,"M","3","0"
"5209",18,"M","1","0"
"5210",17,"M","2","0"
"5211",18,"F","1","0"
"5212",19,"F","1","0"
"5213",20,"M","1","0"
"5214",23,"M","3","0"
"5215",17,"M","2","0"
"5216",17,"M","1","0"
"5217",24,"M","3","0"
"5218",18,"F","1","1+"
"5219",23,"F","1","0"
"5220",19,"M","1","0"
"5221",37,"F","2","0"
"5222",27,"F","3","0"
"5223",19,"M","1","0"
"5224",25,"F","2","0"
"5225",17,"M","1","0"
"5226",18,"M","3","0"
"5227",17,"M","1","0"
"5228",19,"M","2","0"
"5229",18,"M","3","0"
"5230",32,"F","1","0"
"5231",18,"F","1","0"
"5232",18,"F","1","0"
"5233",17,"F","1","0"
"5234",17,"F","2","0"
"5235",43,"F","2","0"
"5236",18,"M","3","0"
"5237",20,"F","2","0"
"5238",18,"M","2","0"
"5239",31,"M","2","0"
"5240",28,"M","1","0"
"5241",18,"F","1","0"
"5242",19,"F","1","0"
"5243",19,"F","1","0"
"5244",20,"M","1","0"
"5245",42,"F","2","0"
"5246",23,"M","2","0"
"5247",24,"F","1","0"
"5248",18,"F","2","1+"
"5249",21,"F","2","0"
"5250",18,"F","1","0"
"5251",26,"F","2","0"
"5252",37,"F","1","0"
"5253",30,"M","1","0"
"5254",27,"F","1","0"
"5255",18,"M","2","0"
"5256",17,"M","2","0"
"5257",19,"F","1","0"
"5258",27,"F","2","0"
"5259",25,"F","3","0"
"5260",17,"M","1","0"
"5261",17,"F","3","0"
"5262",18,"M","3","0"
"5263",35,"F","1","0"
"5264",21,"M","2","0"
"5265",47,"M","2","0"
"5266",17,"M","1","0"
"5267",19,"F","1","0"
"5268",36,"F","1","0"
"5269",18,"M","2","0"
"5270",23,"M","1","0"
"5271",17,"M","2","0"
"5272",17,"M","3","0"
"5273",20,"M","1","0"
"5274",32,"M","2","1+"
"5275",30,"M","1","0"
"5276",22,"M","3","0"
"5277",37,"F","1","0"
"5278",18,"F","2","0"
"5279",30,"F","1","0"
"5280",19,"F","2","0"
"5281",19,"F","2","0"
"5282",18,"F","2","1+"
"5283",17,"M","1","1+"
"5284",24,"F","3","0"
"5285",18,"F","1","0"
"5286",23,"F","1","0"
"5287",36,"F","1","0"
"5288",18,"F","1","0"
"5289",18,"M","1","1+"
"5290",18,"F","1","0"
"5291",21,"F","1","0"
"5292",18,"M","1","0"
"5293",34,"F","3","0"
"5294",23,"F","1","0"
"5295",30,"F","1","0"
"5296",31,"F","1","0"
"5297",18,"F","1","0"
"5298",22,"F","1","0"
"5299",20,"F","1","0"
"5300",37,"F","1","0"
"5301",17,"M","1","0"
"5302",20,"F","2","0"
"5303",18,"F","2","0"
"5304",17,"M","1","1+"
"5305",17,"M","1","0"
"5306",18,"M","2","0"
"5307",19,"F","2","0"
"5308",18,"F","1","0"
"5309",19,"F","1","0"
"5310",18,"F","3","0"
"5311",23,"M","1","0"
"5312",20,"M","1","0"
"5313",18,"F","2","0"
"5314",36,"F","2","0"
"5315",18,"F","2","0"
"5316",28,"F","1","0"
"5317",22,"M","2","0"
"5318",18,"M","1","0"
"5319",17,"F","1","0"
"5320",41,"F","2","0"
"5321",23,"F","1","0"
"5322",40,"F","1","0"
"5323",18,"F","1","0"
"5324",18,"F","1","0"
"5325",19,"F","2","0"
"5326",18,"F","1","0"
"5327",40,"M","1","0"
"5328",17,"F","1","0"
"5329",38,"F","2","0"
"5330",22,"F","1","0"
"5331",18,"M","1","0"
"5332",18,"F","1","0"
"5333",17,"F","2","0"
"5334",21,"F","1","0"
"5335",29,"M","2","0"
"5336",19,"F","2","0"
"5337",19,"M","1","0"
"5338",17,"M","1","0"
"5339",36,"M","1","0"
"5340",22,"F","2","1+"
"5341",28,"M","1","0"
"5342",19,"F","1","0"
"5343",19,"F","2","0"
"5344",32,"F","1","0"
"5345",31,"M","3","0"
"5346",18,"F","1","0"
"5347",25,"F","1","0"
"5348",21,"F","2","0"
"5349",18,"F","1","0"
"5350",18,"F","2","0"
"5351",17,"F","2","0"
"5352",18,"M","1","1+"
"5353",17,"M","1","0"
"5354",22,"M","2","0"
"5355",18,"M","1","0"
"5356",20,"F","1","0"
"5357",20,"F","2","0"
"5358",18,"M","1","0"
"5359",19,"F","2","0"
"5360",17,"M","1","0"
"5361",18,"M","2","0"
"5362",22,"F","1","0"
"5363",18,"M","1","0"
"5364",18,"F","1","0"
"5365",17,"M","2","0"
"5366",17,"F","1","1+"
"5367",35,"F","3","0"
"5368",18,"M","1","0"
"5369",19,"M","2","0"
"5370",28,"M","1","0"
"5371",18,"M","1","0"
"5372",34,"F","2","0"
"5373",34,"M","2","0"
"5374",18,"F","2","0"
"5375",17,"M","2","1+"
"5376",21,"F","1","0"
"5377",18,"F","1","0"
"5378",39,"F","1","0"
"5379",43,"F","3","0"
"5380",19,"F","1","0"
"5381",18,"M","2","1+"
"5382",20,"M","2","0"
"5383",18,"F","3","0"
"5384",18,"M","2","1+"
"5385",19,"F","3","1+"
"5386",20,"F","2","0"
"5387",40,"F","2","0"
"5388",19,"M","1","0"
"5389",26,"F","1","1+"
"5390",32,"M","2","0"
"5391",18,"F","3","0"
"5392",31,"F","1","0"
"5393",18,"F","1","0"
"5394",21,"M","3","0"
"5395",27,"F","3","0"
"5396",18,"F","3","0"
"5397",37,"F","1","0"
"5398",18,"M","1","0"
"5399",18,"F","2","0"
"5400",19,"M","2","0"
"5401",33,"M","3","0"
"5402",23,"M","1","0"
"5403",28,"F","1","0"
"5404",18,"F","3","0"
"5405",26,"F","3","0"
"5406",53,"M","2","0"
"5407",20,"F","1","0"
"5408",38,"F","3","0"
"5409",20,"M","1","0"
"5410",18,"F","1","0"
"5411",24,"F","1","0"
"5412",20,"F","3","0"
"5413",22,"M","2","0"
"5414",23,"F","1","0"
"5415",34,"F","1","0"
"5416",19,"F","1","0"
"5417",40,"F","2","0"
"5418",17,"M","1","0"
"5419",20,"F","1","0"
"5420",19,"M","3","0"
"5421",18,"M","1","0"
"5422",18,"F","3","0"
"5423",26,"F","2","0"
"5424",17,"M","1","0"
"5425",17,"M","1","0"
"5426",21,"M","1","0"
"5427",28,"F","3","0"
"5428",18,"M","2","0"
"5429",26,"F","3","0"
"5430",18,"M","3","0"
"5431",23,"F","1","1+"
"5432",19,"M","1","0"
"5433",18,"F","1","0"
"5434",17,"M","2","0"
"5435",18,"F","1","0"
"5436",32,"F","2","0"
"5437",18,"F","3","0"
"5438",23,"M","1","0"
"5439",45,"F","3","1+"
"5440",18,"F","2","0"
"5441",38,"F","3","0"
"5442",17,"M","1","0"
"5443",18,"F","1","0"
"5444",18,"F","1","0"
"5445",32,"F","3","0"
"5446",34,"F","1","0"
"5447",18,"F","1","0"
"5448",18,"M","1","0"
"5449",17,"F","3","0"
"5450",19,"F","1","0"
"5451",18,"M","2","0"
"5452",18,"M","1","0"
"5453",18,"F","2","0"
"5454",21,"F","1","0"
"5455",25,"F","3","0"
"5456",25,"F","2","0"
"5457",18,"F","3","0"
"5458",26,"F","3","0"
"5459",19,"F","1","0"
"5460",39,"F","2","0"
"5461",18,"F","1","0"
"5462",18,"M","1","0"
"5463",32,"M","1","0"
"5464",18,"F","1","0"
"5465",18,"F","2","0"
"5466",17,"F","2","0"
"5467",45,"M","1","0"
"5468",27,"F","3","0"
"5469",37,"F","2","0"
"5470",18,"F","1","0"
"5471",28,"F","2","0"
"5472",34,"F","2","0"
"5473",18,"F","2","0"
"5474",31,"F","2","0"
"5475",17,"F","1","0"
"5476",18,"F","1","1+"
"5477",18,"M","1","0"
"5478",27,"F","1","0"
"5479",18,"F","1","0"
"5480",18,"M","1","0"
"5481",35,"M","3","0"
"5482",17,"M","3","0"
"5483",37,"M","1","1+"
"5484",29,"F","2","0"
"5485",43,"F","3","0"
"5486",29,"M","1","0"
"5487",18,"F","3","0"
"5488",44,"M","1","0"
"5489",31,"F","3","0"
"5490",27,"M","1","0"
"5491",19,"M","2","0"
"5492",17,"M","2","0"
"5493",18,"F","1","0"
"5494",18,"M","1","1+"
"5495",18,"M","1","1+"
"5496",20,"F","2","0"
"5497",19,"F","3","0"
"5498",39,"F","2","0"
"5499",18,"M","2","1+"
"5500",17,"M","1","0"
"5501",19,"F","1","0"
"5502",17,"F","1","0"
"5503",17,"F","1","0"
"5504",18,"F","3","0"
"5505",29,"F","2","0"
"5506",18,"M","1","0"
"5507",18,"M","2","0"
"5508",27,"F","1","0"
"5509",18,"M","3","0"
"5510",34,"M","3","0"
"5511",18,"M","1","1+"
"5512",41,"F","1","0"
"5513",17,"M","1","0"
"5514",18,"F","3","0"
"5515",30,"F","1","0"
"5516",20,"M","1","0"
"5517",21,"F","3","0"
"5518",17,"F","1","0"
"5519",21,"F","2","0"
"5520",19,"F","2","0"
"5521",17,"M","1","0"
"5522",18,"M","1","0"
"5523",32,"M","1","0"
"5524",17,"M","3","1+"
"5525",18,"F","1","0"
"5526",28,"F","1","0"
"5527",19,"M","1","0"
"5528",22,"M","2","0"
"5529",38,"F","2","0"
"5530",18,"M","1","1+"
"5531",18,"F","1","0"
"5532",23,"M","3","0"
"5533",18,"F","1","0"
"5534",18,"F","1","0"
"5535",18,"M","1","0"
"5536",18,"F","3","0"
"5537",18,"F","1","0"
"5538",18,"M","1","0"
"5539",35,"F","2","0"
"5540",21,"M","2","0"
"5541",46,"F","2","0"
"5542",18,"M","1","0"
"5543",18,"F","1","0"
"5544",17,"M","1","1+"
"5545",20,"F","1","1+"
"5546",16,"M","1","0"
"5547",17,"F","1","0"
"5548",17,"F","1","0"
"5549",17,"M","1","0"
"5550",25,"F","2","1+"
"5551",36,"F","2","0"
"5552",18,"F","1","0"
"5553",22,"M","2","0"
"5554",18,"M","1","0"
"5555",58,"F","1","0"
"5556",18,"M","2","0"
"5557",22,"F","2","0"
"5558",17,"M","1","0"
"5559",18,"M","1","0"
"5560",18,"F","1","1+"
"5561",23,"M","1","0"
"5562",18,"F","1","0"
"5563",22,"F","1","0"
"5564",18,"F","1","0"
"5565",18,"F","2","0"
"5566",24,"F","3","0"
"5567",40,"F","1","0"
"5568",18,"F","1","0"
"5569",24,"M","1","0"
"5570",48,"F","1","0"
"5571",18,"M","1","0"
"5572",17,"M","2","1+"
"5573",20,"M","2","0"
"5574",24,"F","1","0"
"5575",23,"M","1","0"
"5576",18,"F","1","0"
"5577",17,"F","2","0"
"5578",18,"M","1","0"
"5579",18,"F","1","0"
"5580",18,"M","1","1+"
"5581",20,"F","1","0"
"5582",23,"F","1","0"
"5583",20,"F","3","0"
"5584",27,"F","3","0"
"5585",28,"M","3","0"
"5586",18,"F","1","0"
"5587",20,"M","1","0"
"5588",24,"F","2","0"
"5589",31,"F","1","0"
"5590",23,"M","2","0"
"5591",19,"M","3","0"
"5592",21,"F","1","0"
"5593",21,"F","1","0"
"5594",28,"M","1","0"
"5595",17,"M","3","0"
"5596",18,"M","2","0"
"5597",20,"F","1","0"
"5598",18,"F","2","0"
"5599",23,"F","2","0"
"5600",17,"F","1","0"
"5601",18,"M","2","0"
"5602",22,"F","1","0"
"5603",18,"F","2","0"
"5604",21,"F","1","0"
"5605",26,"F","3","0"
"5606",21,"M","1","0"
"5607",17,"F","1","0"
"5608",17,"M","1","1+"
"5609",18,"F","1","0"
"5610",26,"M","1","0"
"5611",28,"F","1","0"
"5612",21,"M","2","0"
"5613",17,"M","1","0"
"5614",18,"M","1","0"
"5615",18,"F","1","0"
"5616",18,"M","1","1+"
"5617",19,"M","3","0"
"5618",24,"M","1","0"
"5619",19,"M","1","0"
"5620",17,"M","2","0"
"5621",47,"F","3","0"
"5622",17,"M","2","0"
"5623",19,"F","1","0"
"5624",26,"F","1","0"
"5625",21,"F","1","0"
"5626",17,"M","2","0"
"5627",18,"F","1","0"
"5628",18,"M","3","0"
"5629",32,"M","3","0"
"5630",25,"M","1","0"
"5631",18,"F","2","0"
"5632",24,"M","1","0"
"5633",17,"M","2","0"
"5634",18,"F","2","0"
"5635",28,"F","2","0"
"5636",20,"M","2","0"
"5637",19,"F","1","0"
"5638",21,"M","1","0"
"5639",18,"M","2","0"
"5640",19,"F","2","0"
"5641",19,"F","1","0"
"5642",32,"F","2","0"
"5643",33,"F","1","0"
"5644",18,"F","1","0"
"5645",17,"F","1","0"
"5646",44,"F","2","0"
"5647",18,"F","1","1+"
"5648",25,"M","1","1+"
"5649",18,"M","3","0"
"5650",17,"F","1","0"
"5651",18,"M","3","0"
"5652",18,"M","1","0"
"5653",18,"F","1","0"
"5654",22,"F","3","0"
"5655",20,"F","3","0"
"5656",38,"F","1","0"
"5657",18,"F","1","0"
"5658",18,"F","1","0"
"5659",20,"F","1","0"
"5660",18,"F","3","0"
"5661",18,"F","3","0"
"5662",18,"M","1","0"
"5663",24,"M","1","0"
"5664",18,"M","1","1+"
"5665",34,"F","1","0"
"5666",17,"F","2","0"
"5667",18,"F","1","0"
"5668",17,"M","1","0"
"5669",20,"F","2","0"
"5670",23,"F","2","0"
"5671",18,"F","1","0"
"5672",41,"M","2","0"
"5673",24,"F","3","0"
"5674",20,"F","1","0"
"5675",19,"F","1","0"
"5676",18,"F","3","0"
"5677",18,"M","1","0"
"5678",19,"F","2","0"
"5679",18,"M","2","0"
"5680",29,"F","3","0"
"5681",22,"F","1","0"
"5682",24,"F","3","0"
"5683",18,"M","3","0"
"5684",18,"M","1","1+"
"5685",21,"F","1","0"
"5686",19,"F","1","0"
"5687",46,"F","3","0"
"5688",23,"M","1","0"
"5689",18,"M","1","0"
"5690",18,"F","3","0"
"5691",24,"F","3","0"
"5692",18,"M","1","0"
"5693",18,"F","1","0"
"5694",19,"F","3","0"
"5695",18,"F","1","0"
"5696",18,"F","1","0"
"5697",30,"M","3","0"
"5698",17,"M","1","0"
"5699",18,"M","1","0"
"5700",51,"F","3","0"
"5701",19,"M","3","0"
"5702",18,"M","1","0"
"5703",19,"F","2","0"
"5704",20,"F","3","0"
"5705",18,"M","1","0"
"5706",50,"F","2","0"
"5707",18,"F","1","1+"
"5708",18,"F","1","0"
"5709",22,"F","2","0"
"5710",18,"F","1","0"
"5711",18,"F","1","0"
"5712",18,"M","3","1+"
"5713",21,"F","3","0"
"5714",26,"M","1","0"
"5715",17,"M","1","0"
"5716",18,"M","1","0"
"5717",18,"M","1","0"
"5718",31,"M","2","0"
"5719",19,"M","3","0"
"5720",44,"F","1","0"
"5721",18,"F","1","0"
"5722",20,"F","2","0"
"5723",18,"F","1","1+"
"5724",55,"M","1","0"
"5725",26,"F","3","0"
"5726",18,"F","3","0"
"5727",19,"F","1","0"
"5728",19,"F","3","0"
"5729",20,"M","1","0"
"5730",18,"M","1","0"
"5731",18,"F","1","0"
"5732",19,"M","3","0"
"5733",45,"F","2","0"
"5734",29,"F","1","0"
"5735",24,"F","3","0"
"5736",17,"F","1","0"
"5737",18,"M","1","0"
"5738",17,"M","2","1+"
"5739",17,"F","1","0"
"5740",18,"F","1","0"
"5741",18,"F","1","0"
"5742",37,"F","1","0"
"5743",18,"F","2","0"
