"","int_age","sex","freq","acc_inv"
"2318",21,"F","1","0"
"2319",18,"F","1","1+"
"2320",25,"M","1","1+"
"2321",30,"M","1","1+"
"2322",29,"F","3","0"
"2323",19,"F","3","0"
"2324",47,"M","2","0"
"2325",20,"M","1","0"
"2326",18,"F","1","0"
"2327",17,"M","1","1+"
"2328",29,"F","2","0"
"2329",20,"M","1","0"
"2330",18,"F","1","1+"
"2331",35,"M","3","0"
"2332",19,"F","1","0"
"2333",17,"F","1","0"
"2334",18,"M","3","0"
"2335",21,"M","2","0"
"2336",21,"M","3","0"
"2337",19,"F","1","0"
"2338",25,"F","3","0"
"2339",19,"F","1","0"
"2340",17,"M","1","0"
"2341",25,"F","3","0"
"2342",27,"F","1","0"
"2343",27,"F","2","0"
"2344",19,"F","2","0"
"2345",33,"F","1","0"
"2346",39,"F","1","0"
"2347",21,"F","1","0"
"2348",35,"F","2","0"
"2349",24,"M","1","0"
"2350",18,"F","2","0"
"2351",18,"M","1","1+"
"2352",18,"F","1","0"
"2353",18,"F","1","0"
"2354",38,"F","1","0"
"2355",29,"M","1","0"
"2356",18,"F","1","0"
"2357",18,"M","2","0"
"2358",20,"F","2","0"
"2359",19,"M","2","1+"
"2360",18,"M","3","0"
"2361",18,"M","1","1+"
"2362",18,"F","1","0"
"2363",47,"F","1","0"
"2364",18,"F","1","0"
"2365",32,"M","1","0"
"2366",43,"F","2","0"
"2367",25,"F","3","0"
"2368",19,"F","2","1+"
"2369",44,"M","1","0"
"2370",19,"F","1","0"
"2371",23,"M","1","0"
"2372",67,"F","2","0"
"2373",17,"M","1","0"
"2374",27,"M","3","0"
"2375",17,"F","1","1+"
"2376",18,"F","1","1+"
"2377",31,"F","2","0"
"2378",28,"M","2","0"
"2379",19,"F","2","0"
"2380",19,"F","1","0"
"2381",17,"F","1","0"
"2382",18,"M","3","0"
"2383",25,"M","2","0"
"2384",18,"F","2","0"
"2385",22,"F","3","0"
"2386",18,"F","1","0"
"2387",46,"F","1","0"
"2388",19,"M","1","0"
"2389",36,"F","3","0"
"2390",45,"F","1","0"
"2391",18,"F","1","0"
"2392",19,"F","1","0"
"2393",45,"M","2","0"
"2394",17,"F","1","0"
"2395",20,"F","3","0"
"2396",18,"F","1","0"
"2397",22,"F","1","0"
"2398",32,"M","2","0"
"2399",24,"M","2","0"
"2400",21,"F","1","0"
"2401",18,"M","3","0"
"2402",39,"M","2","0"
"2403",37,"F","1","0"
"2404",18,"M","3","0"
"2405",25,"M","2","0"
"2406",18,"M","1","0"
"2407",17,"M","1","1+"
"2408",19,"F","2","0"
"2409",19,"F","1","0"
"2410",23,"M","3","0"
"2411",19,"M","2","0"
"2412",20,"F","2","0"
"2413",32,"F","3","0"
"2414",18,"F","3","0"
"2415",18,"M","2","0"
"2416",18,"F","2","0"
"2417",18,"M","3","0"
"2418",18,"F","2","0"
"2419",23,"F","1","0"
"2420",18,"F","1","0"
"2421",17,"M","1","0"
"2422",18,"M","2","0"
"2423",27,"F","2","0"
"2424",18,"F","1","0"
"2425",17,"M","1","0"
"2426",18,"F","2","0"
"2427",41,"F","1","0"
"2428",18,"M","2","0"
"2429",22,"F","2","0"
"2430",18,"F","3","0"
"2431",19,"F","1","0"
"2432",28,"F","3","0"
"2433",20,"F","1","0"
"2434",35,"F","1","0"
"2435",26,"F","2","0"
"2436",18,"M","1","1+"
"2437",38,"M","1","0"
"2438",29,"F","1","0"
"2439",50,"M","3","0"
"2440",17,"F","1","0"
"2441",37,"F","1","0"
"2442",37,"M","2","0"
"2443",19,"F","1","0"
"2444",19,"M","2","0"
"2445",17,"M","1","0"
"2446",18,"F","1","0"
"2447",33,"F","2","0"
"2448",33,"M","2","0"
"2449",25,"M","2","0"
"2450",21,"F","1","0"
"2451",18,"M","1","0"
"2452",20,"F","1","0"
"2453",32,"F","2","0"
"2454",18,"F","2","0"
"2455",33,"F","3","0"
"2456",32,"M","2","0"
"2457",17,"F","1","0"
"2458",21,"M","1","0"
"2459",18,"F","1","0"
"2460",35,"F","1","0"
"2461",19,"F","1","0"
"2462",36,"F","1","0"
"2463",31,"F","2","0"
"2464",19,"M","1","0"
"2465",22,"M","1","0"
"2466",18,"F","3","0"
"2467",21,"M","2","0"
"2468",19,"F","1","0"
"2469",17,"F","2","0"
"2470",18,"F","2","1+"
"2471",31,"F","1","0"
"2472",18,"M","2","0"
"2473",18,"F","1","0"
"2474",35,"F","3","0"
"2475",18,"M","3","1+"
"2476",24,"F","2","0"
"2477",28,"F","1","0"
"2478",18,"M","2","0"
"2479",18,"M","3","0"
"2480",22,"F","3","0"
"2481",21,"M","2","0"
"2482",24,"F","2","0"
"2483",17,"M","1","0"
"2484",18,"F","1","0"
"2485",19,"M","3","0"
"2486",20,"F","2","0"
"2487",18,"F","3","0"
"2488",18,"F","1","0"
"2489",23,"F","3","0"
"2490",26,"M","2","0"
"2491",18,"F","1","0"
"2492",18,"F","1","0"
"2493",23,"F","1","0"
"2494",20,"F","1","0"
"2495",18,"F","2","0"
"2496",20,"F","3","0"
"2497",19,"F","3","0"
"2498",18,"F","3","0"
"2499",17,"F","1","0"
"2500",29,"F","3","0"
"2501",18,"M","2","0"
"2502",23,"F","2","0"
"2503",23,"F","1","0"
"2504",24,"F","1","0"
"2505",18,"M","1","0"
"2506",18,"F","1","1+"
"2507",43,"F","3","0"
"2508",32,"F","2","0"
"2509",18,"F","2","0"
"2510",18,"F","2","0"
"2511",24,"F","2","0"
"2512",41,"M","2","0"
"2513",21,"M","1","0"
"2514",17,"M","1","0"
"2515",18,"M","1","0"
"2516",17,"F","1","0"
"2517",18,"F","1","0"
"2518",18,"M","1","0"
"2519",22,"M","2","0"
"2520",50,"M","1","0"
"2521",17,"F","1","0"
"2522",17,"M","1","0"
"2523",18,"F","3","0"
"2524",18,"F","2","0"
"2525",20,"M","1","0"
"2526",18,"F","1","0"
"2527",18,"F","1","0"
"2528",17,"F","1","0"
"2529",36,"F","1","0"
"2530",20,"F","2","0"
"2531",18,"M","2","0"
"2532",46,"M","2","0"
"2533",30,"F","2","0"
"2534",18,"F","1","0"
"2535",18,"F","1","0"
"2536",22,"M","1","1+"
"2537",21,"F","1","0"
"2538",18,"M","1","1+"
"2539",17,"M","1","0"
"2540",18,"F","1","0"
"2541",21,"F","2","0"
"2542",17,"M","1","0"
"2543",18,"M","1","0"
"2544",18,"F","2","0"
"2545",18,"F","2","0"
"2546",18,"M","2","0"
"2547",33,"M","2","0"
"2548",33,"F","2","0"
"2549",18,"M","3","0"
"2550",19,"M","1","0"
"2551",17,"F","1","0"
"2552",18,"F","1","0"
"2553",17,"F","3","0"
"2554",17,"M","1","0"
"2555",35,"M","3","0"
"2556",18,"F","3","0"
"2557",34,"M","1","0"
"2558",22,"M","1","0"
"2559",18,"F","2","0"
"2560",21,"M","1","0"
"2561",22,"F","3","0"
"2562",18,"F","3","0"
"2563",18,"F","2","0"
"2564",26,"F","1","0"
"2565",25,"M","3","0"
"2566",28,"F","2","0"
"2567",17,"F","1","0"
"2568",22,"M","1","0"
"2569",34,"F","3","0"
"2570",25,"F","1","0"
"2571",17,"F","2","0"
"2572",17,"M","1","0"
"2573",18,"M","3","0"
"2574",18,"F","2","1+"
"2575",40,"F","3","0"
"2576",21,"F","3","0"
"2577",24,"F","2","0"
"2578",18,"F","3","0"
"2579",19,"F","3","0"
"2580",18,"F","2","0"
"2581",19,"M","3","0"
"2582",18,"M","1","0"
"2583",18,"F","2","0"
"2584",18,"F","1","0"
"2585",18,"F","2","0"
"2586",18,"F","2","0"
"2587",18,"F","1","0"
"2588",19,"F","3","0"
"2589",18,"M","1","1+"
"2590",26,"F","2","0"
"2591",18,"M","1","0"
"2592",18,"M","2","0"
"2593",24,"M","1","0"
"2594",18,"F","3","0"
"2595",19,"M","1","0"
"2596",55,"F","2","0"
"2597",17,"F","1","0"
"2598",64,"F","1","0"
"2599",24,"M","1","0"
"2600",17,"M","1","0"
"2601",24,"F","3","0"
"2602",32,"F","3","0"
"2603",27,"F","3","0"
"2604",18,"F","2","0"
"2605",18,"M","2","1+"
"2606",18,"F","1","0"
"2607",17,"F","1","0"
"2608",49,"F","2","0"
"2609",24,"F","1","0"
"2610",20,"M","3","0"
"2611",31,"F","3","0"
"2612",18,"F","1","0"
"2613",20,"F","2","0"
"2614",24,"F","1","0"
"2615",18,"F","2","1+"
"2616",41,"F","2","0"
"2617",22,"F","2","0"
"2618",53,"F","1","0"
"2619",18,"F","2","0"
"2620",34,"F","1","0"
"2621",32,"F","1","0"
"2622",52,"F","1","0"
"2623",18,"F","1","0"
"2624",32,"M","3","0"
"2625",17,"M","2","0"
"2626",18,"F","2","0"
"2627",23,"F","2","0"
"2628",36,"F","3","0"
"2629",18,"M","1","0"
"2630",23,"M","3","0"
"2631",21,"M","2","0"
"2632",19,"F","1","0"
"2633",20,"F","1","0"
"2634",18,"M","1","0"
"2635",42,"M","1","0"
"2636",27,"M","1","1+"
"2637",18,"M","1","0"
"2638",24,"F","2","0"
"2639",18,"F","1","0"
"2640",17,"F","2","0"
"2641",19,"F","1","0"
"2642",36,"M","1","0"
"2643",17,"F","2","0"
"2644",18,"F","3","0"
"2645",19,"F","3","0"
"2646",25,"M","1","0"
"2647",18,"M","1","0"
"2648",22,"F","1","1+"
"2649",27,"M","1","0"
"2650",18,"F","1","0"
"2651",18,"F","1","0"
"2652",18,"F","1","1+"
"2653",21,"F","1","0"
"2654",19,"M","1","0"
"2655",17,"M","2","0"
"2656",17,"M","1","0"
"2657",31,"F","1","0"
"2658",30,"F","2","0"
"2659",18,"M","1","0"
"2660",19,"F","1","0"
"2661",29,"F","1","0"
"2662",18,"M","2","0"
"2663",19,"F","1","0"
"2664",20,"M","1","0"
"2665",21,"M","3","0"
"2666",17,"M","1","1+"
"2667",18,"M","1","0"
"2668",19,"F","2","0"
"2669",49,"F","1","0"
"2670",17,"M","1","0"
"2671",19,"F","1","0"
"2672",18,"M","3","0"
"2673",39,"F","2","0"
"2674",21,"F","3","0"
"2675",55,"F","1","0"
"2676",52,"F","3","0"
"2677",28,"F","2","0"
"2678",20,"F","1","0"
"2679",19,"M","2","0"
"2680",18,"F","1","0"
"2681",28,"F","3","0"
"2682",19,"F","1","0"
"2683",18,"F","1","0"
"2684",59,"F","2","0"
"2685",22,"F","1","0"
"2686",18,"F","3","0"
"2687",25,"F","1","0"
"2688",23,"M","2","0"
"2689",17,"F","2","0"
"2690",18,"F","1","0"
"2691",34,"F","1","0"
"2692",18,"F","2","1+"
"2693",22,"F","1","0"
"2694",17,"F","1","1+"
"2695",18,"M","3","0"
"2696",22,"M","1","0"
"2697",31,"F","3","0"
"2698",18,"F","1","0"
"2699",17,"M","2","0"
"2700",19,"M","2","0"
"2701",18,"M","2","0"
"2702",19,"F","2","0"
"2703",22,"F","1","0"
"2704",26,"F","1","1+"
"2705",18,"M","2","0"
"2706",27,"F","1","0"
"2707",20,"F","1","0"
"2708",30,"F","1","0"
"2709",18,"F","1","0"
"2710",31,"F","1","0"
"2711",18,"F","1","0"
"2712",18,"F","2","0"
"2713",21,"F","1","0"
"2714",18,"M","3","0"
"2715",17,"F","1","0"
"2716",17,"M","1","0"
"2717",17,"F","1","0"
"2718",18,"F","1","0"
"2719",20,"M","2","1+"
"2720",18,"F","2","0"
"2721",39,"F","3","0"
"2722",30,"M","3","0"
"2723",18,"F","1","0"
"2724",18,"M","2","0"
"2725",42,"F","3","0"
"2726",22,"F","1","0"
"2727",18,"M","1","0"
"2728",19,"F","3","0"
"2729",25,"F","1","0"
"2730",18,"F","1","0"
"2731",28,"F","3","1+"
"2732",17,"M","2","1+"
"2733",18,"F","3","0"
"2734",18,"F","3","1+"
"2735",22,"M","1","0"
"2736",17,"M","1","0"
"2737",28,"F","1","0"
"2738",19,"M","1","0"
"2739",31,"F","1","0"
"2740",17,"F","1","1+"
"2741",18,"M","1","0"
"2742",18,"M","1","1+"
"2743",19,"F","1","0"
"2744",18,"M","2","0"
"2745",19,"F","3","0"
"2746",20,"F","2","0"
"2747",39,"F","2","0"
"2748",17,"F","2","0"
"2749",19,"M","2","0"
"2750",38,"F","2","0"
"2751",30,"F","1","0"
"2752",32,"M","1","0"
"2753",17,"F","3","0"
"2754",19,"M","1","0"
"2755",17,"F","1","0"
"2756",19,"M","3","0"
"2757",18,"M","1","0"
"2758",18,"F","2","0"
"2759",30,"F","2","0"
"2760",28,"F","1","0"
"2761",18,"M","1","0"
"2762",18,"F","1","0"
"2763",40,"M","1","0"
"2764",33,"F","1","0"
"2765",18,"F","2","0"
"2766",18,"F","1","0"
"2767",25,"F","1","0"
"2768",17,"M","1","0"
"2769",17,"F","2","0"
"2770",31,"F","2","0"
"2771",41,"M","1","0"
"2772",18,"F","2","0"
"2773",21,"F","1","0"
"2774",21,"F","1","0"
"2775",25,"F","1","0"
"2776",44,"M","1","1+"
"2777",46,"F","2","0"
"2778",18,"F","2","0"
"2779",22,"M","1","0"
"2780",17,"M","1","0"
"2781",18,"F","1","0"
"2782",22,"F","1","1+"
"2783",19,"F","2","0"
"2784",28,"F","1","0"
"2785",24,"F","1","0"
"2786",19,"F","1","0"
"2787",18,"M","2","0"
"2788",18,"F","1","0"
"2789",18,"M","2","0"
"2790",17,"M","2","0"
"2791",43,"F","1","0"
"2792",29,"F","1","0"
"2793",44,"M","2","0"
"2794",17,"F","3","0"
"2795",21,"M","1","0"
"2796",18,"F","1","0"
"2797",17,"F","1","1+"
"2798",17,"F","1","0"
"2799",27,"M","3","0"
"2800",19,"M","3","0"
"2801",17,"F","1","1+"
"2802",17,"M","1","1+"
"2803",18,"F","1","0"
"2804",19,"F","2","0"
"2805",21,"F","1","0"
"2806",20,"F","1","0"
"2807",21,"F","3","0"
"2808",18,"F","1","0"
"2809",17,"F","1","0"
"2810",28,"F","1","1+"
"2811",23,"M","2","0"
"2812",20,"M","2","0"
"2813",18,"F","1","0"
"2814",36,"F","2","0"
"2815",18,"F","1","0"
"2816",17,"M","1","0"
"2817",24,"F","2","0"
"2818",29,"F","1","0"
"2819",19,"M","1","0"
"2820",20,"M","1","0"
"2821",18,"F","1","0"
"2822",32,"F","2","0"
"2823",18,"M","1","0"
"2824",30,"F","1","0"
"2825",30,"M","2","0"
"2826",40,"M","1","0"
"2827",19,"M","1","0"
"2828",34,"M","1","0"
"2829",18,"F","1","0"
"2830",17,"M","1","0"
"2831",43,"F","1","0"
"2832",30,"F","2","0"
"2833",17,"M","3","0"
"2834",17,"M","3","0"
"2835",18,"M","3","0"
"2836",23,"F","3","0"
"2837",18,"F","1","0"
"2838",18,"M","1","0"
"2839",18,"M","1","0"
"2840",20,"F","3","0"
"2841",17,"F","1","0"
"2842",28,"F","1","0"
"2843",18,"F","1","0"
"2844",22,"F","1","0"
"2845",22,"F","3","0"
"2846",21,"F","1","0"
"2847",18,"M","1","0"
"2848",18,"F","1","0"
"2849",23,"M","2","1+"
"2850",18,"F","1","0"
"2851",18,"M","2","0"
"2852",18,"M","1","0"
"2853",18,"F","1","1+"
"2854",21,"F","1","0"
"2855",17,"F","1","1+"
"2856",17,"M","1","0"
"2857",20,"F","1","0"
"2858",18,"M","1","0"
"2859",34,"M","2","0"
"2860",34,"F","2","0"
"2861",18,"F","1","0"
"2862",19,"M","1","0"
"2863",21,"F","2","0"
"2864",28,"M","1","0"
"2865",17,"M","2","0"
"2866",20,"F","1","0"
"2867",19,"F","1","0"
"2868",55,"F","3","0"
"2869",17,"M","1","0"
"2870",22,"M","1","0"
"2871",18,"F","2","0"
"2872",18,"M","3","0"
"2873",23,"F","3","0"
"2874",18,"F","2","0"
"2875",18,"F","3","0"
"2876",18,"F","1","1+"
"2877",18,"M","2","1+"
"2878",18,"F","3","0"
"2879",17,"F","1","0"
"2880",18,"M","1","0"
"2881",18,"F","1","0"
"2882",17,"F","2","0"
"2883",18,"M","1","0"
"2884",18,"F","1","0"
"2885",17,"M","1","0"
"2886",18,"M","1","0"
"2887",18,"F","3","0"
"2888",18,"F","3","0"
"2889",19,"F","3","0"
"2890",18,"F","2","0"
"2891",20,"F","1","0"
"2892",41,"M","1","0"
"2893",18,"F","3","0"
"2894",23,"F","1","0"
"2895",40,"F","1","0"
"2896",18,"F","1","0"
"2897",18,"F","2","0"
"2898",18,"F","2","0"
"2899",35,"F","1","0"
"2900",25,"F","2","0"
"2901",44,"M","2","0"
"2902",18,"F","2","0"
"2903",33,"F","2","0"
"2904",23,"F","2","0"
"2905",26,"F","1","0"
"2906",17,"M","2","0"
"2907",18,"F","3","0"
"2908",18,"M","1","0"
"2909",18,"F","1","0"
"2910",30,"M","1","0"
"2911",24,"M","2","0"
"2912",18,"M","1","0"
"2913",18,"F","2","0"
"2914",20,"F","1","0"
"2915",40,"M","3","0"
"2916",18,"M","3","0"
"2917",18,"F","1","0"
"2918",50,"F","1","0"
"2919",30,"F","1","0"
"2920",31,"F","2","0"
"2921",18,"F","2","0"
"2922",18,"M","1","0"
"2923",17,"F","1","0"
"2924",28,"F","2","0"
"2925",18,"M","1","0"
"2926",25,"F","1","0"
"2927",18,"F","1","1+"
"2928",17,"F","1","0"
"2929",26,"F","2","0"
"2930",20,"F","1","0"
"2931",21,"F","2","0"
"2932",18,"M","1","0"
"2933",18,"F","2","0"
"2934",18,"M","3","0"
"2935",18,"M","1","0"
"2936",17,"M","1","0"
"2937",18,"M","1","1+"
"2938",18,"M","1","0"
"2939",26,"F","1","0"
"2940",37,"F","1","0"
"2941",18,"F","2","0"
"2942",18,"F","1","0"
"2943",18,"M","1","0"
"2944",21,"F","1","0"
"2945",23,"F","1","0"
"2946",18,"F","1","0"
"2947",20,"M","1","0"
"2948",29,"F","1","0"
"2949",18,"F","2","0"
"2950",18,"F","3","0"
"2951",18,"F","1","0"
"2952",17,"F","1","1+"
"2953",21,"F","1","0"
"2954",18,"M","2","0"
"2955",26,"F","1","0"
"2956",29,"F","1","0"
"2957",31,"F","3","0"
"2958",18,"F","3","0"
"2959",30,"F","3","0"
"2960",18,"M","2","0"
"2961",18,"F","2","0"
"2962",22,"F","1","0"
"2963",17,"M","1","0"
"2964",17,"F","3","0"
"2965",18,"F","2","0"
"2966",18,"F","3","0"
"2967",20,"F","1","0"
"2968",17,"M","1","0"
"2969",18,"F","1","0"
"2970",20,"M","1","0"
"2971",38,"F","1","0"
"2972",38,"M","1","0"
"2973",25,"F","2","1+"
"2974",18,"F","1","0"
"2975",18,"F","1","0"
"2976",21,"M","2","0"
"2977",24,"F","1","0"
"2978",26,"F","3","0"
"2979",50,"F","1","0"
"2980",43,"F","2","0"
"2981",18,"M","3","0"
"2982",18,"M","1","0"
"2983",18,"F","2","0"
"2984",25,"F","1","0"
"2985",19,"F","1","0"
"2986",26,"F","1","0"
"2987",18,"F","1","0"
"2988",25,"M","1","0"
"2989",20,"F","3","0"
"2990",19,"F","1","1+"
"2991",18,"F","2","0"
"2992",20,"M","1","0"
"2993",30,"F","1","0"
"2994",19,"M","2","0"
"2995",20,"M","1","0"
"2996",19,"F","2","0"
"2997",19,"F","1","0"
"2998",18,"M","1","0"
"2999",28,"F","3","0"
"3000",18,"M","3","0"
"3001",23,"F","1","0"
"3002",19,"F","1","0"
"3003",33,"F","2","0"
"3004",22,"F","1","0"
"3005",18,"F","2","0"
"3006",17,"F","1","0"
"3007",18,"M","1","0"
"3008",39,"F","3","0"
"3009",24,"F","2","0"
"3010",18,"M","1","0"
"3011",23,"F","2","0"
"3012",17,"M","1","0"
"3013",18,"F","2","0"
"3014",18,"F","1","0"
"3015",17,"F","1","0"
"3016",17,"F","1","0"
"3017",18,"F","1","0"
"3018",32,"F","2","0"
"3019",18,"F","1","0"
"3020",19,"M","2","0"
"3021",18,"F","3","0"
"3022",23,"F","1","0"
"3023",19,"F","3","0"
"3024",18,"F","1","0"
"3025",17,"F","1","0"
"3026",18,"F","1","0"
"3027",17,"F","1","0"
"3028",19,"F","2","0"
"3029",18,"F","1","0"
"3030",56,"F","2","0"
"3031",18,"M","2","0"
"3032",18,"F","1","0"
"3033",21,"F","1","0"
"3034",18,"M","1","0"
"3035",25,"F","2","0"
"3036",34,"F","1","0"
"3037",28,"F","1","0"
"3038",17,"F","1","0"
"3039",18,"F","1","0"
"3040",18,"F","2","0"
"3041",22,"F","1","0"
"3042",63,"M","2","1+"
"3043",18,"M","1","1+"
"3044",21,"F","1","0"
"3045",42,"F","1","0"
"3046",18,"F","2","0"
"3047",18,"M","2","1+"
"3048",17,"F","1","0"
"3049",40,"F","1","0"
"3050",17,"F","1","0"
"3051",18,"F","1","0"
"3052",19,"F","1","0"
"3053",24,"M","1","0"
"3054",17,"F","3","0"
"3055",22,"F","2","0"
"3056",17,"M","2","1+"
"3057",21,"F","3","0"
"3058",35,"F","1","0"
"3059",17,"F","2","0"
"3060",19,"F","1","0"
"3061",18,"M","2","0"
"3062",17,"M","1","0"
"3063",23,"F","1","0"
"3064",20,"F","3","0"
"3065",17,"M","3","0"
"3066",28,"F","2","0"
"3067",47,"F","2","0"
"3068",22,"M","1","0"
"3069",18,"F","1","0"
"3070",31,"F","1","0"
"3071",25,"F","3","0"
"3072",19,"F","1","0"
"3073",19,"F","1","1+"
"3074",20,"F","3","0"
"3075",18,"M","3","0"
"3076",37,"F","3","0"
"3077",18,"M","1","0"
"3078",18,"M","2","0"
"3079",32,"M","3","0"
"3080",18,"M","1","0"
"3081",26,"F","1","0"
"3082",29,"M","2","0"
"3083",18,"F","1","1+"
"3084",18,"F","1","0"
"3085",24,"M","1","0"
"3086",19,"F","1","0"
"3087",28,"F","1","0"
"3088",18,"F","3","0"
"3089",34,"M","1","0"
"3090",17,"M","2","0"
"3091",21,"F","1","0"
"3092",20,"F","1","0"
"3093",20,"F","3","0"
"3094",28,"F","1","0"
"3095",19,"M","1","0"
"3096",18,"F","3","0"
"3097",32,"M","3","0"
"3098",18,"F","3","0"
"3099",21,"M","1","0"
"3100",19,"F","3","0"
"3101",18,"F","3","0"
"3102",18,"F","1","0"
"3103",24,"M","1","0"
"3104",18,"F","2","0"
"3105",23,"F","1","0"
"3106",19,"F","1","1+"
"3107",19,"M","1","0"
"3108",24,"F","1","0"
"3109",32,"M","2","0"
"3110",18,"M","2","0"
"3111",39,"F","1","0"
"3112",18,"M","1","0"
"3113",18,"F","1","0"
"3114",18,"F","3","0"
"3115",18,"M","1","0"
"3116",23,"M","1","0"
"3117",32,"F","1","0"
"3118",41,"F","2","0"
"3119",18,"M","1","0"
"3120",18,"M","1","0"
"3121",21,"F","3","0"
"3122",17,"F","1","0"
"3123",18,"F","1","0"
"3124",18,"M","2","0"
"3125",32,"F","1","0"
"3126",25,"F","1","0"
"3127",25,"F","3","0"
"3128",21,"F","1","0"
"3129",18,"F","2","0"
"3130",17,"M","1","0"
"3131",23,"F","1","0"
"3132",34,"M","1","0"
"3133",30,"F","1","0"
"3134",38,"F","2","0"
"3135",17,"M","2","0"
"3136",36,"F","1","0"
"3137",22,"F","1","0"
"3138",18,"F","3","0"
"3139",36,"F","1","0"
"3140",28,"F","1","0"
"3141",20,"F","3","0"
"3142",18,"F","1","0"
"3143",18,"M","2","0"
"3144",39,"F","1","0"
"3145",18,"M","1","0"
"3146",18,"M","1","0"
"3147",17,"F","2","0"
"3148",28,"M","1","0"
"3149",36,"F","1","0"
"3150",23,"F","2","0"
"3151",18,"F","2","0"
"3152",22,"F","2","0"
"3153",42,"F","1","0"
"3154",35,"F","2","0"
"3155",18,"M","1","0"
"3156",18,"F","2","0"
"3157",22,"M","1","0"
"3158",29,"F","2","0"
"3159",43,"F","1","0"
"3160",17,"M","2","1+"
"3161",18,"M","2","0"
"3162",19,"F","2","0"
"3163",52,"F","3","0"
"3164",18,"M","1","1+"
"3165",17,"F","1","0"
"3166",18,"F","1","0"
"3167",32,"F","1","0"
"3168",32,"F","3","0"
"3169",17,"F","1","0"
"3170",21,"F","2","0"
"3171",32,"F","1","0"
"3172",20,"F","1","0"
"3173",32,"M","1","0"
"3174",43,"F","3","0"
"3175",18,"F","2","0"
"3176",18,"F","1","0"
"3177",21,"F","1","1+"
"3178",18,"M","3","0"
"3179",17,"F","3","0"
"3180",18,"M","1","0"
"3181",18,"F","1","0"
"3182",18,"F","3","0"
"3183",17,"M","2","0"
"3184",29,"F","1","0"
"3185",18,"F","2","0"
"3186",18,"F","1","0"
"3187",19,"F","1","0"
"3188",19,"M","3","0"
"3189",17,"F","1","0"
"3190",17,"F","1","0"
"3191",22,"M","1","0"
"3192",18,"F","2","0"
"3193",17,"F","1","0"
"3194",18,"M","1","0"
"3195",20,"F","1","0"
"3196",18,"M","1","0"
"3197",47,"F","1","0"
"3198",24,"M","1","0"
"3199",18,"F","3","0"
"3200",26,"F","3","0"
"3201",19,"F","3","0"
"3202",25,"M","1","0"
"3203",17,"M","1","1+"
"3204",18,"F","1","0"
"3205",45,"F","1","0"
"3206",18,"F","2","0"
"3207",18,"F","1","0"
"3208",18,"F","1","0"
"3209",24,"F","1","0"
"3210",40,"F","2","0"
"3211",17,"F","1","0"
"3212",20,"F","2","0"
"3213",18,"M","1","0"
"3214",25,"F","1","0"
"3215",24,"F","1","0"
"3216",18,"M","1","0"
"3217",28,"M","3","0"
"3218",18,"F","3","0"
"3219",18,"F","1","0"
"3220",25,"F","1","0"
"3221",38,"M","2","1+"
"3222",23,"F","2","0"
"3223",18,"M","2","0"
"3224",20,"F","1","0"
"3225",18,"F","1","1+"
"3226",19,"F","1","0"
"3227",19,"M","2","0"
"3228",19,"F","3","0"
"3229",32,"F","2","0"
"3230",18,"M","1","1+"
"3231",17,"F","1","0"
"3232",25,"F","3","0"
"3233",18,"M","1","1+"
"3234",50,"F","2","0"
"3235",18,"M","2","0"
"3236",32,"M","3","0"
"3237",18,"M","2","0"
"3238",18,"F","1","0"
"3239",38,"M","1","0"
"3240",18,"M","3","0"
"3241",26,"F","2","0"
"3242",32,"M","2","1+"
"3243",18,"F","1","0"
"3244",18,"F","2","0"
"3245",18,"M","1","0"
"3246",27,"F","2","0"
"3247",17,"M","3","0"
"3248",18,"M","3","0"
"3249",18,"M","2","0"
"3250",17,"F","1","0"
"3251",41,"F","2","0"
"3252",18,"F","1","0"
"3253",30,"M","2","0"
"3254",55,"F","2","0"
"3255",18,"F","1","0"
"3256",17,"M","1","0"
"3257",20,"F","1","0"
"3258",36,"F","1","0"
"3259",18,"F","1","0"
"3260",19,"F","1","0"
"3261",24,"F","1","0"
"3262",17,"F","1","1+"
"3263",30,"F","2","0"
"3264",23,"M","1","0"
"3265",20,"M","1","0"
"3266",24,"M","1","0"
"3267",17,"F","1","0"
"3268",24,"F","1","0"
"3269",18,"M","1","0"
"3270",18,"F","1","0"
"3271",18,"F","3","0"
"3272",18,"F","2","0"
"3273",26,"F","1","0"
"3274",26,"F","1","0"
"3275",18,"M","1","0"
"3276",34,"F","3","0"
"3277",47,"F","1","0"
"3278",18,"M","1","0"
"3279",17,"F","1","0"
"3280",22,"F","3","0"
"3281",18,"F","2","0"
"3282",18,"F","1","0"
"3283",23,"M","3","0"
"3284",27,"F","2","0"
"3285",20,"F","2","0"
"3286",17,"F","2","0"
"3287",18,"M","3","0"
"3288",17,"M","1","0"
"3289",18,"M","3","0"
"3290",18,"F","2","0"
"3291",18,"F","1","1+"
"3292",27,"F","1","0"
"3293",18,"F","1","0"
"3294",19,"F","1","0"
"3295",31,"F","3","0"
"3296",18,"F","1","0"
"3297",47,"F","2","0"
"3298",30,"F","1","0"
"3299",18,"M","1","0"
"3300",18,"F","1","0"
"3301",18,"F","1","0"
"3302",31,"F","1","0"
"3303",18,"M","1","0"
"3304",18,"F","3","0"
"3305",18,"M","1","0"
"3306",18,"F","1","0"
"3307",17,"F","1","0"
"3308",18,"F","1","0"
"3309",18,"F","1","0"
"3310",17,"M","1","0"
