"","age_group","sex","freq","acc_inv","hp"
"4665","(21,80]","F","2","0","0"
"4666","(21,80]","F","1","0","0"
"4667","(18,21]","F","1","0","0"
"4668","(21,80]","F","2","0","0"
"4669","(21,80]","M","3","0","1"
"4670","(18,21]","F","1","0","1"
"4671","(21,80]","F","2","0","1"
"4672","(21,80]","M","2","0","0"
"4673","(18,21]","M","1","0","1"
"4674","(21,80]","F","1","0","1"
"4675","(16,18]","M","1","0","1"
"4676","(21,80]","F","2","0","1"
"4677","(21,80]","F","3","0","0"
"4678","(16,18]","M","3","0","1"
"4679","(21,80]","F","2","0","1"
"4680","(18,21]","F","1","0","1"
"4681","(21,80]","F","2","0","0"
"4682","(21,80]","F","3","0","1"
"4683","(18,21]","F","1","0","1"
"4684","(18,21]","F","2","0","0"
"4685","(18,21]","F","3","0","1"
"4686","(21,80]","F","1","0","1"
"4687","(21,80]","M","1","0","0"
"4688","(21,80]","F","1","0","1"
"4689","(21,80]","M","1","0","1"
"4690","(16,18]","F","1","0","1"
"4691","(18,21]","F","1","0","0"
"4692","(16,18]","M","2","0","1"
"4693","(21,80]","M","2","0","1"
"4694","(21,80]","F","1","0","0"
"4695","(16,18]","M","3","0","1"
"4696","(16,18]","F","1","0","1"
"4697","(21,80]","F","2","0","1"
"4698","(21,80]","F","3","0","1"
"4699","(16,18]","F","1","0","1"
"4700","(21,80]","F","2","0","1"
"4701","(21,80]","M","3","0","0"
"4702","(21,80]","F","1","0","0"
"4703","(21,80]","F","1","0","1"
"4704","(16,18]","M","2","0","1"
"4705","(21,80]","F","1","0","1"
"4706","(18,21]","F","2","0","1"
"4707","(16,18]","M","1","1+","1"
"4708","(16,18]","M","1","0","1"
"4709","(21,80]","M","1","0","1"
"4710","(21,80]","F","1","0","1"
"4711","(21,80]","M","1","0","1"
"4712","(18,21]","F","3","0","1"
"4713","(21,80]","M","1","0","1"
"4714","(21,80]","F","1","0","1"
"4715","(16,18]","F","1","0","1"
"4716","(18,21]","F","1","0","0"
"4717","(16,18]","M","1","0","1"
"4718","(21,80]","M","2","0","0"
"4719","(21,80]","M","2","0","0"
"4720","(16,18]","M","1","0","1"
"4721","(18,21]","F","1","0","0"
"4722","(18,21]","F","2","0","0"
"4723","(16,18]","F","1","0","1"
"4724","(21,80]","M","2","0","1"
"4725","(16,18]","F","2","0","1"
"4726","(18,21]","F","3","0","0"
"4727","(18,21]","F","1","0","0"
"4728","(21,80]","F","2","0","1"
"4729","(16,18]","F","2","0","1"
"4730","(21,80]","F","1","0","0"
"4731","(16,18]","F","1","0","1"
"4732","(21,80]","F","1","0","0"
"4733","(18,21]","M","1","1+","1"
"4734","(21,80]","F","2","0","0"
"4735","(16,18]","M","1","0","1"
"4736","(18,21]","F","2","0","0"
"4737","(16,18]","F","1","0","1"
"4738","(21,80]","F","3","0","0"
"4739","(21,80]","F","3","0","0"
"4740","(21,80]","F","2","0","0"
"4741","(16,18]","F","2","0","0"
"4742","(21,80]","M","3","0","0"
"4743","(16,18]","F","1","0","1"
"4744","(21,80]","F","1","0","0"
"4745","(21,80]","F","1","0","1"
"4746","(16,18]","F","1","0","1"
"4747","(21,80]","M","2","1+","1"
"4748","(16,18]","F","1","0","1"
"4749","(16,18]","M","1","0","1"
"4750","(21,80]","M","1","0","1"
"4751","(18,21]","F","1","1+","1"
"4752","(18,21]","F","3","0","0"
"4753","(21,80]","M","2","0","1"
"4754","(21,80]","M","1","0","1"
"4755","(16,18]","F","2","0","1"
"4756","(21,80]","F","2","0","1"
"4757","(16,18]","F","3","0","1"
"4758","(16,18]","F","2","0","1"
"4759","(16,18]","F","3","0","1"
"4760","(18,21]","M","1","0","1"
"4761","(21,80]","F","1","0","0"
"4762","(21,80]","M","2","0","0"
"4763","(18,21]","F","1","0","1"
"4764","(16,18]","F","2","0","0"
"4765","(18,21]","M","2","0","1"
"4766","(21,80]","M","1","1+","1"
"4767","(18,21]","F","2","0","1"
"4768","(21,80]","F","1","0","1"
"4769","(18,21]","F","1","0","0"
"4770","(18,21]","M","1","1+","0"
"4771","(18,21]","F","1","0","0"
"4772","(16,18]","M","2","0","1"
"4773","(16,18]","F","1","0","1"
"4774","(21,80]","M","3","0","1"
"4775","(21,80]","F","1","0","1"
"4776","(16,18]","F","2","0","1"
"4777","(21,80]","F","1","0","1"
"4778","(16,18]","F","1","1+","1"
"4779","(16,18]","M","1","0","1"
"4780","(18,21]","F","2","1+","0"
"4781","(16,18]","M","3","0","1"
"4782","(21,80]","M","3","0","0"
"4783","(21,80]","M","2","0","1"
"4784","(18,21]","F","3","0","1"
"4785","(16,18]","F","1","0","1"
"4786","(16,18]","F","3","0","0"
"4787","(21,80]","M","3","0","1"
"4788","(16,18]","M","2","0","1"
"4789","(18,21]","F","1","0","0"
"4790","(21,80]","F","3","0",NA
"4791","(18,21]","F","2","0","0"
"4792","(18,21]","M","1","0","1"
"4793","(18,21]","F","3","0","1"
"4794","(18,21]","M","2","0","1"
"4795","(18,21]","M","1","0","0"
"4796","(16,18]","F","2","0","1"
"4797","(21,80]","F","1","0","0"
"4798","(16,18]","M","1","0","1"
"4799","(21,80]","M","3","0","0"
"4800","(21,80]","M","1","0","1"
"4801","(21,80]","F","3","0","0"
"4802","(18,21]","F","1","0","1"
"4803","(21,80]","M","2","0","0"
"4804","(16,18]","F","1","0","1"
"4805","(21,80]","F","2","0","0"
"4806","(18,21]","M","1","0","1"
"4807","(16,18]","M","1","0","1"
"4808","(21,80]","F","2","0","1"
"4809","(21,80]","F","2","0","0"
"4810","(21,80]","F","1","0","1"
"4811","(21,80]","F","1","1+","0"
"4812","(16,18]","M","1","1+","1"
"4813","(18,21]","F","1","0","1"
"4814","(21,80]","F","2","0","1"
"4815","(21,80]","F","3","0","1"
"4816","(21,80]","M","2","0","1"
"4817","(21,80]","F","2","0","0"
"4818","(18,21]","F","1","0","1"
"4819","(21,80]","F","1","0","1"
"4820","(16,18]","M","1","0","1"
"4821","(16,18]","M","1","0","1"
"4822","(21,80]","F","1","0","0"
"4823","(21,80]","F","3","0","1"
"4824","(21,80]","F","3","0","1"
"4825","(21,80]","F","2","0","0"
"4826","(18,21]","F","2","0","0"
"4827","(16,18]","F","1","0","1"
"4828","(18,21]","F","2","0","0"
"4829","(21,80]","F","1","0","0"
"4830","(18,21]","M","1","1+","1"
"4831","(16,18]","M","1","0","1"
"4832","(21,80]","F","1","0","0"
"4833","(16,18]","M","1","0","1"
"4834","(21,80]","F","1","1+","1"
"4835","(21,80]","F","1","0","1"
"4836","(18,21]","F","2","0","1"
"4837","(21,80]","M","2","0","1"
"4838","(18,21]","F","3","0","0"
"4839","(21,80]","M","1","0",NA
"4840","(16,18]","M","1","0","1"
"4841","(21,80]","F","2","0","1"
"4842","(16,18]","F","2","0","1"
"4843","(21,80]","F","2","0","0"
"4844","(16,18]","M","1","0","1"
"4845","(16,18]","F","1","0","1"
"4846","(16,18]","F","2","0","1"
"4847","(18,21]","F","2","0","1"
"4848","(16,18]","M","1","1+","1"
"4849","(18,21]","M","1","0","0"
"4850","(21,80]","F","1","0","1"
"4851","(21,80]","F","3","0","0"
"4852","(21,80]","F","1","0","1"
"4853","(21,80]","F","3","0","1"
"4854","(21,80]","F","1","0","1"
"4855","(21,80]","F","1","0","0"
"4856","(18,21]","F","2","0","1"
"4857","(16,18]","M","1","0","1"
"4858","(21,80]","M","3","1+","1"
"4859","(18,21]","F","1","0","0"
"4860","(18,21]","M","3","0","1"
"4861","(18,21]","F","3","0","1"
"4862","(21,80]","F","1","0","1"
"4863","(21,80]","F","1","0","1"
"4864","(18,21]","F","2","1+","0"
"4865","(21,80]","F","2","0","1"
"4866","(21,80]","F","1","0","1"
"4867","(21,80]","F","2","0","0"
"4868","(18,21]","M","3","0","0"
"4869","(16,18]","F","1","0","1"
"4870","(21,80]","M","3","0","1"
"4871","(16,18]","F","1","0","1"
"4872","(21,80]","F","1","0","0"
"4873","(18,21]","F","1","0","0"
"4874","(18,21]","M","3","0","1"
"4875","(18,21]","F","3","0","0"
"4876","(18,21]","M","2","0","1"
"4877","(18,21]","M","3","0","1"
"4878","(18,21]","F","1","0","1"
"4879","(16,18]","F","3","0","1"
"4880","(18,21]","F","3","0","0"
"4881","(21,80]","F","1","0","1"
"4882","(16,18]","F","2","0","1"
"4883","(21,80]","M","1","0","0"
"4884","(21,80]","M","2","0","0"
"4885","(21,80]","F","2","0","1"
"4886","(18,21]","F","3","1+","1"
"4887","(21,80]","F","1","0","1"
"4888","(16,18]","F","2","0","1"
"4889","(18,21]","F","2","0","1"
"4890","(18,21]","F","2","0","1"
"4891","(21,80]","F","1","0","0"
"4892","(18,21]","F","1","0","0"
"4893","(18,21]","F","3","0","1"
"4894","(21,80]","F","1","0","1"
"4895","(18,21]","F","1","0","1"
"4896","(21,80]","F","1","0","1"
"4897","(21,80]","F","1","0","1"
"4898","(21,80]","F","3","0","1"
"4899","(18,21]","F","1","0","0"
"4900","(21,80]","F","2","0","1"
"4901","(16,18]","F","3","0","1"
"4902","(21,80]","F","2","0","1"
"4903","(16,18]","M","1","0","0"
"4904","(21,80]","M","3","0","0"
"4905","(16,18]","F","1","0","1"
"4906","(18,21]","F","1","0","1"
"4907","(18,21]","F","2","0","0"
"4908","(21,80]","F","2","0","1"
"4909","(21,80]","F","1","0","1"
"4910","(21,80]","F","1","0","0"
"4911","(21,80]","F","1","0","0"
"4912","(16,18]","F","1","1+","1"
"4913","(16,18]","M","1","0","1"
"4914","(21,80]","F","1","0","0"
"4915","(21,80]","M","2","0","1"
"4916","(21,80]","M","2","0","1"
"4917","(21,80]","F","3","0","1"
"4918","(21,80]","F","2","0","1"
"4919","(18,21]","M","3","0","0"
"4920","(18,21]","F","2","0","1"
"4921","(21,80]","M","1","0","0"
"4922","(21,80]","F","1","0","0"
"4923","(21,80]","M","2","0","1"
"4924","(18,21]","F","1","0","1"
"4925","(18,21]","F","2","0","0"
"4926","(16,18]","M","1","0","1"
"4927","(21,80]","F","1","0","1"
"4928","(18,21]","M","3","0","0"
"4929","(21,80]","F","3","0","1"
"4930","(18,21]","F","1","0","0"
"4931","(21,80]","M","2","0","0"
"4932","(18,21]","F","2","0","1"
"4933","(21,80]","M","1","0","1"
"4934","(21,80]","F","2","0","1"
"4935","(18,21]","M","1","0","1"
"4936","(21,80]","F","2","0","1"
"4937","(16,18]","M","1","0","1"
"4938","(16,18]","F","1","1+","1"
"4939","(16,18]","F","1","0","1"
"4940","(18,21]","M","1","0","1"
"4941","(16,18]","F","1","0","0"
"4942","(21,80]","F","1","0","0"
"4943","(21,80]","F","1","0","0"
"4944","(21,80]","F","1","0","1"
"4945","(21,80]","F","2","0","0"
"4946","(18,21]","M","1","0","1"
"4947","(21,80]","F","2","0","0"
"4948","(16,18]","M","1","0","1"
"4949","(18,21]","F","1","0","1"
"4950","(21,80]","F","2","0","0"
"4951","(16,18]","F","1","0","1"
"4952","(18,21]","F","1","0","0"
"4953","(16,18]","F","3","0","1"
"4954","(18,21]","F","2","0","1"
"4955","(21,80]","M","3","0","1"
"4956","(18,21]","M","2","0",NA
"4957","(21,80]","F","3","0","0"
"4958","(18,21]","M","3","0","0"
"4959","(16,18]","M","1","0","1"
"4960","(18,21]","F","3","0","0"
"4961","(21,80]","F","2","0","1"
"4962","(18,21]","F","1","0","0"
"4963","(16,18]","M","1","1+","1"
"4964","(18,21]","M","1","0","0"
"4965","(18,21]","F","1","0","0"
"4966","(16,18]","M","1","0","1"
"4967","(16,18]","F","2","0","1"
"4968","(16,18]","M","2","0","1"
"4969","(21,80]","M","1","0","1"
"4970","(21,80]","F","1","0","0"
"4971","(21,80]","F","1","0","1"
"4972","(18,21]","F","1","1+","0"
"4973","(21,80]","F","1","0","0"
"4974","(21,80]","M","2","0","0"
"4975","(21,80]","F","2","0","0"
"4976","(21,80]","M","1","0","1"
"4977","(16,18]","F","1","0","1"
"4978","(16,18]","F","2","0","1"
"4979","(18,21]","F","1","0","0"
"4980","(16,18]","M","1","0","1"
"4981","(16,18]","M","1","0","1"
"4982","(21,80]","F","3","0","1"
"4983","(21,80]","F","1","0","0"
"4984","(18,21]","M","1","0","0"
"4985","(16,18]","F","2","0","1"
"4986","(16,18]","F","2","0","1"
"4987","(16,18]","F","1","0","1"
"4988","(21,80]","F","1","0","0"
"4989","(18,21]","F","1","0","1"
"4990","(16,18]","M","1","0","1"
"4991","(21,80]","F","1","0","1"
"4992","(16,18]","F","1","1+","1"
"4993","(18,21]","F","1","0","1"
"4994","(21,80]","F","1","0","0"
"4995","(21,80]","F","1","0","1"
"4996","(16,18]","F","1","0","1"
"4997","(16,18]","F","1","1+","1"
"4998","(18,21]","F","3","0","1"
"4999","(18,21]","F","1","0","0"
"5000","(21,80]","F","1","0","1"
"5001","(18,21]","F","2","0","1"
"5002","(18,21]","F","2","0","1"
"5003","(21,80]","F","2","0","1"
"5004","(21,80]","F","1","0","0"
"5005","(21,80]","M","2","0","1"
"5006","(18,21]","F","1","0","1"
"5007","(18,21]","M","1","1+","1"
"5008","(21,80]","M","1","0","1"
"5009","(21,80]","F","1","0","0"
"5010","(16,18]","F","1","0","1"
"5011","(18,21]","M","2","0","0"
"5012","(18,21]","M","3","0","1"
"5013","(21,80]","F","3","0","0"
"5014","(16,18]","M","1","1+","1"
"5015","(21,80]","M","3","0","1"
"5016","(21,80]","M","3","0","1"
"5017","(18,21]","M","2","0","1"
"5018","(18,21]","F","3","0","1"
"5019","(18,21]","F","2","0","1"
"5020","(21,80]","F","3","0","1"
"5021","(18,21]","F","1","0","1"
"5022","(21,80]","F","1","0","0"
"5023","(18,21]","F","2","0","0"
"5024","(21,80]","M","2","0","0"
"5025","(21,80]","M","3","0","0"
"5026","(18,21]","M","3","0","0"
"5027","(21,80]","F","1","0","0"
"5028","(16,18]","M","1","0","1"
"5029","(16,18]","F","2","0","1"
"5030","(21,80]","F","1","0","1"
"5031","(21,80]","F","1","0","0"
"5032","(16,18]","F","1","0","1"
"5033","(21,80]","F","2","0","0"
"5034","(18,21]","F","1","0","0"
"5035","(16,18]","F","2","0","1"
"5036","(18,21]","F","1","0","1"
"5037","(18,21]","M","1","0","1"
"5038","(21,80]","F","1","0","1"
"5039","(21,80]","M","2","0","1"
"5040","(18,21]","M","2","0","0"
"5041","(18,21]","F","2","0","0"
"5042","(18,21]","F","3","0","0"
"5043","(21,80]","F","2","0","1"
"5044","(18,21]","F","1","0","1"
"5045","(21,80]","F","1","0","1"
"5046","(16,18]","M","1","0","1"
"5047","(18,21]","F","1","0","1"
"5048","(18,21]","F","1","0","0"
"5049","(16,18]","F","2","0","1"
"5050","(21,80]","F","1","0","1"
"5051","(16,18]","F","2","0","1"
"5052","(21,80]","F","1","0","1"
"5053","(16,18]","F","1","0","1"
"5054","(16,18]","F","1","0","1"
"5055","(18,21]","F","1","0","1"
"5056","(18,21]","F","3","0","1"
"5057","(16,18]","F","1","0","1"
"5058","(21,80]","M","3","0","0"
"5059","(18,21]","F","2","0","0"
"5060","(21,80]","F","3","0","0"
"5061","(18,21]","F","2","0","0"
"5062","(18,21]","F","2","1+","0"
"5063","(21,80]","M","1","0","0"
"5064","(21,80]","F","2","0","0"
"5065","(16,18]","F","2","1+","1"
"5066","(18,21]","F","1","0","1"
"5067","(18,21]","F","1","0","1"
"5068","(21,80]","F","2","0","0"
"5069","(18,21]","F","2","0","1"
"5070","(18,21]","F","1","0","1"
"5071","(18,21]","F","2","0","1"
"5072","(21,80]","F","2","0","0"
"5073","(16,18]","F","1","0","1"
"5074","(21,80]","F","1","0","0"
"5075","(18,21]","M","3","0","0"
"5076","(18,21]","F","1","0","1"
"5077","(21,80]","F","1","1+","0"
"5078","(21,80]","F","1","0","1"
"5079","(18,21]","F","1","0","1"
"5080","(16,18]","F","1","0","1"
"5081","(18,21]","F","2","0","1"
"5082","(18,21]","F","2","0","0"
"5083","(18,21]","M","1","0","0"
"5084","(16,18]","F","3","0","1"
"5085","(16,18]","F","1","0","0"
"5086","(18,21]","F","3","0","1"
"5087","(21,80]","F","2","0","1"
"5088","(21,80]","F","1","0","1"
"5089","(16,18]","F","2","0","1"
"5090","(21,80]","M","1","0","1"
"5091","(16,18]","F","1","0","1"
"5092","(16,18]","M","1","0","1"
"5093","(18,21]","M","1","0","0"
"5094","(18,21]","F","1","0","0"
"5095","(16,18]","F","1","1+","1"
"5096","(21,80]","F","1","0","0"
"5097","(18,21]","M","3","0","0"
"5098","(18,21]","M","1","0","0"
"5099","(18,21]","F","1","0","0"
"5100","(21,80]","M","2","0","1"
"5101","(21,80]","F","1","0","0"
"5102","(18,21]","F","1","0","0"
"5103","(18,21]","M","1","0","0"
"5104","(21,80]","M","2","0","1"
"5105","(21,80]","F","2","0","0"
"5106","(21,80]","F","1","0","0"
"5107","(18,21]","M","2","0","0"
"5108","(18,21]","F","1","0","0"
"5109","(16,18]","M","1","0","1"
"5110","(16,18]","M","1","0","1"
"5111","(16,18]","M","1","0","1"
"5112","(18,21]","F","2","0","1"
"5113","(21,80]","F","2","0","1"
"5114","(16,18]","M","1","1+","1"
"5115","(21,80]","M","1","1+","1"
"5116","(16,18]","M","1","0","1"
"5117","(21,80]","M","1","0","0"
"5118","(16,18]","F","1","0","1"
"5119","(18,21]","F","3","0","0"
"5120","(21,80]","F","1","0","1"
"5121","(21,80]","F","1","0","0"
"5122","(18,21]","F","1","0","1"
"5123","(16,18]","M","1","0","1"
"5124","(21,80]","F","1","0","1"
"5125","(18,21]","F","3","0","1"
"5126","(18,21]","F","1","0","1"
"5127","(16,18]","M","1","0","1"
"5128","(18,21]","M","1","0","0"
"5129","(18,21]","F","3","0","1"
"5130","(16,18]","F","1","0","1"
"5131","(21,80]","F","1","0","0"
"5132","(16,18]","M","2","0","1"
"5133","(16,18]","F","1","1+","1"
"5134","(18,21]","F","2","0","0"
"5135","(21,80]","F","1","0","0"
"5136","(18,21]","F","1","0","0"
"5137","(18,21]","F","2","0","0"
"5138","(18,21]","M","1","0","1"
"5139","(18,21]","M","1","0","1"
"5140","(18,21]","F","1","0","1"
"5141","(18,21]","F","1","0","0"
"5142","(21,80]","M","3","0",NA
"5143","(16,18]","M","3","1+","1"
"5144","(18,21]","F","1","0","1"
"5145","(16,18]","M","1","0","1"
"5146","(21,80]","F","3","0","1"
"5147","(21,80]","F","1","0","1"
"5148","(18,21]","F","3","0","0"
"5149","(18,21]","F","1","0","1"
"5150","(18,21]","M","1","0","0"
"5151","(16,18]","M","1","0","1"
"5152","(21,80]","F","2","0","1"
"5153","(21,80]","M","1","0","1"
"5154","(18,21]","F","2","0","0"
"5155","(16,18]","F","1","0","1"
"5156","(21,80]","F","2","0","1"
"5157","(21,80]","F","1","0","0"
"5158","(21,80]","F","2","0","0"
"5159","(18,21]","M","2","0","1"
"5160","(16,18]","M","3","0","1"
"5161","(18,21]","F","3","0","0"
"5162","(21,80]","F","1","0","0"
"5163","(21,80]","M","1","0","1"
"5164","(16,18]","F","3","0","1"
"5165","(21,80]","M","1","0","1"
"5166","(16,18]","M","1","0","1"
"5167","(18,21]","F","2","0","1"
"5168","(16,18]","M","1","0","1"
"5169","(21,80]","F","1","1+","0"
"5170","(21,80]","M","3","0","1"
"5171","(21,80]","F","2","0","1"
"5172","(16,18]","F","1","0","1"
"5173","(21,80]","F","3","0","0"
"5174","(18,21]","M","1","0","0"
"5175","(18,21]","M","1","0","1"
"5176","(21,80]","F","2","0","1"
"5177","(21,80]","F","1","0","1"
"5178","(21,80]","M","1","0","1"
"5179","(18,21]","F","1","0","0"
"5180","(18,21]","M","3","0","0"
"5181","(21,80]","F","2","0","1"
"5182","(18,21]","M","3","0","1"
"5183","(16,18]","M","1","0","1"
"5184","(21,80]","F","1","0","0"
"5185","(18,21]","F","3","0","0"
"5186","(21,80]","F","1","0","0"
"5187","(21,80]","M","1","0","0"
"5188","(21,80]","M","1","0","1"
"5189","(16,18]","F","1","0","0"
"5190","(21,80]","F","1","0","1"
"5191","(16,18]","F","1","0","1"
"5192","(16,18]","F","1","0","1"
"5193","(21,80]","F","2","0","0"
"5194","(18,21]","M","2","1+","0"
"5195","(21,80]","F","1","0","1"
"5196","(21,80]","M","3","0","1"
"5197","(16,18]","M","2","0","1"
"5198","(18,21]","F","1","0","0"
"5199","(18,21]","F","1","0","1"
"5200","(16,18]","M","1","1+","1"
"5201","(18,21]","F","1","0","1"
"5202","(21,80]","F","3","0","0"
"5203","(18,21]","M","3","0","0"
"5204","(21,80]","F","1","0","0"
"5205","(18,21]","F","1","0","0"
"5206","(21,80]","M","1","0","0"
"5207","(16,18]","M","1","1+","1"
"5208","(21,80]","M","3","0","0"
"5209","(16,18]","M","1","0","1"
"5210","(16,18]","M","2","0","1"
"5211","(16,18]","F","1","0","1"
"5212","(18,21]","F","1","0","0"
"5213","(18,21]","M","1","0","0"
"5214","(21,80]","M","3","0","0"
"5215","(16,18]","M","2","0","1"
"5216","(16,18]","M","1","0","1"
"5217","(21,80]","M","3","0","1"
"5218","(16,18]","F","1","1+","1"
"5219","(21,80]","F","1","0","1"
"5220","(18,21]","M","1","0","1"
"5221","(21,80]","F","2","0","1"
"5222","(21,80]","F","3","0","1"
"5223","(18,21]","M","1","0","1"
"5224","(21,80]","F","2","0","1"
"5225","(16,18]","M","1","0","1"
"5226","(16,18]","M","3","0","1"
"5227","(16,18]","M","1","0","1"
"5228","(18,21]","M","2","0","1"
"5229","(18,21]","M","3","0","1"
"5230","(21,80]","F","1","0","1"
"5231","(16,18]","F","1","0","1"
"5232","(16,18]","F","1","0","1"
"5233","(16,18]","F","1","0","1"
"5234","(16,18]","F","2","0","1"
"5235","(21,80]","F","2","0","1"
"5236","(16,18]","M","3","0","1"
"5237","(18,21]","F","2","0","1"
"5238","(16,18]","M","2","0","1"
"5239","(21,80]","M","2","0","1"
"5240","(21,80]","M","1","0","1"
"5241","(16,18]","F","1","0","1"
"5242","(18,21]","F","1","0","1"
"5243","(18,21]","F","1","0","0"
"5244","(18,21]","M","1","0","1"
"5245","(21,80]","F","2","0","0"
"5246","(21,80]","M","2","0","1"
"5247","(21,80]","F","1","0","1"
"5248","(16,18]","F","2","1+","1"
"5249","(21,80]","F","2","0","0"
"5250","(18,21]","F","1","0","0"
"5251","(21,80]","F","2","0","1"
"5252","(21,80]","F","1","0","1"
"5253","(21,80]","M","1","0","1"
"5254","(21,80]","F","1","0","1"
"5255","(16,18]","M","2","0","1"
"5256","(16,18]","M","2","0","1"
"5257","(18,21]","F","1","0","0"
"5258","(21,80]","F","2","0","1"
"5259","(21,80]","F","3","0","0"
"5260","(16,18]","M","1","0","1"
"5261","(16,18]","F","3","0","1"
"5262","(18,21]","M","3","0","1"
"5263","(21,80]","F","1","0","1"
"5264","(18,21]","M","2","0","1"
"5265","(21,80]","M","2","0","1"
"5266","(16,18]","M","1","0","1"
"5267","(18,21]","F","1","0","0"
"5268","(21,80]","F","1","0","0"
"5269","(16,18]","M","2","0","1"
"5270","(21,80]","M","1","0","0"
"5271","(16,18]","M","2","0","1"
"5272","(16,18]","M","3","0","1"
"5273","(18,21]","M","1","0","1"
"5274","(21,80]","M","2","1+","1"
"5275","(21,80]","M","1","0","0"
"5276","(21,80]","M","3","0","1"
"5277","(21,80]","F","1","0","1"
"5278","(16,18]","F","2","0","1"
"5279","(21,80]","F","1","0","1"
"5280","(18,21]","F","2","0","0"
"5281","(18,21]","F","2","0","0"
"5282","(16,18]","F","2","1+","1"
"5283","(16,18]","M","1","1+","1"
"5284","(21,80]","F","3","0","0"
"5285","(16,18]","F","1","0","1"
"5286","(21,80]","F","1","0","0"
"5287","(21,80]","F","1","0","0"
"5288","(18,21]","F","1","0","1"
"5289","(18,21]","M","1","1+","1"
"5290","(16,18]","F","1","0","1"
"5291","(21,80]","F","1","0","1"
"5292","(18,21]","M","1","0","1"
"5293","(21,80]","F","3","0","1"
"5294","(21,80]","F","1","0","1"
"5295","(21,80]","F","1","0","1"
"5296","(21,80]","F","1","0","1"
"5297","(16,18]","F","1","0","1"
"5298","(21,80]","F","1","0","1"
"5299","(18,21]","F","1","0","1"
"5300","(21,80]","F","1","0","1"
"5301","(16,18]","M","1","0","1"
"5302","(18,21]","F","2","0","0"
"5303","(16,18]","F","2","0","1"
"5304","(16,18]","M","1","1+","1"
"5305","(16,18]","M","1","0","1"
"5306","(16,18]","M","2","0","1"
"5307","(18,21]","F","2","0","1"
"5308","(18,21]","F","1","0","1"
"5309","(18,21]","F","1","0","0"
"5310","(16,18]","F","3","0","1"
"5311","(21,80]","M","1","0","1"
"5312","(18,21]","M","1","0","1"
"5313","(18,21]","F","2","0","1"
"5314","(21,80]","F","2","0","0"
"5315","(18,21]","F","2","0","1"
"5316","(21,80]","F","1","0","1"
"5317","(21,80]","M","2","0","1"
"5318","(18,21]","M","1","0","1"
"5319","(16,18]","F","1","0","1"
"5320","(21,80]","F","2","0","1"
"5321","(21,80]","F","1","0","1"
"5322","(21,80]","F","1","0","1"
"5323","(16,18]","F","1","0","1"
"5324","(16,18]","F","1","0","1"
"5325","(18,21]","F","2","0","0"
"5326","(18,21]","F","1","0","1"
"5327","(21,80]","M","1","0","1"
"5328","(16,18]","F","1","0","1"
"5329","(21,80]","F","2","0","0"
"5330","(21,80]","F","1","0","1"
"5331","(16,18]","M","1","0","1"
"5332","(16,18]","F","1","0","1"
"5333","(16,18]","F","2","0","1"
"5334","(18,21]","F","1","0","1"
"5335","(21,80]","M","2","0","1"
"5336","(18,21]","F","2","0",NA
"5337","(18,21]","M","1","0","1"
"5338","(16,18]","M","1","0","1"
"5339","(21,80]","M","1","0","1"
"5340","(21,80]","F","2","1+","0"
"5341","(21,80]","M","1","0","1"
"5342","(18,21]","F","1","0","1"
"5343","(18,21]","F","2","0","0"
"5344","(21,80]","F","1","0",NA
"5345","(21,80]","M","3","0","1"
"5346","(16,18]","F","1","0","1"
"5347","(21,80]","F","1","0","0"
"5348","(21,80]","F","2","0","1"
"5349","(16,18]","F","1","0","1"
"5350","(18,21]","F","2","0","1"
"5351","(16,18]","F","2","0","1"
"5352","(16,18]","M","1","1+","1"
"5353","(16,18]","M","1","0","1"
"5354","(21,80]","M","2","0","1"
"5355","(16,18]","M","1","0","1"
"5356","(18,21]","F","1","0","0"
"5357","(18,21]","F","2","0","1"
"5358","(18,21]","M","1","0","1"
"5359","(18,21]","F","2","0","1"
"5360","(16,18]","M","1","0","1"
"5361","(18,21]","M","2","0","0"
"5362","(21,80]","F","1","0","1"
"5363","(16,18]","M","1","0","1"
"5364","(18,21]","F","1","0","1"
"5365","(16,18]","M","2","0","1"
"5366","(16,18]","F","1","1+","1"
"5367","(21,80]","F","3","0","1"
"5368","(16,18]","M","1","0","1"
"5369","(18,21]","M","2","0","1"
"5370","(21,80]","M","1","0","0"
"5371","(16,18]","M","1","0","1"
"5372","(21,80]","F","2","0","0"
"5373","(21,80]","M","2","0","0"
"5374","(16,18]","F","2","0","1"
"5375","(16,18]","M","2","1+","1"
"5376","(21,80]","F","1","0","1"
"5377","(18,21]","F","1","0","1"
"5378","(21,80]","F","1","0","0"
"5379","(21,80]","F","3","0","0"
"5380","(18,21]","F","1","0","1"
"5381","(16,18]","M","2","1+","1"
"5382","(18,21]","M","2","0","1"
"5383","(18,21]","F","3","0","0"
"5384","(16,18]","M","2","1+","1"
"5385","(18,21]","F","3","1+","0"
"5386","(18,21]","F","2","0","1"
"5387","(21,80]","F","2","0","1"
"5388","(18,21]","M","1","0","1"
"5389","(21,80]","F","1","1+","1"
"5390","(21,80]","M","2","0","1"
"5391","(16,18]","F","3","0","1"
"5392","(21,80]","F","1","0","0"
"5393","(16,18]","F","1","0","1"
"5394","(18,21]","M","3","0","0"
"5395","(21,80]","F","3","0","1"
"5396","(16,18]","F","3","0","1"
"5397","(21,80]","F","1","0","0"
