"","age_group","sex","freq","acc_inv","hp"
"1849","(16,18]","M","2","0","0"
"1850","(18,21]","F","2","0","0"
"1851","(18,21]","F","3","0","0"
"1852","(16,18]","M","2","0","0"
"1853","(16,18]","M","1","1+","0"
"1854","(16,18]","F","1","0","0"
"1855","(16,18]","M","1","0","0"
"1856","(21,80]","F","3","0","0"
"1857","(16,18]","F","3","0","0"
"1858","(16,18]","M","2","0","0"
"1859","(18,21]","F","1","0","0"
"1860","(18,21]","F","1","0","0"
"1861","(21,80]","F","3","0","0"
"1862","(16,18]","F","1","0","0"
"1863","(18,21]","M","1","0","0"
"1864","(21,80]","M","1","0","0"
"1865","(16,18]","M","1","0","0"
"1866","(21,80]","F","1","1+","0"
"1867","(16,18]","F","3","0","0"
"1868","(18,21]","F","1","0","0"
"1869","(18,21]","F","2","0","0"
"1870","(18,21]","F","1","0","0"
"1871","(21,80]","F","2","0","0"
"1872","(21,80]","F","1","0","0"
"1873","(18,21]","M","2","0","0"
"1874","(16,18]","M","1","0","0"
"1875","(21,80]","F","2","0","0"
"1876","(16,18]","M","1","0","0"
"1877","(21,80]","F","1","0","0"
"1878","(16,18]","M","2","0","0"
"1879","(16,18]","M","1","1+","0"
"1880","(21,80]","F","1","0","0"
"1881","(21,80]","F","1","0","0"
"1882","(18,21]","F","2","0","0"
"1883","(21,80]","F","1","0","0"
"1884","(16,18]","F","1","0","0"
"1885","(16,18]","M","1","0","0"
"1886","(21,80]","F","1","0","0"
"1887","(16,18]","F","2","0","0"
"1888","(21,80]","F","3","0","0"
"1889","(16,18]","M","2","0","0"
"1890","(16,18]","F","1","0","0"
"1891","(16,18]","F","3","0","0"
"1892","(16,18]","F","2","0","0"
"1893","(16,18]","F","1","0","0"
"1894","(16,18]","F","1","0","0"
"1895","(18,21]","M","3","0","0"
"1896","(16,18]","F","3","0","0"
"1897","(16,18]","M","1","0","0"
"1898","(18,21]","F","3","0","0"
"1899","(21,80]","M","2","0","0"
"1900","(16,18]","M","2","0","0"
"1901","(18,21]","F","1","0","0"
"1902","(16,18]","M","3","0","0"
"1903","(18,21]","M","1","1+","0"
"1904","(16,18]","F","1","1+","0"
"1905","(16,18]","F","1","0","0"
"1906","(21,80]","F","2","0","0"
"1907","(21,80]","F","3","0","0"
"1908","(21,80]","F","1","0","0"
"1909","(21,80]","F","1","0","0"
"1910","(16,18]","F","1","0","0"
"1911","(18,21]","M","1","0","0"
"1912","(21,80]","F","2","0","0"
"1913","(18,21]","M","1","0","0"
"1914","(21,80]","F","2","0","0"
"1915","(16,18]","M","3","0","0"
"1916","(18,21]","M","1","0","0"
"1917","(16,18]","F","2","0","0"
"1918","(16,18]","F","1","0","0"
"1919","(18,21]","M","1","1+","0"
"1920","(21,80]","M","1","0","0"
"1921","(18,21]","M","1","0","0"
"1922","(16,18]","F","1","1+","0"
"1923","(18,21]","M","1","0","0"
"1924","(18,21]","M","2","0","0"
"1925","(16,18]","M","1","0","0"
"1926","(18,21]","M","3","0","0"
"1927","(16,18]","M","1","0","0"
"1928","(21,80]","M","1","0","0"
"1929","(21,80]","M","1","0","0"
"1930","(16,18]","M","3","0","0"
"1931","(16,18]","M","2","0","0"
"1932","(18,21]","M","1","0","0"
"1933","(16,18]","M","1","0","0"
"1934","(18,21]","F","2","1+","0"
"1935","(18,21]","F","1","1+","0"
"1936","(18,21]","M","1","1+","0"
"1937","(18,21]","M","1","0","0"
"1938","(18,21]","M","3","0","0"
"1939","(18,21]","F","1","0","0"
"1940","(18,21]","M","1","0","0"
"1941","(21,80]","F","1","0","0"
"1942","(21,80]","M","3","0","0"
"1943","(16,18]","M","3","0","0"
"1944","(18,21]","F","1","0","0"
"1945","(21,80]","F","1","0","0"
"1946","(16,18]","F","3","0","0"
"1947","(21,80]","F","1","0","0"
"1948","(18,21]","F","1","0","0"
"1949","(16,18]","F","1","0","0"
"1950","(21,80]","F","1","0","0"
"1951","(16,18]","M","3","0","0"
"1952","(21,80]","M","1","0","0"
"1953","(16,18]","M","1","1+","0"
"1954","(21,80]","F","2","0","0"
"1955","(16,18]","F","2","0","0"
"1956","(18,21]","F","2","0","0"
"1957","(21,80]","F","1","0","0"
"1958","(18,21]","M","1","0","0"
"1959","(18,21]","F","3","0","0"
"1960","(21,80]","M","1","0","0"
"1961","(16,18]","F","1","0","0"
"1962","(18,21]","F","3","0","0"
"1963","(21,80]","F","1","0","0"
"1964","(16,18]","M","1","0","0"
"1965","(16,18]","F","1","0","0"
"1966","(21,80]","F","3","0","0"
"1967","(18,21]","F","2","0","0"
"1968","(16,18]","F","2","0","0"
"1969","(16,18]","F","2","0","0"
"1970","(18,21]","F","1","0","0"
"1971","(18,21]","M","2","0","0"
"1972","(18,21]","F","2","0","0"
"1973","(18,21]","F","2","0","0"
"1974","(21,80]","F","2","1+","0"
"1975","(16,18]","M","1","0","0"
"1976","(16,18]","F","3","0","0"
"1977","(21,80]","F","2","0","0"
"1978","(16,18]","M","2","0","0"
"1979","(16,18]","F","1","0","0"
"1980","(16,18]","M","2","0","0"
"1981","(16,18]","F","2","0","0"
"1982","(21,80]","F","1","0","0"
"1983","(18,21]","F","1","0","0"
"1984","(18,21]","F","1","0","0"
"1985","(16,18]","M","2","0","0"
"1986","(21,80]","F","1","0","0"
"1987","(21,80]","F","3","0","0"
"1988","(18,21]","M","1","0","0"
"1989","(18,21]","F","1","0","0"
"1990","(18,21]","F","1","0","0"
"1991","(21,80]","F","1","0","0"
"1992","(16,18]","F","1","0","0"
"1993","(16,18]","M","2","0","0"
"1994","(18,21]","M","2","0","0"
"1995","(16,18]","F","2","0","0"
"1996","(16,18]","F","1","1+","0"
"1997","(16,18]","F","3","0","0"
"1998","(21,80]","F","1","0","0"
"1999","(18,21]","F","3","0","0"
"2000","(16,18]","M","1","0","0"
"2001","(21,80]","F","1","0","0"
"2002","(18,21]","M","3","0","0"
"2003","(18,21]","M","1","0","0"
"2004","(18,21]","F","1","0","0"
"2005","(18,21]","M","2","0","0"
"2006","(16,18]","M","2","1+","0"
"2007","(16,18]","F","1","0","0"
"2008","(16,18]","M","3","0","0"
"2009","(16,18]","F","2","0","0"
"2010","(18,21]","M","3","0","0"
"2011","(18,21]","F","1","0","0"
"2012","(18,21]","F","2","0","0"
"2013","(21,80]","F","2","0","0"
"2014","(21,80]","F","3","0","0"
"2015","(18,21]","M","2","0","0"
"2016","(16,18]","M","1","0","0"
"2017","(16,18]","M","3","0","0"
"2018","(21,80]","F","2","0","0"
"2019","(16,18]","F","1","0","0"
"2020","(21,80]","M","1","0","0"
"2021","(16,18]","F","2","0","0"
"2022","(18,21]","F","2","0","0"
"2023","(21,80]","M","1","0","0"
"2024","(21,80]","M","1","0","0"
"2025","(18,21]","M","1","0","0"
"2026","(16,18]","F","1","0","0"
"2027","(16,18]","M","1","0","0"
"2028","(18,21]","F","3","0","0"
"2029","(21,80]","F","1","0","0"
"2030","(21,80]","F","2","1+","0"
"2031","(16,18]","F","2","0","0"
"2032","(21,80]","F","3","0","0"
"2033","(21,80]","F","2","0","0"
"2034","(21,80]","F","1","0","0"
"2035","(21,80]","M","2","0","0"
"2036","(21,80]","M","2","0","0"
"2037","(21,80]","F","3","0","0"
"2038","(21,80]","F","3","0","0"
"2039","(18,21]","F","2","0","0"
"2040","(16,18]","M","1","1+","0"
"2041","(16,18]","M","3","0","0"
"2042","(16,18]","F","1","0","0"
"2043","(21,80]","F","2","0","0"
"2044","(18,21]","F","1","0","0"
"2045","(18,21]","F","3","0","0"
"2046","(21,80]","M","1","0","0"
"2047","(16,18]","F","1","1+","0"
"2048","(21,80]","M","1","0","0"
"2049","(16,18]","M","2","0","0"
"2050","(21,80]","F","2","0","0"
"2051","(16,18]","F","1","0","0"
"2052","(16,18]","M","1","0","0"
"2053","(21,80]","F","1","0","0"
"2054","(16,18]","F","1","0","0"
"2055","(18,21]","F","3","0","0"
"2056","(16,18]","F","1","0","0"
"2057","(16,18]","M","1","0","0"
"2058","(16,18]","F","1","0","0"
"2059","(16,18]","F","1","0","0"
"2060","(18,21]","M","3","0","0"
"2061","(18,21]","F","2","0","0"
"2062","(21,80]","F","3","0","0"
"2063","(18,21]","F","1","0","0"
"2064","(16,18]","M","1","0","0"
"2065","(16,18]","F","2","0","0"
"2066","(18,21]","F","2","0","0"
"2067","(21,80]","F","1","1+","0"
"2068","(18,21]","F","3","0","0"
"2069","(16,18]","M","1","0","0"
"2070","(16,18]","M","3","0","0"
"2071","(16,18]","F","2","0","0"
"2072","(21,80]","F","1","0","0"
"2073","(16,18]","F","2","0","0"
"2074","(16,18]","M","1","0","0"
"2075","(21,80]","M","1","0","0"
"2076","(18,21]","M","1","0","0"
"2077","(16,18]","M","3","0","0"
"2078","(21,80]","F","1","0","0"
"2079","(16,18]","M","1","0","0"
"2080","(21,80]","F","2","0","0"
"2081","(18,21]","F","3","0","0"
"2082","(21,80]","F","1","0","0"
"2083","(21,80]","F","3","0","0"
"2084","(21,80]","F","1","0","0"
"2085","(21,80]","F","1","0","0"
"2086","(16,18]","F","1","0","0"
"2087","(18,21]","F","1","0","0"
"2088","(18,21]","M","1","0","0"
"2089","(16,18]","F","1","0","0"
"2090","(18,21]","F","2","0","0"
"2091","(21,80]","F","2","0","0"
"2092","(18,21]","M","1","0","0"
"2093","(16,18]","F","3","0","0"
"2094","(18,21]","F","2","0","0"
"2095","(21,80]","F","1","0","0"
"2096","(18,21]","F","1","0","0"
"2097","(16,18]","M","3","0","0"
"2098","(18,21]","M","1","0","0"
"2099","(21,80]","F","3","0","0"
"2100","(21,80]","M","1","0","0"
"2101","(21,80]","F","1","0","0"
"2102","(18,21]","F","3","0","0"
"2103","(21,80]","F","2","0","0"
"2104","(18,21]","M","1","0","0"
"2105","(21,80]","F","2","0","0"
"2106","(18,21]","F","2","0","0"
"2107","(18,21]","F","1","0","0"
"2108","(21,80]","M","2","0","0"
"2109","(16,18]","F","1","0","0"
"2110","(21,80]","M","2","0","0"
"2111","(21,80]","F","1","0","0"
"2112","(16,18]","M","1","0","0"
"2113","(16,18]","F","1","0","0"
"2114","(18,21]","F","1","0","0"
"2115","(18,21]","F","1","1+","0"
"2116","(16,18]","F","1","1+","0"
"2117","(21,80]","F","1","0","0"
"2118","(16,18]","F","1","1+","0"
"2119","(16,18]","F","1","0","0"
"2120","(18,21]","F","3","0","0"
"2121","(16,18]","M","2","0","0"
"2122","(18,21]","F","2","0","0"
"2123","(18,21]","F","2","0","0"
"2124","(21,80]","M","1","0","0"
"2125","(21,80]","F","2","0","0"
"2126","(21,80]","F","2","0","0"
"2127","(18,21]","M","1","0","0"
"2128","(18,21]","M","2","0","0"
"2129","(16,18]","M","1","0","0"
"2130","(21,80]","F","3","0","0"
"2131","(18,21]","F","2","0","0"
"2132","(16,18]","F","1","0","0"
"2133","(21,80]","M","3","0","0"
"2134","(18,21]","F","1","0","0"
"2135","(18,21]","M","3","0","0"
"2136","(18,21]","F","3","0","0"
"2137","(16,18]","M","3","0","0"
"2138","(16,18]","F","2","1+","0"
"2139","(18,21]","M","1","0","0"
"2140","(16,18]","M","2","0","0"
"2141","(21,80]","F","2","0","0"
"2142","(16,18]","M","1","0","0"
"2143","(16,18]","F","1","0","0"
"2144","(18,21]","F","2","1+","0"
"2145","(18,21]","F","2","0","0"
"2146","(18,21]","F","3","0","0"
"2147","(16,18]","F","2","0","0"
"2148","(16,18]","M","1","0","0"
"2149","(18,21]","F","3","0","0"
"2150","(18,21]","M","1","0","0"
"2151","(16,18]","F","1","0","0"
"2152","(16,18]","F","3","0","0"
"2153","(21,80]","F","2","0","0"
"2154","(16,18]","M","1","1+","0"
"2155","(21,80]","F","1","0","0"
"2156","(18,21]","F","1","0","0"
"2157","(18,21]","F","1","0","0"
"2158","(21,80]","M","1","0","0"
"2159","(21,80]","F","1","0","0"
"2160","(18,21]","M","1","0","0"
"2161","(16,18]","F","1","0","0"
"2162","(16,18]","F","2","0","0"
"2163","(16,18]","M","1","0","0"
"2164","(21,80]","F","1","0","0"
"2165","(16,18]","F","2","0","0"
"2166","(16,18]","F","3","0","0"
"2167","(21,80]","F","1","0","0"
"2168","(18,21]","F","3","0","0"
"2169","(21,80]","F","1","0","0"
"2170","(16,18]","F","2","0","0"
"2171","(16,18]","F","2","0","0"
"2172","(18,21]","F","1","0","0"
"2173","(18,21]","M","1","0","0"
"2174","(16,18]","M","1","0","0"
"2175","(16,18]","M","3","0","0"
"2176","(18,21]","F","1","0","0"
"2177","(16,18]","F","3","0","0"
"2178","(16,18]","F","1","0","0"
"2179","(16,18]","M","3","0","0"
"2180","(21,80]","F","1","0","0"
"2181","(21,80]","F","1","0","0"
"2182","(16,18]","M","1","0","0"
"2183","(21,80]","M","2","0","0"
"2184","(16,18]","M","3","0","0"
"2185","(18,21]","F","1","0","0"
"2186","(16,18]","F","1","0","0"
"2187","(16,18]","F","1","0","0"
"2188","(21,80]","F","1","0","0"
"2189","(18,21]","F","3","0","0"
"2190","(18,21]","F","2","0","0"
"2191","(16,18]","F","3","0","0"
"2192","(21,80]","F","2","0","0"
"2193","(18,21]","F","2","0","0"
"2194","(16,18]","M","1","0","0"
"2195","(16,18]","M","3","0","0"
"2196","(21,80]","F","1","0","0"
"2197","(21,80]","F","1","0","0"
"2198","(21,80]","F","1","0","0"
"2199","(18,21]","F","1","0","0"
"2200","(21,80]","M","2","0","0"
"2201","(18,21]","F","2","0","0"
"2202","(18,21]","F","1","0","0"
"2203","(21,80]","M","1","0","0"
"2204","(21,80]","M","2","0","0"
"2205","(18,21]","F","2","1+","0"
"2206","(21,80]","F","1","0","0"
"2207","(21,80]","M","1","0","0"
"2208","(21,80]","M","2","0","0"
"2209","(16,18]","F","2","0","0"
"2210","(18,21]","F","2","0","0"
"2211","(18,21]","F","1","0","0"
"2212","(18,21]","M","1","0","0"
"2213","(21,80]","F","1","0","0"
"2214","(16,18]","M","2","0","0"
"2215","(18,21]","F","2","0","0"
"2216","(18,21]","F","1","0","0"
"2217","(21,80]","F","3","0","0"
"2218","(21,80]","M","1","0","0"
"2219","(18,21]","F","2","0","0"
"2220","(18,21]","F","1","0","0"
"2221","(21,80]","M","1","0","0"
"2222","(18,21]","F","2","1+","0"
"2223","(18,21]","F","1","0","0"
"2224","(16,18]","M","1","0","0"
"2225","(21,80]","M","1","0","0"
"2226","(21,80]","F","2","0","0"
"2227","(18,21]","F","2","0","0"
"2228","(18,21]","M","1","0","0"
"2229","(16,18]","M","2","0","0"
"2230","(18,21]","M","1","0","0"
"2231","(21,80]","F","3","0","0"
"2232","(16,18]","F","1","0","0"
"2233","(21,80]","M","1","0","0"
"2234","(18,21]","F","1","0","0"
"2235","(21,80]","F","2","0","0"
"2236","(21,80]","F","1","0","0"
"2237","(21,80]","M","2","0","0"
"2238","(21,80]","M","1","0","0"
"2239","(21,80]","F","2","0","0"
"2240","(18,21]","M","1","1+","0"
"2241","(21,80]","F","2","0","0"
"2242","(18,21]","M","1","0","0"
"2243","(16,18]","F","1","1+","0"
"2244","(21,80]","F","1","0","0"
"2245","(18,21]","F","2","0","0"
"2246","(21,80]","M","3","0","0"
"2247","(18,21]","F","3","0","0"
"2248","(21,80]","F","2","0","0"
"2249","(18,21]","F","3","0","0"
"2250","(21,80]","F","3","0","0"
"2251","(21,80]","M","1","0","0"
"2252","(21,80]","F","2","0","0"
"2253","(18,21]","F","1","1+","0"
"2254","(16,18]","F","1","0","0"
"2255","(16,18]","F","2","0","0"
"2256","(16,18]","F","2","0","0"
"2257","(21,80]","F","3","0","0"
"2258","(16,18]","M","1","0","0"
"2259","(16,18]","F","1","0","0"
"2260","(18,21]","M","3","0","0"
"2261","(21,80]","M","1","0","0"
"2262","(21,80]","F","2","0","0"
"2263","(16,18]","F","2","0","0"
"2264","(18,21]","F","2","0","0"
"2265","(18,21]","F","3","0","0"
"2266","(18,21]","M","1","1+","0"
"2267","(21,80]","F","1","0","0"
"2268","(21,80]","M","1","0","0"
"2269","(16,18]","F","1","1+","0"
"2270","(18,21]","F","1","0","0"
"2271","(21,80]","F","3","0","0"
"2272","(16,18]","F","2","0","0"
"2273","(18,21]","M","1","0","0"
"2274","(18,21]","M","2","0","0"
"2275","(21,80]","F","3","0","0"
"2276","(18,21]","M","1","0","0"
"2277","(18,21]","F","2","0","0"
"2278","(18,21]","M","2","0","0"
"2279","(16,18]","M","2","0","0"
"2280","(16,18]","M","1","1+","0"
"2281","(21,80]","F","1","0","0"
"2282","(21,80]","F","1","0","0"
"2283","(18,21]","M","2","0","0"
"2284","(18,21]","F","1","0","0"
"2285","(21,80]","M","2","0","0"
"2286","(21,80]","F","2","0","0"
"2287","(16,18]","M","1","0","0"
"2288","(16,18]","M","1","0","0"
"2289","(16,18]","F","1","0","0"
"2290","(18,21]","F","1","0","0"
"2291","(16,18]","M","1","0","0"
"2292","(21,80]","F","3","0","0"
"2293","(16,18]","M","3","0","0"
"2294","(16,18]","M","3","0","0"
"2295","(18,21]","M","1","1+","0"
"2296","(16,18]","F","1","0","0"
"2297","(21,80]","F","2","0","0"
"2298","(21,80]","M","2","0","0"
"2299","(18,21]","F","3","0","0"
"2300","(21,80]","M","1","0","0"
"2301","(16,18]","F","1","0","0"
"2302","(16,18]","M","1","0","0"
"2303","(16,18]","F","1","0","0"
"2304","(18,21]","F","1","0","0"
"2305","(21,80]","F","2","1+","0"
"2306","(18,21]","F","1","0","0"
"2307","(21,80]","F","3","0","0"
"2308","(16,18]","M","1","0","0"
"2309","(18,21]","F","1","0","0"
"2310","(16,18]","F","1","0","0"
"2311","(21,80]","F","3","0","0"
"2312","(21,80]","F","3","0","0"
"2313","(16,18]","F","1","0","0"
"2314","(16,18]","M","2","0","0"
"2315","(18,21]","F","2","0","0"
"2316","(21,80]","M","2","0","0"
"2317","(16,18]","F","2","0","0"
"2318","(18,21]","F","1","0","0"
"2319","(16,18]","F","1","1+","0"
"2320","(21,80]","M","1","1+","0"
"2321","(21,80]","M","1","1+","0"
"2322","(21,80]","F","3","0","0"
"2323","(18,21]","F","3","0","0"
"2324","(21,80]","M","2","0","0"
"2325","(18,21]","M","1","0","0"
"2326","(16,18]","F","1","0","0"
"2327","(16,18]","M","1","1+","0"
"2328","(21,80]","F","2","0","0"
"2329","(18,21]","M","1","0","0"
"2330","(18,21]","F","1","1+","0"
"2331","(21,80]","M","3","0","0"
"2332","(18,21]","F","1","0","0"
"2333","(16,18]","F","1","0","0"
"2334","(16,18]","M","3","0","0"
"2335","(18,21]","M","2","0","0"
"2336","(18,21]","M","3","0","0"
"2337","(18,21]","F","1","0","0"
"2338","(21,80]","F","3","0","0"
"2339","(18,21]","F","1","0","0"
"2340","(16,18]","M","1","0","0"
"2341","(21,80]","F","3","0","0"
"2342","(21,80]","F","1","0","0"
"2343","(21,80]","F","2","0","0"
"2344","(18,21]","F","2","0","0"
"2345","(21,80]","F","1","0","0"
"2346","(21,80]","F","1","0","0"
"2347","(18,21]","F","1","0","0"
"2348","(21,80]","F","2","0","0"
"2349","(21,80]","M","1","0","0"
"2350","(18,21]","F","2","0","0"
"2351","(16,18]","M","1","1+","0"
"2352","(16,18]","F","1","0","0"
"2353","(16,18]","F","1","0","0"
"2354","(21,80]","F","1","0","0"
"2355","(21,80]","M","1","0","0"
"2356","(16,18]","F","1","0","0"
"2357","(16,18]","M","2","0","0"
"2358","(18,21]","F","2","0","0"
"2359","(18,21]","M","2","1+","0"
"2360","(16,18]","M","3","0","0"
"2361","(16,18]","M","1","1+","0"
"2362","(16,18]","F","1","0","0"
"2363","(21,80]","F","1","0","0"
"2364","(16,18]","F","1","0","0"
"2365","(21,80]","M","1","0","0"
"2366","(21,80]","F","2","0","0"
"2367","(21,80]","F","3","0","0"
"2368","(18,21]","F","2","1+","0"
"2369","(21,80]","M","1","0","0"
"2370","(18,21]","F","1","0","0"
"2371","(21,80]","M","1","0","0"
"2372","(21,80]","F","2","0","0"
"2373","(16,18]","M","1","0","0"
"2374","(21,80]","M","3","0","0"
"2375","(16,18]","F","1","1+","0"
"2376","(18,21]","F","1","1+","0"
"2377","(21,80]","F","2","0","0"
"2378","(21,80]","M","2","0","0"
"2379","(18,21]","F","2","0","0"
"2380","(18,21]","F","1","0","0"
"2381","(16,18]","F","1","0","0"
"2382","(16,18]","M","3","0","0"
"2383","(21,80]","M","2","0","0"
"2384","(16,18]","F","2","0","0"
"2385","(21,80]","F","3","0","0"
"2386","(16,18]","F","1","0","0"
"2387","(21,80]","F","1","0","0"
"2388","(18,21]","M","1","0","0"
"2389","(21,80]","F","3","0","0"
"2390","(21,80]","F","1","0","0"
"2391","(16,18]","F","1","0","0"
"2392","(18,21]","F","1","0","0"
"2393","(21,80]","M","2","0","0"
"2394","(16,18]","F","1","0","0"
"2395","(18,21]","F","3","0","0"
"2396","(16,18]","F","1","0","0"
"2397","(21,80]","F","1","0","0"
"2398","(21,80]","M","2","0","0"
"2399","(21,80]","M","2","0","0"
"2400","(21,80]","F","1","0","0"
"2401","(16,18]","M","3","0","0"
"2402","(21,80]","M","2","0","0"
"2403","(21,80]","F","1","0","0"
"2404","(18,21]","M","3","0","0"
"2405","(21,80]","M","2","0","0"
"2406","(16,18]","M","1","0","0"
"2407","(16,18]","M","1","1+","0"
"2408","(18,21]","F","2","0","0"
"2409","(18,21]","F","1","0","0"
"2410","(21,80]","M","3","0","0"
"2411","(18,21]","M","2","0","0"
"2412","(18,21]","F","2","0","0"
"2413","(21,80]","F","3","0","0"
"2414","(18,21]","F","3","0","0"
"2415","(16,18]","M","2","0","0"
"2416","(16,18]","F","2","0","0"
"2417","(16,18]","M","3","0","0"
"2418","(16,18]","F","2","0","0"
"2419","(21,80]","F","1","0","0"
"2420","(16,18]","F","1","0","0"
"2421","(16,18]","M","1","0","0"
"2422","(18,21]","M","2","0","0"
"2423","(21,80]","F","2","0","0"
"2424","(16,18]","F","1","0","0"
"2425","(16,18]","M","1","0","0"
"2426","(18,21]","F","2","0","0"
"2427","(21,80]","F","1","0","0"
"2428","(16,18]","M","2","0","0"
"2429","(21,80]","F","2","0","0"
"2430","(18,21]","F","3","0","0"
"2431","(18,21]","F","1","0","0"
"2432","(21,80]","F","3","0","0"
"2433","(18,21]","F","1","0","0"
"2434","(21,80]","F","1","0","0"
"2435","(21,80]","F","2","0","0"
"2436","(18,21]","M","1","1+","0"
"2437","(21,80]","M","1","0","0"
"2438","(21,80]","F","1","0","0"
"2439","(21,80]","M","3","0","0"
"2440","(16,18]","F","1","0","0"
"2441","(21,80]","F","1","0","0"
"2442","(21,80]","M","2","0","0"
"2443","(18,21]","F","1","0","0"
"2444","(18,21]","M","2","0","0"
"2445","(16,18]","M","1","0","0"
"2446","(18,21]","F","1","0","0"
"2447","(21,80]","F","2","0","0"
"2448","(21,80]","M","2","0","0"
"2449","(21,80]","M","2","0","0"
"2450","(18,21]","F","1","0","0"
"2451","(18,21]","M","1","0","0"
"2452","(18,21]","F","1","0","0"
"2453","(21,80]","F","2","0","0"
"2454","(18,21]","F","2","0","0"
"2455","(21,80]","F","3","0","0"
"2456","(21,80]","M","2","0","0"
"2457","(16,18]","F","1","0","0"
"2458","(21,80]","M","1","0","0"
"2459","(16,18]","F","1","0","0"
"2460","(21,80]","F","1","0","0"
"2461","(18,21]","F","1","0","0"
"2462","(21,80]","F","1","0","0"
"2463","(21,80]","F","2","0","0"
"2464","(18,21]","M","1","0","0"
"2465","(21,80]","M","1","0","0"
"2466","(18,21]","F","3","0","0"
"2467","(18,21]","M","2","0","0"
"2468","(18,21]","F","1","0","0"
"2469","(16,18]","F","2","0","0"
"2470","(16,18]","F","2","1+","0"
"2471","(21,80]","F","1","0","0"
"2472","(16,18]","M","2","0","0"
"2473","(16,18]","F","1","0","0"
"2474","(21,80]","F","3","0","0"
"2475","(16,18]","M","3","1+","0"
"2476","(21,80]","F","2","0","0"
"2477","(21,80]","F","1","0","0"
"2478","(16,18]","M","2","0","0"
"2479","(16,18]","M","3","0","0"
"2480","(21,80]","F","3","0","0"
"2481","(21,80]","M","2","0","0"
"2482","(21,80]","F","2","0","0"
"2483","(16,18]","M","1","0","0"
"2484","(16,18]","F","1","0","0"
"2485","(18,21]","M","3","0","0"
"2486","(18,21]","F","2","0","0"
"2487","(16,18]","F","3","0","0"
"2488","(16,18]","F","1","0","0"
"2489","(21,80]","F","3","0","0"
"2490","(21,80]","M","2","0","0"
"2491","(18,21]","F","1","0","0"
"2492","(18,21]","F","1","0","0"
"2493","(21,80]","F","1","0","0"
"2494","(18,21]","F","1","0","0"
"2495","(16,18]","F","2","0","0"
"2496","(18,21]","F","3","0","0"
"2497","(18,21]","F","3","0","0"
"2498","(16,18]","F","3","0","0"
"2499","(16,18]","F","1","0","0"
"2500","(21,80]","F","3","0","0"
"2501","(18,21]","M","2","0","0"
"2502","(21,80]","F","2","0","0"
"2503","(21,80]","F","1","0","0"
"2504","(21,80]","F","1","0","0"
"2505","(16,18]","M","1","0","0"
"2506","(16,18]","F","1","1+","0"
"2507","(21,80]","F","3","0","0"
"2508","(21,80]","F","2","0","0"
"2509","(18,21]","F","2","0","0"
"2510","(16,18]","F","2","0","0"
"2511","(21,80]","F","2","0","0"
"2512","(21,80]","M","2","0","0"
"2513","(21,80]","M","1","0","0"
"2514","(16,18]","M","1","0","0"
"2515","(16,18]","M","1","0","0"
"2516","(16,18]","F","1","0","0"
"2517","(16,18]","F","1","0","0"
"2518","(18,21]","M","1","0","0"
"2519","(21,80]","M","2","0","0"
"2520","(21,80]","M","1","0","0"
"2521","(16,18]","F","1","0","0"
"2522","(16,18]","M","1","0","0"
"2523","(16,18]","F","3","0","0"
"2524","(16,18]","F","2","0","0"
"2525","(18,21]","M","1","0","0"
"2526","(16,18]","F","1","0","0"
"2527","(16,18]","F","1","0","0"
"2528","(16,18]","F","1","0","0"
"2529","(21,80]","F","1","0","0"
"2530","(18,21]","F","2","0","0"
"2531","(16,18]","M","2","0","0"
"2532","(21,80]","M","2","0","0"
"2533","(21,80]","F","2","0","0"
"2534","(16,18]","F","1","0","0"
"2535","(16,18]","F","1","0","0"
"2536","(21,80]","M","1","1+","0"
"2537","(21,80]","F","1","0","0"
"2538","(16,18]","M","1","1+","0"
"2539","(16,18]","M","1","0","0"
"2540","(16,18]","F","1","0","0"
"2541","(21,80]","F","2","0","0"
"2542","(16,18]","M","1","0","0"
"2543","(16,18]","M","1","0","0"
"2544","(16,18]","F","2","0","0"
"2545","(18,21]","F","2","0","0"
"2546","(16,18]","M","2","0","0"
"2547","(21,80]","M","2","0","0"
"2548","(21,80]","F","2","0","0"
"2549","(16,18]","M","3","0","0"
"2550","(18,21]","M","1","0","0"
"2551","(16,18]","F","1","0","0"
"2552","(18,21]","F","1","0","0"
"2553","(16,18]","F","3","0","0"
"2554","(16,18]","M","1","0","0"
"2555","(21,80]","M","3","0","0"
"2556","(16,18]","F","3","0","0"
"2557","(21,80]","M","1","0","0"
"2558","(21,80]","M","1","0","0"
"2559","(16,18]","F","2","0","0"
"2560","(21,80]","M","1","0","0"
"2561","(21,80]","F","3","0","0"
"2562","(16,18]","F","3","0","0"
"2563","(16,18]","F","2","0","0"
"2564","(21,80]","F","1","0","0"
"2565","(21,80]","M","3","0","0"
"2566","(21,80]","F","2","0","0"
"2567","(16,18]","F","1","0","0"
"2568","(21,80]","M","1","0","0"
"2569","(21,80]","F","3","0","0"
"2570","(21,80]","F","1","0","0"
"2571","(16,18]","F","2","0","0"
"2572","(16,18]","M","1","0","0"
"2573","(16,18]","M","3","0","0"
"2574","(16,18]","F","2","1+","0"
"2575","(21,80]","F","3","0","0"
"2576","(18,21]","F","3","0","0"
"2577","(21,80]","F","2","0","0"
"2578","(16,18]","F","3","0","0"
"2579","(18,21]","F","3","0","0"
"2580","(16,18]","F","2","0","0"
